CED_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
CED322,31,565,781,633,453,337,143,16,2969,20,178,193,228,151,140,43,4,968,554,2190,2257,1784,1056,904,380,88,9214,461,834,1272,1371,1005,727,316,80,6071,1294,2758,3045,3032,2733,2121,1076,290,16347,206,98,63,68,61,33,23,0,548,92,99,184,179,192,171,95,37,1053,1590,2954,3293,3277,2986,2324,1200,326,17946,27,47,62,72,55,73,57,17,416,540,813,714,675,569,552,542,386,4790,3232,7587,8571,8044,6268,5072,2678,922,42365,52,949,1082,759,457,240,53,5,3589,57,401,519,469,343,221,52,9,2082,1019,3649,3659,2421,1419,926,352,69,13513,767,1510,2006,2007,1521,941,338,104,9193,1218,1511,1662,1751,1474,783,236,56,8695,186,123,120,152,137,132,32,4,889,143,162,250,352,365,320,144,34,1772,1549,1795,2035,2252,1976,1232,418,89,11351,37,49,80,78,79,108,71,22,533,548,845,767,718,632,748,873,849,5973,4018,9198,10149,8702,6432,4426,2152,1146,46236,85,1506
CED323,83,1146,910,664,555,377,187,30,3955,25,219,222,223,185,137,52,17,1086,846,3233,2332,1751,1311,1149,498,124,11243,750,1424,1307,1312,1121,873,414,93,7293,1467,3137,2836,2932,2813,2078,1300,330,16892,276,134,81,77,53,58,18,0,696,102,151,206,221,179,208,129,34,1235,1838,3427,3121,3232,3038,2342,1447,370,18818,42,103,83,70,71,86,66,30,547,889,1563,1168,1059,1028,963,695,362,7728,4474,11111,9148,8316,7309,5932,3365,1018,50669,90,1347,1113,714,483,309,84,10,4147,69,456,431,422,352,236,76,7,2060,1388,4724,3326,2389,1622,1065,438,105,15044,1047,1968,1872,2004,1729,1098,453,111,10285,1354,1806,1571,1765,1440,837,292,73,9135,235,152,120,131,152,116,35,7,950,142,209,265,366,363,323,192,45,1908,1733,2159,1955,2260,1963,1276,520,128,11993,49,104,93,72,127,116,84,28,678,931,1532,1088,975,1087,1088,995,680,8379,5308,12288,9879,8836,7367,5186,2649,1069,52586,172,2493
CED324,121,1823,2250,1424,993,623,233,40,7495,35,358,369,374,281,155,60,13,1653,1355,4695,3903,2621,1666,1160,498,140,16046,654,1361,1209,1036,823,536,292,73,5979,1166,2144,1771,1650,1470,995,650,208,10047,280,121,82,48,47,31,4,0,626,71,109,163,135,130,115,60,18,811,1516,2377,2019,1833,1652,1141,721,223,11482,53,110,103,64,65,70,48,9,519,623,1012,713,554,483,385,278,147,4201,4363,11726,10575,7905,5964,4069,2118,651,47370,133,2184,2420,1318,742,366,110,15,7289,66,627,705,651,427,273,93,14,2849,1615,5516,4797,3007,1860,1101,430,115,18439,666,1340,1404,1304,1049,727,337,94,6919,953,1150,1010,952,751,365,113,34,5325,212,120,102,80,88,67,23,3,697,108,122,173,221,249,203,78,30,1179,1274,1395,1282,1253,1092,632,202,66,7199,36,76,86,89,65,71,47,27,489,499,839,629,466,433,429,442,374,4117,4288,11981,11320,8095,5664,3598,1660,711,47304,257,4009
CED325,27,656,1406,908,593,410,134,19,4147,18,160,298,258,162,140,32,3,1080,616,2520,2666,1823,1102,701,286,76,9787,465,1220,1392,1271,923,523,208,41,6038,1653,3227,2948,2465,2001,1294,610,147,14349,433,160,127,72,52,32,9,0,892,147,161,219,187,158,118,71,24,1070,2226,3548,3296,2726,2217,1438,692,173,16312,45,52,122,88,61,37,39,8,456,745,933,821,677,516,403,272,118,4491,4139,9093,9995,7752,5574,3653,1656,433,42311,42,975,1445,778,438,211,57,14,3950,65,426,539,459,309,179,38,9,2032,926,3832,3754,2239,1223,738,268,63,13042,737,1690,1832,1573,1117,642,255,61,7907,1402,2135,1921,1662,1207,483,105,19,8927,403,219,168,148,121,71,20,3,1149,145,191,276,331,313,161,90,16,1534,1948,2547,2368,2142,1639,710,219,37,11608,40,66,77,67,72,63,36,6,424,704,946,878,615,527,469,396,218,4751,4458,10478,10896,7876,5329,3017,1268,398,43719,67,1636
CED326,22,411,1005,595,435,280,114,33,2883,16,143,250,231,210,157,45,8,1054,415,1655,2296,1634,1017,792,350,85,8231,290,991,1481,1417,1089,832,323,75,6501,1653,3328,3435,3217,2650,2129,1231,347,17985,383,165,110,83,63,44,20,3,879,134,172,226,214,162,183,80,19,1187,2172,3665,3767,3515,2874,2357,1332,375,20056,24,46,82,79,62,69,42,18,413,536,744,765,698,573,567,505,303,4681,3472,7652,9641,8165,6261,5044,2708,884,43823,31,687,1110,551,360,237,65,8,3058,53,418,519,443,332,227,70,15,2081,762,3003,3625,2423,1359,970,415,102,12659,557,1751,2097,1966,1482,977,423,104,9372,1614,2390,2350,2236,1732,844,236,47,11448,350,220,195,157,147,130,32,4,1241,145,196,289,374,317,297,125,41,1790,2103,2811,2835,2782,2193,1276,389,92,14476,24,53,70,74,98,91,93,25,541,515,756,741,660,625,701,792,668,5458,4050,9475,11008,8902,6455,4485,2252,1010,47639,47,1100
CED327,26,676,1195,601,385,241,77,19,3222,19,146,195,136,129,76,20,5,733,568,2027,2366,1363,896,647,224,28,8120,436,1009,1340,1053,759,519,207,24,5351,1686,3137,2945,2634,2310,1708,709,138,15268,456,226,155,93,51,28,11,3,1017,139,126,214,190,164,135,71,11,1053,2281,3492,3313,2919,2526,1869,785,157,17345,29,74,100,70,54,59,37,13,434,1097,1192,1103,869,619,479,355,148,5861,4456,8615,9614,7016,5363,3894,1713,390,41062,41,996,1325,495,271,129,38,11,3301,54,365,428,336,215,116,26,3,1547,776,3065,3303,1820,999,624,156,39,10793,653,1591,1930,1552,1174,625,167,47,7743,1510,2171,2172,1904,1311,565,96,32,9764,395,234,205,164,138,81,26,0,1242,163,214,274,305,318,231,63,27,1594,2064,2619,2655,2376,1761,877,190,59,12593,36,83,113,71,89,71,43,10,525,938,1180,1093,788,620,640,417,265,5935,4553,9898,10859,7443,5123,3086,1037,439,42437,64,1674
CED328,93,1427,2525,2270,1543,1146,601,138,9739,34,279,446,569,395,250,83,18,2075,1657,3696,3840,3552,2134,1589,801,188,17459,596,706,1004,1225,918,664,383,113,5623,1176,1584,1384,1342,1124,799,486,161,8058,310,78,49,52,31,17,12,0,555,87,77,116,126,90,118,75,29,713,1577,1738,1553,1516,1245,937,569,195,9329,42,52,78,70,56,51,33,27,405,569,522,422,409,296,258,267,160,2902,4567,8423,9867,9608,6593,4892,2738,833,47535,146,1760,2770,2031,1211,729,265,47,8956,61,579,831,852,602,426,139,24,3511,2002,4409,4866,4143,2368,1638,744,192,20363,611,830,1161,1436,1131,851,469,139,6625,1066,840,807,873,662,352,106,34,4741,300,87,80,81,51,51,33,9,690,88,72,145,228,220,215,135,49,1150,1451,999,1028,1176,939,621,278,92,6578,44,41,51,81,66,53,58,21,416,425,500,384,328,314,343,376,350,3012,4735,9115,11091,10040,6633,4663,2324,869,49462,239,3187
CED329,4,101,188,306,298,377,170,20,1464,3,39,61,147,173,163,60,3,667,111,529,880,1053,996,1049,443,72,5120,105,344,616,879,1048,994,459,81,4533,1130,2297,2545,3151,3626,3358,1409,308,17818,331,150,103,116,65,66,29,6,863,90,86,99,173,207,269,121,28,1061,1550,2529,2747,3435,3895,3689,1560,340,19744,22,28,34,47,58,81,60,19,363,680,661,732,918,1019,992,749,305,6055,2474,4226,5251,6805,7490,7356,3497,837,37941,9,181,342,372,374,276,64,0,1616,19,138,250,360,385,290,65,9,1520,240,1222,1755,1791,1555,1162,407,85,8221,207,739,1119,1518,1773,1255,483,96,7196,1000,1480,1760,1989,2063,1037,247,44,9612,310,192,179,189,227,150,43,5,1293,88,115,188,300,389,362,119,24,1581,1394,1782,2121,2476,2679,1550,413,69,12485,16,27,43,69,96,122,59,20,447,533,586,683,856,986,1109,970,560,6286,2423,4678,6316,7435,7854,5758,2461,844,37769,9,276
CED330,17,160,374,342,320,279,92,19,1601,10,69,146,180,146,109,21,7,697,299,1020,1136,1105,779,674,239,42,5293,318,615,1048,1295,1009,657,235,37,5211,1742,3700,4372,4261,3840,2504,1023,164,21606,403,162,111,61,77,40,13,0,874,98,146,175,236,225,166,78,9,1145,2249,4011,4656,4552,4145,2708,1116,177,23621,17,38,61,66,62,75,54,7,390,820,762,900,974,804,672,461,183,5574,3727,6677,8311,8519,7261,5180,2226,475,42379,16,348,555,510,346,224,43,5,2053,49,300,429,416,262,192,43,4,1689,537,2149,2546,1901,1212,794,285,47,9470,665,1513,1783,1998,1584,826,263,58,8689,1515,2440,2533,2304,1847,725,154,28,11546,432,245,265,207,163,115,19,0,1449,158,189,311,347,356,250,87,15,1705,2107,2874,3111,2854,2363,1086,260,44,14700,24,54,46,58,68,93,30,11,392,724,825,853,854,772,826,582,340,5779,4119,8066,9320,8589,6606,4039,1507,515,42763,39,506
CED394,0,47,31,26,27,29,5,0,171,0,12,7,9,19,15,0,0,66,27,178,75,46,83,65,13,0,494,20,54,45,57,92,97,18,0,384,70,231,249,202,314,329,49,6,1449,21,11,9,3,11,11,0,0,71,5,10,18,9,27,20,9,0,96,91,255,275,214,354,369,59,4,1616,0,4,4,6,3,5,4,0,28,232,423,472,410,330,230,59,5,2157,371,967,917,770,911,815,158,11,4920,3,67,51,29,27,17,0,0,197,0,23,15,19,24,14,0,0,101,64,334,124,99,119,71,11,0,831,28,92,89,101,152,96,13,3,577,97,145,129,127,193,76,8,0,778,31,24,15,11,21,10,0,0,114,3,18,13,20,31,21,0,0,112,132,187,162,167,239,111,12,0,1003,5,11,3,8,5,8,4,0,37,199,382,276,230,200,141,37,7,1481,424,1099,721,647,778,458,79,13,4217,3,115
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,18,0,0,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,5,8,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,30,43,28,3,0,0,0,114,4,35,55,43,3,3,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,9,13,7,0,4,0,0,0,28,0,0
CED401,245,2856,2300,1239,838,656,300,75,8503,42,458,425,382,315,268,72,4,1958,1715,6345,4227,2501,1780,1534,548,134,18788,647,1525,1377,1229,1016,672,309,69,6844,1169,2393,2071,2012,1902,1234,605,250,11630,144,200,134,92,61,33,7,4,686,63,122,151,189,190,181,75,18,986,1376,2714,2354,2291,2152,1448,690,269,13304,66,154,118,88,54,54,40,14,588,721,1097,830,726,594,471,331,203,4965,4808,15150,11637,8449,6754,5103,2297,770,54952,218,3399,2449,1149,854,529,167,34,8804,55,669,733,589,529,431,103,22,3130,2305,7245,4917,2910,1962,1415,517,147,21412,542,1408,1415,1392,1329,996,399,134,7618,1146,1616,1284,1223,1050,498,159,74,7043,146,180,148,143,135,82,30,5,867,89,108,165,297,294,214,98,46,1319,1380,1907,1604,1660,1478,793,287,123,9226,64,117,84,60,79,74,49,20,546,705,872,630,582,530,633,494,406,4850,5272,15615,11829,8352,6752,4867,2016,882,55585,461,6253
CED402,13,169,182,153,168,154,55,7,898,0,44,82,103,133,122,32,11,531,143,819,804,767,566,616,246,33,3999,75,333,573,846,827,791,266,57,3763,1539,3464,3295,3259,3245,2567,1033,239,18640,218,247,159,133,94,69,23,3,954,64,99,149,226,232,213,107,24,1100,1819,3816,3601,3614,3574,2847,1156,265,20698,25,54,78,63,64,74,45,13,415,786,783,766,925,1031,1043,732,295,6353,2863,6017,6076,6475,6367,5641,2538,680,36656,27,302,288,236,181,111,20,4,1174,34,215,289,289,291,225,55,8,1398,402,1784,1831,1372,1045,774,326,86,7616,145,812,1073,1384,1426,1035,373,80,6340,1314,2344,2231,2205,1979,886,190,49,11189,237,301,304,249,217,148,28,5,1491,108,147,229,331,288,214,81,24,1424,1654,2797,2758,2785,2490,1241,297,75,14105,18,40,31,56,63,69,66,20,362,667,637,662,835,967,1106,990,555,6417,2952,6575,6936,6954,6465,4583,2125,823,37409,38,469
CED403,74,1179,1541,1141,931,713,314,81,5967,13,237,356,406,362,289,119,29,1801,905,3546,3324,2420,1849,1623,714,175,14556,249,844,1163,1266,1248,1105,528,157,6565,1036,2371,2070,2197,2252,1744,1075,431,13174,178,140,91,72,59,47,24,3,617,54,91,125,193,189,265,154,46,1120,1275,2601,2293,2461,2494,2056,1244,485,14906,32,58,64,61,67,73,75,19,459,395,526,466,461,438,484,401,255,3428,2944,8986,9210,8217,7393,6343,3394,1200,47683,77,1710,1826,1146,860,575,167,24,6388,33,502,696,670,657,514,155,27,3247,1375,4830,4441,3247,2181,1658,725,246,18711,286,911,1342,1586,1721,1361,577,207,7990,958,1237,1229,1259,1235,736,261,96,7024,145,145,155,146,106,104,38,19,860,88,112,179,290,343,351,185,85,1627,1185,1490,1568,1697,1687,1199,489,197,9515,35,59,56,75,78,94,84,34,516,343,456,430,396,498,643,673,516,3945,3343,9961,10359,8822,7684,6041,2860,1260,50319,153,2891
CED404,19,193,179,142,132,121,47,3,847,0,54,58,61,124,96,33,0,435,159,775,722,598,493,498,141,30,3421,81,357,525,649,778,719,224,40,3374,1272,3485,3091,3371,3785,2788,1250,296,19341,207,284,179,120,134,62,16,8,1007,52,119,135,192,210,222,92,13,1038,1526,3889,3410,3686,4125,3068,1359,319,21381,31,45,62,44,73,62,34,14,357,927,960,947,1170,1267,1140,830,311,7551,2741,6267,5916,6360,6999,5701,2674,708,37371,30,327,263,188,184,102,32,8,1134,19,205,247,248,279,205,45,5,1264,457,1831,1610,1183,969,749,268,63,7134,143,745,971,1304,1478,934,322,76,5977,1090,2121,2005,2127,1863,893,195,51,10344,188,342,323,241,196,116,27,6,1431,80,154,210,258,271,170,75,13,1227,1358,2616,2540,2624,2328,1182,291,69,13007,14,33,44,50,50,67,36,21,317,760,809,810,942,1137,1232,1056,513,7267,2785,6564,6488,6538,6432,4475,2058,746,36094,53,521
CED405,48,859,977,607,454,321,114,30,3401,16,173,246,247,239,181,34,7,1150,699,2920,2399,1639,1235,963,361,92,10295,289,922,1162,1214,1198,869,355,101,6114,1164,2999,2686,2867,2887,2109,1133,414,16263,197,188,132,95,69,62,23,3,768,65,102,139,200,205,214,112,34,1071,1423,3288,2956,3168,3164,2389,1271,450,18106,37,62,83,72,68,74,45,21,470,440,661,525,575,608,478,380,215,3885,2950,8889,8354,7521,6971,5267,2557,912,43424,67,1327,1190,655,459,249,65,15,4027,41,404,528,450,385,268,66,4,2153,1095,4090,3460,2147,1529,1014,322,96,13738,278,1181,1425,1639,1571,953,310,105,7459,1028,1819,1711,1660,1479,680,251,81,8710,162,208,154,168,140,100,25,3,958,79,158,222,338,330,265,127,46,1570,1269,2177,2093,2173,1943,1044,401,136,11231,31,66,58,76,78,80,49,23,463,392,574,512,514,598,628,654,403,4276,3165,9815,9258,7649,6571,4235,1866,779,43346,110,2179
CED406,17,275,450,355,265,240,83,24,1697,5,90,141,179,192,160,60,4,831,385,1427,1525,1125,812,701,261,46,6280,129,620,1118,1113,1082,898,343,63,5367,1383,3830,3558,3478,3266,2742,1283,369,19904,286,269,190,110,86,57,21,6,1025,70,129,184,186,198,215,107,32,1116,1744,4228,3923,3769,3547,3017,1411,408,22048,36,41,59,63,53,63,54,23,392,401,527,572,522,527,484,382,198,3615,2714,7205,7786,7132,6476,5566,2589,765,40234,32,576,729,431,309,171,41,0,2281,39,330,431,384,323,208,64,5,1793,676,2615,2525,1759,1268,883,296,58,10091,199,1103,1575,1701,1491,1039,329,79,7523,1372,2590,2452,2191,1802,936,228,59,11629,272,297,288,194,177,130,36,8,1397,111,190,266,371,316,282,120,42,1694,1752,3070,3003,2751,2293,1352,382,110,14714,22,55,55,55,88,85,55,10,429,397,470,495,493,525,645,647,393,4064,3125,8214,8816,7567,6297,4381,1821,671,40894,44,850
CED407,73,825,990,519,329,217,69,14,3037,20,155,208,160,140,118,33,6,848,726,2223,2124,1211,792,607,246,67,7985,308,933,1246,1222,966,788,292,51,5799,1393,3246,3039,3123,2864,2324,1412,372,17773,221,243,153,108,69,52,20,5,855,62,106,182,189,200,180,101,40,1061,1673,3587,3379,3413,3131,2557,1531,423,19685,31,67,84,70,46,49,45,13,403,450,559,543,493,413,443,407,235,3527,3277,8350,8561,7084,5812,4776,2623,796,41289,73,1160,1054,449,210,115,44,5,3111,43,308,476,335,254,159,49,9,1634,946,3178,2979,1719,1048,667,264,64,10866,254,1174,1541,1636,1359,883,309,56,7218,1157,2127,2178,1913,1542,750,208,58,9942,218,268,235,204,156,98,27,6,1207,112,147,224,357,294,226,119,41,1521,1485,2543,2639,2475,1996,1080,353,104,12669,29,64,88,59,57,75,38,13,430,361,468,464,425,454,588,719,483,3960,3193,8896,9250,7098,5380,3566,1772,734,39884,138,1989
CED408,15,246,516,689,614,597,306,38,3013,8,107,209,268,305,353,119,12,1374,317,1149,1710,1827,1488,1550,674,139,8855,100,496,894,1259,1307,1326,627,107,6125,1219,2781,2987,3289,3412,2845,1471,335,18340,204,160,117,113,93,88,34,5,809,53,97,138,210,264,347,165,39,1305,1469,3037,3238,3614,3772,3275,1668,377,20451,22,38,47,48,73,86,90,22,421,526,459,563,663,784,751,594,262,4596,2457,5525,7170,8361,8346,7943,4072,959,44837,18,527,829,830,670,530,126,13,3538,30,262,477,630,580,527,132,23,2662,564,2288,2983,2665,2068,1837,663,127,13200,161,829,1327,1842,2028,1695,641,130,8654,1054,1765,1987,1930,1801,1083,274,55,9955,205,212,227,192,175,148,43,12,1221,105,144,227,350,384,394,176,56,1823,1365,2120,2441,2478,2359,1623,494,121,13003,18,43,47,73,79,92,89,30,480,447,420,488,596,738,956,805,494,4958,2608,6494,8593,9124,8525,7269,2950,933,46492,33,771
CED409,20,238,355,189,142,76,27,6,1057,11,72,82,75,93,63,18,5,414,319,1148,980,664,416,307,96,21,3952,177,741,883,793,821,503,159,30,4102,1641,4132,3419,2984,2649,1859,901,239,17827,322,464,230,114,109,45,18,6,1300,83,138,195,172,167,129,53,14,957,2045,4733,3849,3273,2929,2027,973,253,20091,35,75,61,50,50,41,26,10,346,808,983,943,821,726,636,406,258,5585,3417,7993,7157,5855,5182,3656,1710,576,35545,18,429,367,186,119,48,10,0,1174,51,277,282,194,170,93,13,5,1090,675,2018,1541,969,636,406,146,34,6419,236,1351,1472,1327,1094,541,184,44,6257,1772,3630,2790,2202,1663,632,142,35,12865,285,552,377,243,188,107,20,6,1779,138,257,262,291,257,148,77,23,1458,2194,4442,3430,2734,2107,886,239,60,16098,20,66,57,48,57,41,28,4,315,796,937,747,706,677,756,707,477,5801,3994,9522,7889,6154,4860,2776,1330,634,37153,42,665
CED410,106,1825,2297,1579,1127,866,459,122,8371,25,278,399,409,411,313,121,25,1972,1211,3997,3938,3068,2188,1825,901,228,17355,369,996,1214,1227,1059,1003,543,151,6569,952,1818,1711,2014,1936,1433,954,356,11168,132,113,83,60,56,44,12,5,506,51,100,138,160,201,189,126,54,1026,1135,2025,1927,2241,2193,1661,1095,414,12700,31,85,96,79,58,59,65,38,495,387,563,527,473,425,386,428,308,3507,3256,9770,10399,9074,7458,6119,3608,1280,50966,115,2322,2535,1451,961,632,215,25,8258,45,477,698,682,658,540,181,31,3298,1425,5110,4988,3700,2379,1751,879,288,20506,289,926,1314,1550,1547,1333,685,249,7890,871,1098,1105,1256,1102,588,257,99,6370,128,121,131,116,115,75,39,17,743,90,108,161,297,324,289,171,63,1506,1085,1334,1402,1664,1541,958,471,174,8623,29,67,89,74,82,94,70,26,533,377,520,435,458,421,569,768,619,4164,3364,10751,11455,9571,7590,5865,3263,1411,53275,217,4145
CED494,0,13,11,3,5,3,0,0,36,0,0,0,0,5,0,0,0,6,7,37,18,18,22,11,4,0,108,0,6,11,7,18,10,0,0,65,21,56,46,58,63,54,7,0,308,10,17,0,0,0,0,0,0,33,0,4,0,8,4,7,0,0,23,29,79,52,63,70,59,7,0,363,0,0,3,5,3,0,0,0,9,39,96,95,106,103,53,5,0,500,78,225,187,202,224,138,21,0,1081,0,25,7,11,0,0,0,0,44,0,4,6,5,7,4,0,0,22,12,51,25,12,15,7,4,0,125,4,18,16,21,27,20,0,0,96,29,44,32,21,24,11,0,0,166,12,8,7,0,6,0,0,0,30,0,0,8,6,0,9,0,0,21,41,55,46,27,31,18,0,0,214,3,0,0,0,0,0,0,0,4,37,74,86,45,35,31,6,4,314,97,214,187,122,116,75,11,5,826,4,37
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
