CED_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
CED125,501,130,225,11,868,92,31,47,6,181,98,56,110,8,270,117,45,237,3,399,358,141,446,17,965,311,207,741,15,1282,1689,471,845,41,3049,994,699,994,84,2768,1080,1253,1087,79,3497,1262,1727,963,93,4037,869,1789,744,50,3453,955,1906,657,72,3590,2237,4639,1032,119,8031,1590,3807,487,73,5960,1104,3157,330,44,4629,709,2075,159,19,2967,1100,4493,270,30,5894,452,1630,515,32,2628,219,240,168,19,639,15740,28499,10056,824,55120
CED126,278,49,80,8,417,143,4,20,0,168,84,21,44,3,149,48,6,67,3,125,316,37,109,15,476,220,54,170,11,458,1029,106,250,21,1396,760,140,323,29,1252,1130,293,445,36,1903,1323,480,458,47,2314,812,575,442,33,1865,919,677,402,35,2043,1901,1855,730,72,4563,1434,1963,340,30,3759,1164,2156,267,18,3607,794,1750,118,13,2676,2942,9793,485,19,13240,505,1312,397,26,2230,187,121,70,8,379,15980,21405,5222,417,43022
CED127,273,41,74,4,396,118,15,26,0,161,84,19,63,6,174,74,22,99,3,193,366,33,194,11,608,253,66,384,13,714,1427,131,448,23,2031,1026,231,587,50,1895,1340,455,667,37,2501,1517,776,644,51,2989,923,801,469,24,2216,1007,978,441,34,2451,2116,2485,698,55,5346,1525,2336,345,26,4235,1155,2179,219,19,3573,688,1610,104,9,2406,1561,4412,200,11,6181,477,1107,459,23,2070,190,125,69,7,391,16117,17819,6188,402,40524
CED128,536,362,273,21,1195,142,40,52,0,236,101,115,134,7,356,98,96,196,7,398,430,262,379,35,1103,313,358,515,14,1199,1901,816,627,48,3384,1002,1023,822,92,2948,924,1500,896,83,3408,991,1731,865,90,3683,531,1464,608,54,2664,602,1487,548,60,2689,1323,3092,891,101,5400,888,2518,469,58,3930,630,2079,302,38,3042,328,1454,160,14,1962,604,3395,297,27,4326,364,1299,434,27,2123,244,305,148,25,722,11957,23392,8606,820,44775
CED129,761,101,143,16,1027,236,23,32,4,292,131,30,56,5,229,79,29,79,0,191,443,79,120,5,649,276,119,215,5,617,1204,204,285,9,1701,943,292,350,30,1615,1000,605,411,36,2050,1123,874,459,37,2495,694,899,414,35,2040,807,1098,404,32,2337,1689,3137,803,62,5694,1306,3111,429,47,4902,1093,3587,348,35,5072,822,2867,181,14,3882,2391,12544,524,34,15493,466,1545,361,15,2385,163,194,62,3,426,15634,31350,5683,422,53092
CED130,356,73,124,13,562,166,24,37,6,241,113,29,125,10,279,78,20,198,4,298,576,71,417,22,1087,348,88,675,21,1133,2620,261,756,46,3686,1471,366,937,99,2870,1521,684,922,83,3214,1851,1049,672,66,3642,986,968,401,47,2399,1206,1079,362,47,2693,2265,2470,520,44,5301,1301,1811,152,33,3295,918,1452,86,11,2466,444,925,36,8,1411,1018,1886,112,9,3022,781,1383,467,32,2667,360,124,159,27,673,18388,14762,7157,631,40941
CED131,214,49,101,10,378,93,12,20,3,129,77,16,72,8,169,45,15,134,0,201,279,51,212,17,564,254,83,423,22,779,1407,141,537,46,2132,1020,212,757,91,2077,1156,406,822,98,2470,1460,607,733,98,2904,872,693,604,73,2241,1018,761,521,63,2368,2350,2134,835,108,5427,1778,2121,336,61,4293,1343,2218,237,51,3844,853,1590,85,15,2545,1932,4721,215,28,6895,674,1171,492,30,2366,185,78,86,16,371,16998,17080,7223,849,42149
CED132,367,90,158,19,636,116,19,47,7,191,82,22,58,6,170,31,21,84,10,144,271,33,110,10,430,175,69,187,13,451,581,94,191,20,887,481,150,291,30,952,674,272,367,43,1362,901,403,345,77,1723,636,397,345,48,1427,853,451,306,50,1654,2082,1248,746,89,4164,1756,1101,288,73,3228,1660,1478,311,64,3513,1346,1161,110,46,2664,6457,11850,883,86,19272,602,1093,312,24,2033,148,117,42,7,313,19230,20068,5194,725,45213
CED133,319,56,106,10,486,202,10,57,3,274,121,27,78,7,232,126,36,225,5,388,612,58,396,20,1088,461,93,719,21,1292,3142,263,827,50,4280,1989,440,1092,118,3644,2091,824,1104,104,4124,2291,1200,873,98,4460,1164,1172,603,36,2978,1293,1221,428,43,2981,2293,2638,549,53,5525,1310,1987,247,15,3558,794,1425,132,22,2367,370,846,46,0,1270,863,1611,126,9,2617,837,1429,599,34,2900,353,135,177,19,689,20640,15465,8386,673,45159
CED134,354,94,114,10,575,141,19,35,11,203,56,26,125,13,217,59,16,188,5,268,457,60,395,17,927,311,103,620,25,1059,1911,199,708,56,2875,1088,344,850,92,2375,1256,571,878,76,2773,1374,866,626,70,2941,795,829,462,40,2121,978,931,362,26,2295,1999,2230,549,79,4855,1334,1756,190,48,3327,915,1482,123,17,2539,510,962,54,8,1536,1023,2069,126,12,3232,864,1694,521,40,3123,453,174,257,42,920,15863,14431,7185,689,38163
CED135,723,208,240,25,1196,165,31,52,6,251,113,71,112,12,310,106,84,179,4,376,514,181,306,27,1018,297,276,472,23,1066,1404,554,507,50,2514,839,795,665,93,2388,1020,1281,707,127,3130,1294,1643,663,150,3743,926,1525,569,100,3120,984,1649,463,112,3204,2329,4079,803,214,7421,1523,2876,449,123,4968,1192,2810,265,53,4324,754,1882,120,39,2790,1554,5085,295,65,6993,563,1264,346,52,2228,230,257,119,24,630,16517,26562,7319,1292,51692
CED136,338,44,101,5,496,139,8,46,4,202,96,17,100,9,219,85,25,221,9,338,507,62,403,12,977,378,75,713,13,1182,2695,213,881,48,3836,1725,331,1149,89,3285,1753,690,1204,108,3757,1990,1089,924,84,4093,1062,1208,660,48,2975,1188,1324,520,44,3067,2584,3225,808,73,6690,1535,2770,326,20,4655,1128,2204,176,23,3531,566,1403,70,7,2043,1068,2834,159,19,4073,784,1737,572,39,3135,327,135,131,24,618,19950,19387,9180,665,49177
CED137,752,131,285,43,1206,181,29,65,4,281,118,48,101,12,280,137,55,152,10,347,425,116,183,25,751,347,174,318,35,874,1402,301,348,42,2096,955,466,465,82,1970,1313,824,568,103,2804,1625,1066,574,192,3452,1043,972,482,119,2614,1226,1096,399,105,2821,3034,2541,790,210,6576,2174,2114,410,146,4844,1823,2108,331,79,4343,1289,1570,143,44,3046,3842,8197,576,95,12714,732,1151,369,49,2295,195,156,90,19,459,22609,23107,6643,1415,53773
CED138,309,47,101,4,464,176,13,53,5,238,114,37,70,9,224,98,23,147,3,276,535,55,323,10,923,364,96,568,15,1046,2518,215,708,42,3489,1705,361,947,85,3095,1861,618,1018,90,3584,2066,1044,831,78,4014,1082,990,584,32,2700,1253,1059,464,37,2812,2318,2505,602,54,5485,1316,2088,250,24,3678,908,1723,130,14,2780,486,1039,38,3,1562,1314,2560,164,19,4055,809,1399,631,25,2863,344,157,148,11,662,19585,16028,7776,564,43955
CED139,298,47,96,11,457,148,23,32,5,212,100,26,102,4,235,72,20,183,3,280,516,80,383,23,1001,346,87,637,21,1087,2312,245,671,31,3262,1334,326,896,96,2651,1544,659,875,89,3167,1782,1023,652,80,3541,948,961,459,37,2397,1160,1144,389,44,2738,2195,2542,522,53,5308,1445,2103,198,24,3768,965,1708,122,17,2818,462,1063,47,6,1574,1029,2254,106,16,3410,882,1667,465,25,3043,408,149,163,28,747,17946,16132,7013,604,41697
CED140,326,48,90,9,473,148,11,31,0,192,92,6,68,5,171,82,10,136,4,236,394,52,249,16,710,297,66,465,10,832,1900,179,588,29,2698,1339,254,733,66,2390,1498,451,825,76,2860,1710,774,742,66,3298,914,818,545,31,2307,1064,887,517,33,2497,1999,2335,794,54,5176,1360,2135,321,33,3850,1005,2108,221,16,3349,583,1426,81,7,2095,1696,4074,215,11,5997,548,1109,477,21,2158,245,107,84,15,452,17188,16859,7179,498,41726
CED141,316,42,86,6,446,128,11,28,3,173,94,15,89,4,203,77,15,162,11,263,461,29,303,15,803,305,67,515,14,898,2393,154,642,27,3217,1490,231,892,85,2699,1571,448,970,61,3058,1736,759,841,84,3421,969,796,602,46,2410,951,925,472,42,2392,2025,2469,773,63,5325,1397,2336,372,37,4152,1020,2211,203,16,3444,547,1519,82,8,2158,1129,3636,143,11,4928,567,1269,499,26,2359,271,94,114,8,488,17466,17022,7789,562,42835
CED142,524,70,177,68,840,122,11,35,17,186,90,23,77,16,198,77,25,115,13,221,260,45,189,30,524,213,66,220,38,543,705,132,280,48,1173,651,148,374,94,1272,883,296,333,115,1625,1266,374,335,138,2111,1005,344,299,94,1739,1214,394,268,92,1964,3408,909,546,179,5037,3012,709,184,124,4033,2704,950,194,81,3932,2224,709,64,61,3056,9366,4948,472,136,14924,967,468,269,30,1739,205,60,61,20,343,28894,10685,4488,1385,45455
CED143,234,62,107,4,411,76,13,18,0,114,50,12,32,0,99,50,16,41,7,112,168,18,92,9,287,147,33,152,12,342,527,71,175,4,781,471,109,267,31,884,678,206,318,23,1230,855,304,363,51,1566,626,336,348,34,1349,734,416,300,36,1481,1814,1139,664,73,3688,1582,1227,274,59,3138,1416,1397,263,25,3100,1112,1129,103,20,2362,5222,11571,754,42,17589,469,1230,375,14,2085,134,122,47,10,311,16361,19426,4691,476,40946
CED144,630,298,293,28,1238,126,56,48,3,236,126,92,118,14,351,106,121,233,9,467,485,272,367,21,1141,332,481,439,35,1289,1767,830,598,59,3258,938,1078,736,109,2866,997,1577,814,107,3505,1090,1933,757,151,3929,683,1475,576,75,2807,687,1491,481,75,2738,1445,2950,834,134,5365,899,2153,393,79,3526,661,1726,270,46,2701,415,1256,138,35,1841,828,3671,283,42,4818,426,1303,448,31,2209,257,279,137,29,705,12902,23031,7959,1087,44984
CED145,217,61,118,14,406,63,9,23,3,103,48,12,29,3,103,28,14,44,3,88,146,14,71,4,238,96,26,119,18,257,399,53,154,8,612,338,75,191,26,636,466,138,314,45,965,681,185,258,44,1174,455,230,253,33,969,711,256,259,40,1269,1550,773,554,72,2945,1406,759,187,64,2413,1409,899,260,48,2619,1188,753,81,21,2046,6635,9241,813,77,16766,559,1055,368,13,2002,217,129,52,8,406,16623,14688,4152,544,36001
