CED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED131,771,1021,1794,9188,10964,20153,0,0,0,1067,1179,2245,31,27,56,14577,16730,31307,42,41,77,1342,1396,2737,124,168,292,92,99,197,96,111,205,47,39,91,496,535,1035,688,817,1501,1336,1500,2840,191,220,411,201,239,439,1956,2681,4642,1982,2341,4327,65,79,144,33520,39178,72700,1000,835,1845,1602,1198,2802,79,75,156,23,15,38,180,137,316,206,302,514,408,457,869,38469,36301,74769,424,351,772,119,234,353,39012,36884,75893,5271,4833,10106,81680,84482,166162
CED132,1990,3257,5246,7880,9238,17116,26,34,66,571,705,1275,5,0,10,17624,20371,37992,39,51,87,1425,1601,3025,57,71,129,31,29,60,156,210,363,378,444,821,294,316,610,368,529,900,1246,1476,2720,21,30,55,51,63,117,1077,1537,2613,1250,1673,2925,36,57,89,32535,38441,70980,2632,2556,5184,1007,986,1987,759,813,1569,4,3,5,176,177,354,322,385,706,495,566,1067,35672,34525,70197,396,346,744,131,208,336,36200,35078,71280,4761,5137,9899,80375,86835,167209
CED133,589,904,1496,12281,14122,26399,0,4,4,885,1004,1895,4,9,18,13940,15875,29815,32,32,59,121,139,261,447,510,954,84,103,187,137,169,306,14,16,30,211,237,452,668,894,1560,3051,3405,6456,183,221,401,329,400,730,2447,3030,5479,1781,2079,3865,150,148,299,36773,42404,79180,222,223,450,230,191,422,64,58,119,26,35,61,836,805,1640,313,522,840,1180,1360,2536,35186,32281,67464,291,253,540,155,242,399,35632,32780,68413,8717,7449,16165,83408,85376,168784
CED134,324,420,743,14220,15777,29995,0,0,3,725,788,1514,97,101,199,17308,19211,36512,37,42,84,176,176,347,122,175,295,49,65,116,243,278,519,34,27,64,189,186,372,476,581,1058,2453,2569,5022,185,243,422,216,253,472,2604,3157,5757,1382,1561,2942,28,22,54,40549,45205,85752,851,759,1610,408,335,747,18,12,36,45,43,95,202,157,359,89,159,250,340,365,702,23918,21159,45076,132,98,229,56,77,137,24103,21336,45439,10153,9797,19945,76753,78220,154967
CED135,2948,3961,6904,4209,4840,9048,47,62,109,1229,1323,2550,88,115,206,18612,20138,38753,84,99,185,1855,1926,3786,142,216,358,202,206,401,71,64,134,523,541,1064,487,508,988,714,905,1617,1751,1920,3671,58,68,119,171,227,397,1206,1341,2543,2422,2710,5135,63,83,152,33921,37293,71213,21933,18472,40401,11331,10060,21391,65,47,116,11,13,26,1733,1375,3111,776,834,1612,2523,2223,4747,22180,19567,41741,223,178,396,86,138,221,22492,19876,42363,8553,7598,16143,103754,99517,203278
CED136,422,677,1103,15170,17810,32976,0,0,0,1284,1444,2725,92,89,183,17007,19409,36416,70,92,160,359,369,729,179,268,446,127,164,293,122,174,295,27,26,56,387,484,866,744,925,1671,1869,2222,4090,230,316,537,178,211,381,2637,3514,6156,1666,1935,3594,43,33,73,42197,49467,91659,509,429,941,428,344,777,33,44,77,18,19,37,206,173,380,154,331,486,375,523,898,36241,32965,69210,246,207,452,99,156,253,36587,33331,69916,5376,4831,10203,85927,89647,175578
CED137,4530,6273,10807,4365,4907,9269,37,47,89,889,1011,1896,12,14,26,23760,26161,49925,24,34,53,3062,3373,6436,142,193,335,68,61,125,101,125,220,499,509,1003,360,414,775,464,624,1089,2337,2806,5147,44,59,101,115,110,228,1139,1417,2552,1900,2308,4214,52,56,111,39370,44220,83594,10225,7949,18175,3949,3508,7452,124,127,252,8,0,8,298,268,569,333,364,694,637,631,1267,33408,32467,65879,262,255,519,114,160,277,33786,32882,66669,7426,6176,13600,100054,101763,201820
CED138,814,1294,2112,9921,11903,21828,0,0,0,526,647,1178,0,0,0,13677,16057,29734,45,77,122,241,289,532,474,570,1038,57,77,132,169,238,404,25,20,46,182,244,426,625,851,1484,1904,2226,4131,62,105,169,398,498,900,1681,2281,3954,1370,1736,3109,56,70,130,31424,37892,69317,505,493,996,115,109,222,314,311,627,33,29,58,226,214,433,270,438,701,526,677,1204,38203,37430,75635,257,220,475,293,525,822,38748,38181,76932,7998,8034,16028,80437,86993,167436
CED139,360,417,774,14193,16204,30398,3,5,3,950,1048,1994,262,259,520,21039,23093,44130,49,42,91,202,203,405,193,257,445,88,88,181,580,734,1316,120,126,248,325,258,587,546,692,1236,2748,3062,5808,153,191,342,149,155,307,2996,3589,6586,1446,1659,3111,35,31,64,46072,51689,97762,548,465,1011,681,617,1298,14,25,35,18,25,50,171,130,297,525,640,1171,715,800,1515,23811,21388,45200,145,114,259,68,89,159,24024,21593,45617,7362,5969,13338,79774,81571,161349
CED140,703,1092,1789,10625,13277,23898,0,3,3,1059,1269,2329,37,50,88,14720,16986,31709,73,103,177,559,601,1162,235,342,580,121,143,265,154,194,345,89,82,173,772,834,1613,635,819,1453,1439,1687,3127,90,142,229,282,318,602,1678,2228,3904,1702,2045,3745,58,79,140,34341,41209,75551,635,554,1189,384,341,724,138,155,299,33,15,49,142,120,267,152,240,392,327,374,702,31875,29427,61300,284,243,524,128,234,360,32291,29904,62188,4780,4751,9530,73596,78375,151973
CED141,440,650,1095,11438,13993,25434,3,0,3,1270,1455,2717,27,21,51,13760,15937,29694,29,37,67,603,608,1206,224,308,533,145,161,307,117,169,293,17,22,38,342,374,712,957,1066,2027,1566,1919,3478,167,266,428,215,259,472,2350,3385,5736,1526,1778,3306,82,89,176,34830,41847,76677,339,302,635,246,224,469,42,50,90,22,17,42,82,62,143,157,247,404,257,330,587,33473,30102,63579,231,167,397,106,169,278,33814,30434,64250,4171,3942,8112,74146,77775,151922
CED142,5842,7831,13671,4833,4710,9545,14,11,25,566,583,1149,0,0,3,15278,15148,30423,13,12,33,2028,2143,4166,54,80,137,54,43,97,161,175,335,99,100,198,319,318,640,439,608,1042,893,882,1781,35,30,59,107,116,223,800,806,1607,1732,2066,3799,64,47,111,27492,27885,55375,2065,1591,3655,2006,1406,3409,1024,935,1956,26,25,54,129,125,250,418,422,840,574,570,1143,56828,48211,105037,824,603,1426,265,330,593,57915,49134,107051,9993,7956,17948,106905,97307,204215
CED143,837,1294,2133,9762,11354,21123,14,22,35,459,529,990,0,4,4,15877,18464,34337,24,20,44,1131,1344,2465,145,157,306,75,96,166,187,242,424,195,197,390,254,274,526,314,415,729,1106,1294,2403,17,29,48,33,61,95,1071,1441,2509,1027,1333,2361,35,44,80,31721,37317,69035,696,602,1291,421,393,815,365,430,799,0,0,3,106,108,216,197,267,465,309,378,686,33965,33406,67371,291,240,538,142,244,381,34398,33894,68286,3925,3841,7768,72669,78145,150819
CED144,4073,5037,9112,2314,2795,5109,10,13,21,716,748,1469,5,0,7,19396,21032,40420,52,52,99,6845,7106,13954,200,271,470,96,84,182,53,67,117,517,533,1048,317,358,679,507,600,1100,1092,1345,2434,53,72,130,100,136,230,754,900,1650,1907,2105,4010,35,34,69,34947,38254,73205,3455,2971,6428,24728,21157,45885,55,60,118,4,4,6,188,159,346,253,279,529,448,438,884,17259,15223,32485,182,114,293,84,112,198,17526,15450,32972,7582,6975,14557,92809,90349,183154
CED145,694,1183,1883,6095,7320,13409,7,9,11,148,201,349,0,0,0,12747,14998,27744,5,6,17,1902,2340,4243,56,74,128,21,15,37,127,160,293,48,63,110,165,153,321,147,186,334,718,726,1444,8,12,20,23,39,65,472,587,1057,629,808,1442,24,33,57,23343,27732,51077,383,388,771,382,340,722,9455,10236,19691,3,4,4,32,37,76,157,192,351,196,234,428,29678,29682,59359,341,272,611,133,295,428,30150,30250,60395,5410,5731,11139,70021,76081,146102
CED146,6753,7912,14662,4160,4906,9067,1347,1501,2851,1127,1256,2383,21,19,31,25095,26547,51644,30,47,75,4524,4581,9101,492,588,1076,557,594,1155,65,69,136,992,962,1947,443,484,934,1220,1347,2565,663,808,1468,43,48,90,281,321,597,608,683,1290,3809,3919,7729,80,83,165,45561,48755,94318,6349,6341,12690,16045,15766,31811,16,20,39,0,3,3,485,420,909,2206,2164,4370,2691,2581,5280,14097,12083,26183,125,91,227,68,88,153,14293,12268,26563,6936,6875,13814,98652,100525,199172
CED147,466,832,1298,12498,15408,27905,5,5,5,625,718,1344,102,91,189,18596,20952,39547,71,91,163,2587,2526,5112,379,454,832,104,129,232,259,321,580,94,84,172,197,240,439,646,717,1369,1382,1738,3122,122,186,311,83,128,214,1817,2482,4296,2193,2472,4664,42,68,102,41802,48788,90593,574,540,1119,1374,1365,2737,92,82,170,20,16,33,95,97,190,184,303,485,297,412,708,31847,29136,60983,242,215,454,95,153,250,32184,29505,61688,5256,4983,10233,82035,86507,168545
CED194,61,71,134,488,411,898,0,0,0,51,41,92,0,0,0,658,555,1214,3,4,7,52,49,96,11,21,30,4,7,15,15,13,28,4,6,9,11,4,18,39,38,70,67,67,138,6,18,26,11,16,30,89,88,175,107,116,222,3,0,5,1626,1443,3064,41,24,64,98,68,163,10,8,16,3,5,9,3,4,6,25,34,65,36,40,79,2014,1648,3662,23,19,40,13,22,31,2051,1685,3736,2454,1655,4113,6375,4997,11371
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,3147,3735,6881,4717,5968,10681,12,9,25,1707,1957,3665,91,92,187,13963,15989,29948,253,298,551,1927,1931,3853,131,188,321,243,290,526,263,341,606,355,332,687,385,452,832,1344,1564,2907,1239,1512,2748,131,179,309,212,213,426,1553,2090,3638,2581,3060,5636,146,177,326,31235,36636,67871,2852,2805,5662,1249,1213,2457,58,90,149,0,5,8,483,493,979,396,507,898,887,1004,1888,34119,31277,65397,213,196,411,131,235,364,34468,31703,66169,4041,3976,8025,77940,81164,159103
CED202,506,664,1167,5499,6880,12381,0,0,0,558,638,1196,121,119,242,14685,16987,31669,391,517,906,362,332,690,163,208,372,60,81,141,292,351,641,39,36,78,149,186,332,449,510,956,1308,1580,2884,117,170,290,112,142,255,2895,3994,6889,1319,1505,2827,23,45,73,28533,34290,62821,770,623,1393,461,374,834,45,42,89,13,9,21,340,318,660,231,376,609,588,704,1294,37479,35724,73203,254,220,476,109,202,310,37838,36147,73988,5429,5225,10650,74181,78063,152243
CED203,775,971,1746,6345,8030,14371,0,0,4,1400,1640,3041,210,199,406,12590,14372,26969,106,133,238,298,249,549,136,159,297,85,101,183,195,248,444,63,54,116,130,164,300,629,769,1398,1083,1273,2357,88,139,224,157,160,318,3026,4088,7118,1382,1694,3076,28,28,58,27955,33495,61451,477,421,901,424,381,810,46,69,116,16,10,23,237,194,432,191,329,520,440,533,971,37505,36344,73849,276,223,498,96,181,279,37871,36752,74620,6278,5664,11943,74267,78286,152555
CED204,4443,4993,9435,3461,4279,7744,16,11,22,1225,1405,2632,31,32,70,17652,19071,36719,99,144,246,4341,4460,8798,229,311,546,267,281,544,145,181,325,631,646,1279,375,405,783,1346,1474,2826,968,1145,2115,85,121,207,297,360,657,1060,1436,2498,3160,3337,6499,55,54,116,35450,39169,74617,4511,3898,8411,13219,11564,24781,90,81,169,7,5,13,1722,1527,3254,457,495,952,2182,2029,4217,23647,21060,44703,179,113,289,92,132,227,23914,21310,45222,6529,5764,12296,90343,88799,179139
CED205,2461,2758,5211,1886,2411,4294,1366,1399,2762,385,398,775,4,0,4,24363,25774,50135,47,57,109,2851,2885,5733,243,255,493,355,406,762,50,81,129,677,711,1392,292,342,635,580,651,1227,477,536,1012,80,86,163,121,126,244,624,776,1401,2783,2886,5670,29,39,69,37202,39807,77008,5797,5240,11037,22675,22265,44950,14,23,42,4,0,7,5657,4912,10564,254,271,523,5911,5186,11098,13860,12255,26119,124,89,209,71,86,155,14055,12424,26481,6632,6021,12654,94756,93729,188482
CED206,617,956,1575,5350,6894,12244,0,0,0,1862,1991,3858,118,120,238,11208,12724,23930,362,436,802,604,608,1215,215,248,465,130,134,265,281,360,646,29,46,78,280,323,600,684,815,1503,1094,1287,2380,120,138,258,440,495,939,1622,2277,3890,2736,3083,5814,154,182,337,27302,32161,59461,400,389,792,222,192,418,103,111,214,8,6,16,135,134,274,276,440,714,412,581,998,43550,40392,83944,341,236,575,138,270,409,44026,40898,84926,4818,4243,9059,77906,79535,157444
CED207,6530,7275,13805,3936,5081,9013,10,18,27,1770,2199,3977,9,8,13,13324,15221,28553,188,243,427,4361,4804,9169,85,128,213,81,110,194,236,273,511,366,413,781,450,500,945,705,847,1549,1080,1376,2453,103,187,294,106,121,233,1970,2825,4798,2275,2830,5109,62,79,141,31129,37270,68402,6228,5588,11813,2258,1876,4138,232,244,470,0,0,0,673,625,1297,459,520,970,1132,1143,2271,36879,34883,71764,286,197,480,99,143,244,37263,35228,72495,5329,4934,10266,90099,93552,183655
CED208,1698,2347,4052,1933,2426,4361,20,34,55,314,387,701,3,6,5,15442,17695,33135,48,67,116,6693,7190,13891,139,221,363,31,32,63,102,126,225,111,134,240,125,167,287,228,272,503,420,518,936,54,80,130,34,41,81,565,846,1412,1324,1591,2914,32,30,64,27615,31867,59479,2223,1628,3853,3364,3055,6425,163,225,390,11,10,16,360,280,642,269,323,594,639,612,1253,34884,35433,70315,455,416,865,144,254,396,35483,36098,71584,4806,4450,9255,75990,80287,156279
CED209,495,692,1183,5982,7616,13605,0,0,0,1172,1373,2545,5,7,6,14774,17067,31844,74,101,181,671,644,1314,208,249,454,32,48,82,383,508,891,26,33,65,147,163,307,445,514,951,1341,1616,2962,133,154,284,61,65,124,2665,3784,6446,1514,1835,3350,34,52,89,29676,35828,65506,808,565,1373,468,372,837,54,47,101,3,0,4,366,310,671,141,202,344,507,514,1020,36996,35468,72470,259,192,452,78,216,294,37333,35875,73212,4746,4777,9522,74092,78661,152752
CED210,758,1072,1833,5090,6481,11566,3,0,3,1258,1504,2756,83,82,168,17269,19747,37015,85,119,199,1508,1582,3093,163,243,410,96,105,200,421,557,976,47,43,90,175,199,372,375,494,860,1331,1686,3018,93,143,237,81,96,174,2059,3028,5091,1839,2242,4086,59,62,127,32037,38409,70451,1391,931,2317,1860,1410,3268,61,54,116,4,5,13,664,544,1210,216,309,528,885,864,1750,34199,33150,67350,273,193,463,88,184,282,34564,33528,68097,6426,4993,11419,77971,81268,159242
CED211,2177,2911,5091,5085,6721,11804,0,0,0,2985,3405,6393,16,12,27,13347,15484,28833,387,491,880,1556,1737,3297,125,174,299,155,163,318,501,616,1112,138,138,277,325,396,719,972,1132,2110,1236,1410,2651,181,263,444,269,334,606,1951,2865,4821,2760,3260,6022,159,234,391,32152,38855,71009,2074,2007,4080,1011,934,1946,80,106,184,0,9,5,449,457,903,376,475,852,825,931,1762,37847,35833,73676,290,249,536,100,197,296,38239,36275,74514,4260,4263,8525,80822,86289,167110
CED212,695,1130,1829,6637,8286,14928,0,0,0,690,819,1510,0,3,8,12917,14963,27883,83,129,214,1580,1600,3179,210,269,478,238,263,502,196,217,410,100,97,197,196,272,469,542,681,1223,1174,1405,2578,65,89,150,113,125,237,1376,1986,3360,1769,2181,3952,67,55,123,27961,33447,61405,784,755,1534,621,580,1206,192,202,388,4,3,9,158,139,297,273,361,628,427,499,937,40554,38521,79074,289,263,548,147,286,431,40990,39061,80054,5477,5189,10670,77143,80871,158012
CED213,354,631,979,8041,10565,18605,6,6,11,821,1024,1845,4,0,4,12817,14735,27547,112,144,252,1184,1105,2298,248,305,552,131,136,268,175,234,404,39,24,66,155,198,360,289,383,674,1304,1628,2931,81,118,196,29,43,72,1783,2613,4397,1075,1378,2449,35,57,95,28320,34700,63020,144,132,282,143,138,277,155,140,299,5,0,6,43,36,83,126,231,356,176,272,447,37444,35465,72909,229,225,454,119,277,393,37794,35969,73760,5555,5731,11291,72638,77714,150355
CED214,9275,11687,20964,1769,2005,3764,0,4,9,1138,1052,2186,0,0,0,19150,20878,40030,59,72,132,3660,3900,7563,192,242,438,153,177,329,112,174,293,422,439,860,428,456,888,532,635,1168,468,557,1027,38,36,74,117,117,228,574,723,1295,2431,2614,5046,37,41,81,31291,34112,65403,3882,2393,6279,5779,4292,10071,85,77,156,4,3,4,1113,891,2007,223,274,502,1344,1173,2516,29291,27007,56299,317,227,540,107,163,271,29720,27387,57110,7428,6466,13892,88791,87592,176388
CED215,2258,2993,5256,3465,4454,7915,3,3,5,875,983,1856,7,5,6,18828,21276,40102,103,110,214,3899,4043,7940,181,217,401,174,202,371,231,298,528,320,333,654,450,489,941,813,914,1729,825,1010,1836,46,70,114,91,99,189,966,1340,2307,2744,3058,5802,48,48,94,34067,38941,73005,9710,8785,18493,6821,6407,13225,85,93,173,3,5,6,3151,2505,5659,313,385,700,3470,2887,6359,31142,28952,60095,291,185,481,121,142,266,31554,29283,60839,7106,5526,12634,95075,94911,189984
CED216,442,641,1086,8478,10265,18740,0,0,0,762,862,1632,111,110,221,12199,14128,26332,34,60,92,417,424,840,257,348,602,113,107,218,165,236,402,25,22,46,168,183,354,506,612,1114,1566,1705,3273,102,142,246,130,145,276,2248,3049,5301,1392,1629,3021,44,50,96,28718,34089,62805,328,305,631,417,359,771,33,38,74,8,3,16,154,153,312,185,311,499,351,466,818,37738,34964,72702,227,185,412,104,144,251,38069,35297,73368,7939,6865,14809,76298,78058,154357
CED217,933,1400,2336,6469,8192,14655,3,0,3,361,478,837,4,0,5,13823,16552,30374,43,54,97,3240,3652,6893,77,110,185,26,46,67,202,290,491,136,129,266,154,191,343,198,252,441,827,994,1814,15,41,53,32,32,61,1507,2061,3570,880,1158,2042,44,46,89,28030,34265,62291,1572,1334,2901,495,517,1011,5253,5735,10988,0,0,0,153,117,269,170,208,380,322,326,652,33306,32356,65666,285,217,504,97,182,280,33691,32759,66449,3965,4142,8102,74264,80469,154736
CED218,4876,5935,10815,2168,2607,4778,36,43,82,1161,1129,2292,0,0,0,27388,29134,56521,86,86,172,5699,5830,11527,292,357,641,244,236,483,107,142,240,1252,1319,2571,462,526,990,1150,1263,2409,470,526,993,52,64,116,208,232,438,626,860,1489,3807,4215,8017,36,34,69,45242,48602,93846,4340,3936,8274,6500,6245,12743,18,16,35,0,0,0,3494,3055,6547,189,209,402,3684,3261,6948,17208,15491,32698,109,84,193,70,107,173,17386,15674,33062,7155,5218,12377,89201,88900,178100
CED219,853,1198,2051,4962,6370,11328,24,24,47,991,1105,2102,191,173,363,20332,22171,42506,61,71,136,1815,1773,3587,308,373,683,367,362,726,223,307,526,338,334,674,350,372,712,733,887,1614,836,1066,1901,76,130,207,140,208,350,1457,2071,3525,2444,2787,5230,44,51,95,35685,40627,76322,2151,1986,4142,2709,2755,5457,53,49,96,0,0,3,2838,2605,5439,187,285,477,3029,2889,5919,30738,28618,59354,216,171,390,104,148,251,31059,28935,59995,5869,5543,11413,81404,83986,165389
CED220,1509,2184,3693,5747,7212,12961,3,4,10,463,565,1028,3,0,4,12849,15137,27981,43,50,92,3732,4251,7979,103,117,225,28,28,55,164,209,368,125,139,261,209,223,430,247,349,599,807,871,1678,22,30,54,36,50,86,1253,1724,2974,898,1289,2185,38,37,73,26770,32288,59054,2850,2453,5300,893,877,1767,3074,3371,6448,3,0,0,171,143,314,234,239,473,405,386,791,33922,33733,67650,387,343,737,118,183,302,34424,34257,68687,4566,4750,9317,74497,80562,155062
CED221,4296,4630,8931,3965,4877,8844,7,8,20,840,1023,1860,24,26,53,16808,18099,34904,84,110,191,1627,1680,3302,209,305,516,565,589,1156,126,135,258,371,437,814,484,518,1003,1589,1756,3346,1016,1163,2177,64,82,150,309,359,668,981,1317,2300,3039,3416,6455,64,76,139,32179,35975,68159,6762,6451,13214,10322,9732,20055,62,75,134,9,13,22,5345,4749,10089,315,381,695,5667,5138,10805,27935,25894,53830,163,136,296,94,127,219,28190,26153,54345,6057,5554,11613,93534,93721,187255
CED222,11147,12989,24140,2589,3245,5834,8,10,19,774,887,1661,6,10,22,18092,19835,37927,124,123,250,7627,8277,15901,226,302,525,105,114,218,121,154,274,278,306,582,354,392,747,617,720,1338,796,908,1699,20,52,76,187,217,406,1061,1342,2400,1945,2326,4278,49,66,118,34979,39290,74269,6612,4845,11461,5675,4748,10424,1781,1853,3627,0,0,0,2177,1762,3947,396,418,813,2576,2183,4760,29180,25432,54609,238,180,419,107,140,247,29528,25749,55277,6129,5506,11638,98421,97169,195590
CED223,460,607,1071,8482,10198,18676,0,0,0,870,968,1837,61,51,109,14350,16139,30486,70,93,163,305,276,579,296,362,663,71,86,159,493,581,1079,22,12,35,238,281,521,484,587,1074,1634,1814,3458,111,174,280,163,190,352,2737,3717,6454,1562,1815,3379,35,45,83,31993,37394,69388,477,439,922,226,180,408,46,51,90,13,11,22,175,163,336,164,278,438,350,444,800,36196,33772,69965,222,186,413,112,162,277,36539,34119,70656,6915,6369,13285,77010,79610,156620
CED224,2590,3333,5920,4877,6466,11347,3,3,5,588,659,1245,8,3,9,17054,19447,36511,77,133,210,3560,3881,7444,178,222,401,96,100,202,163,213,373,139,160,300,207,258,464,569,663,1225,897,1166,2067,31,64,100,55,93,151,1249,1841,3095,1370,1687,3059,48,49,95,31182,37116,68293,1938,1806,3745,3920,3536,7459,692,759,1453,3,0,4,464,411,870,243,298,547,711,711,1425,32234,31051,63286,226,153,377,109,189,304,32564,31397,63965,4234,4039,8280,77828,82689,160526
CED225,1127,1632,2761,4698,6142,10843,11,5,17,820,987,1813,136,154,282,17931,20654,38583,67,84,151,3234,3408,6645,75,103,177,61,67,125,233,300,534,185,178,366,186,242,421,418,480,894,983,1154,2134,90,119,206,28,54,78,1426,2115,3542,1534,1878,3415,27,46,73,32128,38163,70295,1363,1167,2531,1709,1633,3341,105,130,231,6,5,6,172,159,334,228,355,582,410,512,920,36172,34123,70293,319,264,581,130,199,327,36631,34583,71207,3952,3628,7575,77412,81452,158869
CED226,2331,3289,5618,5754,7098,12850,9,0,7,1156,1416,2566,0,3,4,14886,17132,32020,67,114,179,3363,3788,7148,50,62,112,39,48,82,219,290,512,145,164,314,231,318,555,431,540,968,1033,1199,2237,67,79,141,37,62,105,1812,2620,4430,1368,1794,3166,41,40,81,30705,36776,67483,2172,2022,4189,986,910,1893,585,630,1220,0,0,0,216,203,418,260,309,571,474,512,988,36413,36736,73150,340,284,626,89,196,291,36845,37219,74062,3947,3953,7904,78044,85306,163354
CED227,3024,3313,6333,5222,6599,11825,0,0,0,1370,1552,2928,87,83,166,14990,16689,31684,132,152,282,950,952,1904,156,193,350,239,266,499,138,191,328,407,398,804,270,315,582,1178,1352,2534,1028,1272,2303,66,95,168,294,317,611,1365,1895,3257,2517,2936,5451,60,64,128,30481,35320,65799,4112,3910,8024,2981,2905,5891,59,64,123,9,5,14,3253,2895,6146,240,319,554,3497,3215,6713,33661,31960,65617,227,176,402,87,157,245,33981,32285,66270,5224,5100,10323,83354,86111,169469
CED228,2311,2742,5051,4079,4743,8824,0,3,3,2125,2176,4299,93,92,184,18135,19969,38103,117,120,233,1828,1833,3655,263,338,599,394,455,850,280,306,583,485,499,980,703,791,1497,1208,1407,2614,786,1032,1816,79,119,192,185,219,403,1203,1442,2647,3244,3646,6888,73,74,146,35279,39248,74527,13659,12527,26188,10421,10057,20479,35,28,63,5,0,4,6986,5788,12770,404,511,910,7393,6293,13684,24169,22206,46374,204,133,335,76,127,205,24453,22466,46912,7451,6977,14424,100992,100333,201323
CED229,1518,2135,3651,3903,4470,8372,0,5,3,392,451,845,0,0,3,11713,13827,25537,37,39,69,2706,2965,5672,86,113,200,37,31,71,166,213,380,117,110,230,181,213,396,319,398,718,611,678,1284,9,17,24,31,53,81,804,1073,1879,1134,1504,2637,40,43,77,22277,26208,48488,2745,2244,4988,1312,1184,2490,8001,8683,16686,0,9,11,180,132,309,290,326,612,467,462,932,38262,37716,75976,476,367,846,168,322,486,38910,38402,77312,6872,6658,13533,82107,85969,168080
CED230,1140,1171,2308,7576,9064,16638,0,0,0,777,812,1590,176,168,354,13977,15493,29472,388,517,902,445,432,877,150,228,372,110,115,227,1654,1857,3507,29,14,45,262,250,514,716,803,1517,1537,1680,3220,175,251,431,274,295,567,5780,7094,12867,1607,1772,3382,62,77,131,35698,40920,76613,498,396,901,1155,887,2038,20,25,47,12,16,29,377,325,705,180,249,429,568,588,1157,35846,32488,68334,158,128,288,85,142,224,36093,32754,68850,8155,7563,15719,83340,84301,167639
CED231,1669,2348,4014,2961,3940,6900,116,102,217,494,563,1060,0,0,0,25568,28524,54092,45,57,105,4252,4522,8770,141,170,312,60,72,133,123,201,322,362,423,783,147,191,338,382,452,834,601,728,1331,38,49,80,37,36,69,1067,1502,2566,1359,1667,3024,38,25,59,37765,43225,80991,1830,1490,3317,2883,2777,5660,79,79,162,3,7,8,219,199,421,176,212,381,396,409,812,25726,24097,49827,254,203,461,83,138,224,26066,24441,50506,4058,3889,7943,74746,78659,153408
