CED_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
CED146,..,8157,8157,11840,688,12527,10479,98,10576,12771,43,12811,7036,21,7050,5527,5,5527,47644,9006,56648
CED147,..,14698,14698,20802,1090,21897,9508,169,9678,9622,82,9700,4143,17,4166,1995,4,1995,46080,16067,62141
CED194,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,..,12185,12185,17260,1095,18354,10445,195,10638,10827,74,10892,3810,30,3839,1507,10,1514,43837,13585,57422
CED202,..,17221,17221,19220,1522,20747,7924,351,8276,7766,125,7884,3443,34,3480,1402,29,1429,39753,19282,59035
CED203,..,17219,17219,19595,1460,21058,8098,305,8403,7592,87,7676,3201,23,3227,1464,21,1488,39945,19116,59059
CED204,..,11246,11246,15765,1258,17020,10576,439,11020,10775,215,10995,4807,98,4902,3208,42,3252,45135,13298,58429
CED205,..,8211,8211,12218,846,13061,10541,248,10791,12039,149,12181,6209,62,6275,4825,30,4857,45831,9545,55380
CED206,..,11956,11956,18103,930,19031,9279,145,9421,10041,52,10090,3991,14,4007,1795,10,1802,43202,13107,56307
CED207,..,15021,15021,18990,1652,20640,11021,833,11854,11958,544,12496,3906,213,4124,1532,122,1653,47405,18386,65793
CED208,..,19079,19079,17762,2453,20217,8985,1165,10150,8665,524,9195,2573,153,2724,1034,74,1104,39029,23450,62474
CED209,..,12505,12505,19434,1025,20457,7976,366,8337,9042,238,9281,3728,57,3790,1139,36,1181,41320,14232,55553
CED210,..,18797,18797,18724,1664,20384,8933,550,9487,8321,224,8548,3305,77,3382,1361,38,1400,40643,21351,61989
CED211,..,15161,15161,18527,1186,19713,10181,259,10442,11043,116,11156,3921,56,3976,1451,16,1473,45126,16798,61926
CED212,..,15765,15765,17717,1360,19075,9640,215,9853,9445,40,9487,3702,18,3721,1387,9,1391,41888,17408,59295
CED213,..,16683,16683,21178,955,22134,7663,122,7790,7721,29,7753,3011,18,3030,1047,3,1051,40617,17815,58434
CED214,..,16866,16866,17222,2305,19522,10091,985,11074,9121,437,9561,3687,186,3867,2532,106,2641,42653,20884,63541
CED215,..,12669,12669,16662,1291,17952,12314,382,12697,13664,210,13876,4617,90,4706,2250,31,2286,49499,14677,64179
CED216,..,18594,18594,21762,1305,23067,7492,169,7661,6795,43,6837,3074,11,3087,1368,21,1384,40489,20142,60630
CED217,..,15066,15066,17700,1074,18777,8911,216,9127,10818,114,10929,3720,53,3777,758,17,775,41914,16533,58440
CED218,..,8470,8470,13393,741,14133,10604,180,10784,12734,88,12818,5461,34,5495,3135,11,3146,45327,9521,54844
CED219,..,11643,11643,15874,1067,16941,10033,152,10181,10178,39,10211,4533,10,4551,2536,6,2543,43154,12916,56076
CED220,..,24296,24296,19976,2935,22916,7638,933,8573,7788,302,8094,2595,82,2674,579,24,604,38580,28570,67153
CED221,..,8583,8583,13388,1008,14394,10935,253,11189,12679,110,12790,5757,25,5784,4148,18,4163,46911,9994,56904
CED222,..,14952,14952,17902,2058,19957,12105,976,13076,11502,585,12088,4518,236,4750,2750,165,2920,48778,18970,67744
CED223,..,18078,18078,22072,1209,23279,7582,181,7764,7194,44,7245,3286,15,3301,1296,10,1309,41432,19548,60982
CED224,..,15886,15886,17371,1094,18462,9752,251,9998,10779,101,10880,3611,41,3651,1442,17,1461,42955,17382,60340
CED225,..,13630,13630,18210,1038,19249,9495,331,9829,11021,145,11172,3653,51,3704,1106,24,1131,43490,15218,58707
CED226,..,16146,16146,18084,1665,19751,8991,574,9559,10603,256,10858,3920,84,4001,1122,37,1161,42712,18770,61481
CED227,..,9775,9775,15084,871,15956,9913,158,10069,11869,53,11925,4976,20,5000,2655,9,2661,44490,10891,55379
CED228,..,10786,10786,15094,1327,16424,12700,382,13080,13199,230,13434,5483,100,5587,3885,67,3951,50370,12893,63257
CED229,..,32352,32352,24336,4358,28693,7623,1133,8756,5695,285,5980,1824,69,1889,699,24,729,40180,38217,78399
CED230,..,20874,20874,22430,1510,23944,8062,265,8324,7041,119,7162,3575,48,3622,1703,51,1747,42810,22862,65670
CED231,..,17682,17682,17857,1663,19522,9043,566,9608,9229,193,9421,3198,52,3246,977,23,999,40298,20178,60475
CED232,..,8801,8801,15651,670,16322,9416,110,9526,11309,19,11327,4927,7,4936,1975,3,1982,43273,9622,52897
CED233,..,37735,37735,27225,8016,35243,7996,3069,11068,4855,1134,5991,1226,277,1505,446,86,534,41748,50321,92069
CED234,..,13207,13207,18968,1088,20060,10898,374,11273,11699,180,11881,4196,67,4263,1541,48,1590,47307,14968,62272
CED235,..,17196,17196,20582,1081,21666,7162,130,7288,6655,38,6695,3158,14,3173,1373,12,1388,38932,18475,57402
CED236,..,17352,17352,20564,1266,21830,7803,264,8064,7283,83,7369,3603,24,3632,1864,34,1895,41116,19025,60137
CED237,..,10858,10858,15212,1059,16266,10637,325,10958,11337,164,11502,4719,70,4789,2534,44,2578,44435,12526,56962
CED238,..,18676,18676,21511,1277,22788,7508,221,7734,6823,81,6903,3301,35,3331,1334,20,1355,40472,20303,60779
CED239,..,18302,18302,17817,2647,20458,8787,1425,10205,8424,700,9127,2762,202,2965,1278,67,1347,39060,23343,62402
CED294,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,..,15280,15280,20115,1758,21873,10795,266,11059,10234,65,10297,4753,28,4786,3066,0,3068,48963,17402,66361
CED302,..,12455,12455,17147,1480,18624,10184,428,10616,10861,129,10997,3984,36,4021,1721,20,1742,43899,14552,58455
CED303,..,12889,12889,19980,1196,21175,9508,164,9675,9516,40,9552,3708,4,3707,1748,5,1748,44457,14292,58756
CED304,..,27975,27975,23334,5240,28579,8809,1520,10327,7675,529,8203,2717,165,2884,742,54,795,43275,35489,78763
CED305,..,13870,13870,18217,1338,19552,7927,226,8159,8066,63,8125,3697,10,3703,1822,5,1827,39723,15508,55233
CED306,..,14994,14994,19456,1663,21110,8117,340,8463,7940,84,8026,3573,30,3601,1637,14,1646,40727,17120,57840
CED307,..,9962,9962,17546,1096,18641,9723,211,9937,10738,43,10781,4250,16,4264,1985,6,1992,44244,11330,55577
CED308,..,15014,15014,23260,2216,25472,11492,458,11948,10924,162,11091,4267,39,4303,2242,23,2261,52179,17914,70091
CED309,..,14937,14937,22377,1869,24248,9222,447,9674,9272,127,9398,3700,31,3728,1557,14,1576,46130,17427,63553
CED310,..,15097,15097,22702,1868,24565,9163,445,9606,9201,180,9382,3700,29,3729,1715,12,1725,46475,17623,64100
CED311,..,14557,14557,19010,1533,20543,7856,202,8056,7730,38,7769,3663,14,3677,2026,6,2035,40283,16348,56639
CED312,..,12959,12959,18883,1731,20605,11184,312,11498,10804,95,10897,5023,27,5050,3553,7,3555,49441,15124,64566
CED313,..,21359,21359,21487,4275,25767,9604,1344,10948,8870,463,9332,3014,142,3157,899,61,959,43874,27643,71519
CED314,..,16355,16355,19966,1484,21447,8202,295,8495,7660,71,7730,3684,18,3705,2182,13,2194,41689,18238,59929
CED315,..,16109,16109,18541,2011,20552,9074,477,9554,7919,146,8060,3389,38,3423,1993,14,2008,40916,18794,59711
CED316,..,17101,17101,23859,1786,25638,7691,232,7918,6344,68,6412,2912,15,2926,1765,13,1773,42570,19207,61775
CED317,..,16172,16172,20408,1558,21966,7937,248,8182,7242,67,7311,3623,27,3648,2607,11,2614,41816,18084,59892
CED318,..,17576,17576,19379,2239,21613,9034,401,9438,8002,119,8123,3298,34,3331,2366,16,2388,42080,20385,62465
CED319,..,18006,18006,19054,2279,21331,9854,555,10407,9193,156,9350,3230,40,3274,1266,19,1281,42592,21050,63639
CED320,..,14489,14489,22624,1731,24357,10083,252,10337,9458,68,9529,4495,40,4532,2874,34,2913,49534,16621,66152
CED321,..,16626,16626,19923,1354,21283,6898,223,7116,6151,49,6196,3328,17,3340,1899,17,1912,38194,18282,56476
CED322,..,14199,14199,18987,2232,21222,9719,612,10332,9613,198,9814,3366,38,3403,1402,21,1426,43097,17306,60399
CED323,..,21715,21715,23483,3792,27281,9841,991,10829,8112,351,8461,2786,90,2879,1229,62,1294,45456,26998,72459
CED324,..,13408,13408,16282,2243,18528,9752,1018,10770,9782,449,10227,3974,190,4160,2305,93,2403,42094,17402,59499
CED325,..,11432,11432,16595,1468,18062,11005,341,11345,11355,90,11444,4864,11,4872,3419,8,3434,47242,13356,60592
CED326,..,17181,17181,21543,1693,23234,11179,283,11464,10639,74,10711,4177,12,4185,2254,5,2261,49788,19251,69039
CED327,..,11353,11353,15947,1544,17490,10773,389,11158,10507,115,10629,5045,28,5073,4098,13,4109,46362,13444,59807
CED328,..,12408,12408,17237,2341,19574,9229,875,10102,10752,341,11098,3963,133,4099,1209,39,1248,42387,16151,58538
CED329,..,15700,15700,22494,1679,24172,7437,239,7671,6552,57,6608,2840,16,2859,1675,5,1680,40997,17694,58689
CED330,..,9833,9833,18718,1286,20003,9774,259,10026,10306,89,10398,5090,45,5136,3504,35,3541,47391,11545,58938
CED394,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED401,..,24861,24861,22353,3461,25813,10902,1465,12374,9967,508,10474,3377,135,3512,1544,109,1651,48145,30535,78685
CED402,..,20165,20165,24129,1297,25422,8301,186,8488,7810,56,7868,3594,26,3623,1561,17,1577,45395,21741,67134
CED403,..,21628,21628,22243,1842,24078,9895,702,10596,9996,221,10209,3344,74,3424,1085,39,1123,46554,24501,71061
CED404,..,21781,21781,23921,1460,25383,7881,165,8048,7043,43,7088,3446,8,3451,1735,11,1746,44022,23465,67491
CED405,..,21417,21417,21975,1790,23769,10209,428,10643,9609,129,9738,3204,40,3241,1210,21,1238,46212,23822,70040
CED406,..,16495,16495,21480,1311,22795,10520,201,10722,9714,43,9751,3439,13,3452,1315,4,1323,46466,18069,64539
CED407,..,15826,15826,20355,1230,21584,10462,302,10763,10312,109,10417,3944,44,3989,2046,25,2073,47120,17535,64660
CED408,..,16102,16102,24775,1098,25873,9240,145,9382,9634,33,9668,3774,10,3789,1521,13,1535,48942,17402,66339
CED409,..,17951,17951,19322,1765,21092,10911,273,11185,9571,72,9647,4575,17,4592,3282,16,3294,47668,20098,67764
CED410,..,21046,21046,22351,1698,24045,10875,553,11428,11568,211,11784,3867,75,3947,1314,43,1352,49975,23628,73606
CED494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,..,14880,14880,19061,1416,20475,10665,224,10887,10721,52,10768,4719,20,4740,2338,5,2340,47493,16597,64091
CED502,..,14539,14539,17014,1526,18542,10679,310,10989,11006,109,11119,4880,37,4911,3003,22,3026,46581,16540,63120
CED503,..,14429,14429,21017,1080,22093,8377,147,8528,8371,31,8402,3729,12,3744,1914,5,1911,43398,15700,59100
CED504,..,17043,17043,19748,1644,21397,11002,430,11438,9935,156,10087,4132,54,4194,2470,25,2496,47297,19353,66651
CED505,..,19010,19010,20102,1901,22004,9009,689,9695,10536,256,10793,3835,46,3881,914,17,929,44395,21921,66316
CED506,..,17157,17157,20619,1490,22111,8739,291,9031,8803,76,8876,4334,30,4359,2616,22,2635,45105,19067,64174
CED507,..,14599,14599,20379,1250,21634,8133,245,8375,8458,83,8541,3522,16,3534,1434,22,1455,41933,16214,58142
CED508,..,16624,16624,19450,1680,21129,10151,507,10654,10176,165,10336,3451,40,3492,1263,15,1274,44486,19031,63514
CED509,..,12733,12733,18625,1144,19770,10251,197,10452,10719,43,10758,4483,15,4502,2311,5,2320,46386,14147,60539
CED510,..,10819,10819,19653,892,20551,9686,203,9888,11950,75,12019,4198,24,4216,1205,17,1220,46694,12025,58715
CED511,..,19075,19075,22131,1334,23463,7912,210,8129,7598,45,7643,3669,14,3684,1819,18,1833,43120,20697,63824
CED512,..,11047,11047,17212,958,18169,11141,178,11320,12378,40,12413,4992,9,4999,2315,7,2324,48043,12237,60283
CED513,..,27617,27617,23854,3271,27124,9950,993,10950,8401,284,8685,2399,79,2473,787,38,826,45402,32277,77678
CED514,..,22417,22417,22124,2895,25017,10570,1151,11720,9394,436,9837,3417,171,3586,1626,87,1708,47131,27155,74290
CED515,..,13197,13197,19214,963,20171,10624,391,11014,12867,174,13041,4877,65,4945,1897,29,1928,49478,14819,64292
CED594,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED601,..,13184,13184,14640,1149,15794,5915,263,6187,5144,118,5259,2099,32,2137,1025,13,1033,28826,14764,43594
CED602,..,13782,13782,15886,896,16786,5742,112,5854,4953,37,4982,2006,16,2031,978,10,986,29570,14854,44424
CED603,..,13207,13207,13101,1374,14474,6105,686,6790,5366,357,5717,2119,134,2258,1085,62,1149,27775,15826,43596
CED604,..,10977,10977,14643,834,15479,6424,231,6657,5963,72,6032,2419,21,2441,1076,18,1086,30522,12153,42677
CED605,..,12212,12212,15971,854,16827,6365,93,6461,5298,31,5322,2161,6,2170,1123,3,1131,30919,13199,44115
CED694,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,..,7483,7483,8217,866,9083,4624,271,4897,4671,82,4753,2674,22,2694,3814,8,3825,24011,8731,32742
CED702,..,9464,9464,10697,1595,12292,6495,516,7007,5694,177,5873,2379,60,2438,1378,16,1398,26640,11829,38465
CED794,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CED801,..,14084,14084,17705,1091,18797,9191,314,9501,9469,100,9562,3579,19,3601,1510,8,1514,41454,15611,57064
CED802,..,17508,17508,17262,2285,19550,7027,1180,8208,6966,435,7404,2369,126,2497,852,56,907,34479,21596,56079
CED803,..,12103,12103,15674,1400,17071,9728,517,10246,10612,212,10823,4046,75,4120,1829,48,1873,41883,14361,56249
CED894,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
