CED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
CED207,32,158,4,7266,197,54,16,171,27,96,7,58,19,105,691,1447,15,0,7,22,5,11,3,3,3,8,68,150,6494,1268,172,6178,802,3829,206,1416,264,2122,826,23569
CED208,20,86,7,5393,93,34,17,118,25,60,13,37,26,114,331,865,12,3,8,16,6,0,0,0,8,19,41,116,3786,1060,148,5290,854,2517,285,950,208,1647,423,17157
CED209,23,41,3,3617,205,52,14,231,35,91,22,38,22,78,485,1278,16,9,19,19,8,8,3,0,5,10,35,126,3726,1057,223,6977,1041,2386,359,727,196,874,549,18123
CED210,16,43,8,3746,172,33,11,179,27,97,15,35,16,96,421,1115,11,0,10,15,4,11,0,0,8,22,49,132,3503,805,164,5880,864,2588,276,894,200,1412,506,17103
CED211,21,76,5,5884,202,32,27,219,33,102,13,38,22,80,482,1244,17,4,13,18,0,7,0,3,8,7,51,134,5255,1102,194,7588,1031,3519,280,1018,223,1458,581,22254
CED212,17,49,0,4008,236,26,18,220,26,121,29,49,22,86,455,1275,23,6,18,28,13,8,5,3,5,12,56,176,4288,869,213,6666,1095,2853,318,781,204,1166,549,19010
CED213,31,49,9,3090,187,49,24,240,30,101,28,53,23,86,413,1232,16,3,10,17,3,0,4,0,3,17,41,130,3055,857,222,5523,862,2087,323,716,226,1053,495,15419
CED214,20,91,0,3445,82,33,17,87,27,95,18,45,43,146,439,1046,11,0,4,6,0,3,0,5,4,26,95,155,3673,968,185,4112,793,3420,238,1612,350,2945,622,18920
CED215,34,69,10,7478,170,37,25,133,34,116,15,57,35,91,746,1461,16,0,17,18,3,10,4,0,8,13,103,190,7758,1158,274,7206,1285,5274,318,1468,398,1829,926,27896
CED216,19,21,3,1948,178,36,14,194,42,116,21,37,23,107,624,1385,21,6,15,20,4,8,6,4,5,15,48,149,2814,710,180,4801,701,1979,294,777,233,1261,725,14481
CED217,41,179,22,11289,256,60,20,248,37,128,13,59,13,61,462,1351,23,6,6,21,7,13,4,5,9,17,46,142,5991,986,161,6714,874,3322,229,872,172,1133,549,21007
CED218,27,106,0,4240,202,41,43,160,41,145,11,52,53,130,638,1512,19,0,17,26,11,10,9,3,15,29,140,277,5980,1196,276,6506,1118,5047,361,1853,467,2823,849,26459
CED219,16,54,6,3071,207,38,29,195,36,125,21,58,23,88,557,1382,21,0,10,28,8,8,6,0,8,10,102,210,4726,848,211,6081,1058,4271,332,1249,384,1777,729,21668
CED220,30,123,13,8580,173,25,11,189,25,101,4,39,14,50,387,1017,15,0,9,25,3,9,0,0,4,9,21,101,4415,700,128,4747,782,2668,157,677,133,906,434,15741
CED221,14,61,5,2576,205,29,29,175,42,156,17,73,41,110,765,1644,13,9,16,20,7,15,3,3,16,16,131,244,6274,1291,246,7288,1160,5788,334,1856,461,2276,981,27957
CED222,23,107,8,4515,153,29,27,115,38,110,15,70,34,152,561,1298,23,0,15,8,3,8,3,8,4,23,95,182,5511,1218,186,5609,913,4316,291,1673,339,3158,752,23957
CED223,13,17,0,1837,251,58,25,260,36,87,27,59,15,73,573,1461,22,0,13,20,10,9,6,0,3,15,56,143,3734,826,225,5165,772,1810,298,704,189,940,665,15325
CED224,24,60,3,6244,209,33,21,192,23,91,21,29,14,57,444,1140,15,3,18,21,8,5,4,0,7,10,60,152,5731,967,182,7037,1050,3228,286,918,225,1427,538,21595
CED225,37,109,3,7515,181,48,16,216,28,102,14,45,24,93,433,1210,17,0,11,18,6,7,3,0,3,12,51,138,5196,1061,178,7529,1057,3082,303,973,218,1378,527,21500
CED226,53,227,7,11157,234,31,14,211,24,132,15,60,15,110,676,1515,23,0,5,28,7,20,0,8,3,7,45,148,5837,1058,149,6188,736,3326,217,1118,181,1575,752,21143
CED227,17,47,3,3746,231,42,31,260,43,110,15,47,28,67,581,1456,26,0,23,29,6,12,0,5,7,16,95,214,5981,1184,251,7819,1256,4452,363,1071,310,1227,752,24674
CED228,22,70,11,3668,156,18,44,153,34,134,13,53,67,115,789,1585,22,3,18,15,9,13,0,0,4,27,150,263,6879,1243,260,6690,1188,6550,344,2033,554,2314,1045,29098
CED229,30,75,11,6417,140,24,8,131,20,72,9,31,16,36,330,820,17,10,9,17,5,8,9,3,6,8,39,124,3435,690,126,3789,717,2260,193,584,138,724,403,13047
CED230,6,22,8,1570,272,53,25,283,23,106,16,51,14,111,543,1492,22,0,9,27,8,5,4,5,11,24,72,193,3546,726,205,5272,700,2104,242,721,223,1348,685,15773
CED231,33,98,11,6799,132,35,18,118,33,78,15,44,14,100,359,943,18,0,18,21,5,4,0,8,6,15,70,171,4712,809,179,5664,966,2787,241,920,223,1600,474,18564
CED232,29,53,10,4784,256,42,18,277,36,145,30,47,32,88,602,1568,22,3,23,25,11,18,4,0,15,9,69,202,5454,1090,229,7782,1250,3851,392,981,341,1219,725,23308
CED233,25,52,3,4447,76,16,7,48,10,39,5,21,7,42,296,573,11,0,7,4,8,0,0,0,5,6,18,58,2767,546,102,2675,609,1735,137,583,139,819,342,10461
CED234,32,185,15,7450,180,47,25,200,25,149,12,61,27,122,624,1470,18,3,15,29,5,8,0,0,9,14,65,171,5641,1370,201,6800,736,3941,311,1514,283,2353,730,23882
CED235,12,23,3,1823,168,48,24,260,28,94,33,46,17,98,471,1294,20,9,16,20,5,10,5,0,5,16,65,172,2713,891,242,4925,756,1978,280,791,241,1080,577,14473
CED236,8,30,4,1829,258,41,22,238,36,91,15,52,17,105,517,1398,20,0,23,17,0,8,4,6,10,33,80,193,3663,687,210,5301,732,2049,251,758,230,1417,657,15964
CED237,13,77,3,2778,126,26,26,114,27,110,26,61,40,152,545,1251,16,4,4,18,9,11,9,5,10,30,131,239,4625,1172,192,5893,941,4570,324,1732,409,3237,753,23851
CED238,10,20,0,1862,262,51,29,276,24,99,21,48,23,83,533,1443,25,0,16,28,5,6,0,6,0,16,51,162,3225,881,223,5536,764,1801,295,646,215,934,621,15142
CED239,3,81,10,4739,89,18,20,92,19,76,14,42,25,86,320,790,9,0,12,7,6,13,0,3,6,19,73,160,3576,889,163,4827,932,2840,285,1135,227,1728,438,17037
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,19,24,0,2512,220,39,20,178,48,129,17,63,33,111,966,1825,20,4,16,17,3,6,3,3,10,22,77,183,5349,772,289,5234,1339,3642,406,1090,455,1717,1091,21389
CED302,28,66,8,6568,213,28,18,157,35,89,17,20,13,79,654,1318,12,0,8,15,12,3,4,6,6,4,41,115,6367,918,244,6359,1240,3175,338,903,278,1327,739,21887
CED303,27,46,3,4318,238,35,25,198,35,86,25,40,32,84,728,1517,15,0,22,13,9,5,0,0,6,7,56,140,5415,800,243,5759,1244,2523,373,744,280,1253,806,19452
CED304,34,101,10,8213,165,29,9,126,24,80,8,21,13,36,473,975,12,0,5,8,3,4,0,3,3,3,30,75,4630,655,174,4643,1020,2522,241,603,166,674,522,15864
CED305,32,39,7,3175,326,41,21,219,38,94,12,32,23,83,1827,2719,29,0,17,10,3,5,4,0,10,14,59,153,4411,501,209,4785,828,2285,270,507,272,887,1928,16882
CED306,21,32,0,3012,284,22,27,227,32,99,15,31,10,70,1816,2624,23,0,19,18,3,7,4,0,3,16,60,148,4388,470,173,5088,682,2153,218,527,190,877,1907,16679
CED307,33,55,3,5413,241,32,20,192,46,93,27,40,26,70,753,1542,16,3,17,14,13,9,0,6,3,5,50,128,5817,888,263,6416,1450,3164,433,888,314,1258,839,21731
CED308,17,75,5,3663,227,52,28,195,63,117,19,38,22,102,933,1791,23,3,20,18,5,9,0,0,6,20,110,224,5311,1147,281,5804,1242,3376,462,1237,414,1642,1109,22028
CED309,23,51,8,3301,197,51,27,208,46,79,23,63,28,86,1035,1836,16,0,15,22,12,7,6,8,10,12,71,165,3775,1194,260,5681,1134,2410,483,961,288,1171,1140,18497
CED310,38,53,8,3091,202,48,29,226,48,79,29,39,32,86,1099,1904,11,3,15,14,3,7,0,5,6,8,66,141,3792,1151,269,5586,1096,2381,490,871,322,1196,1220,18382
CED311,21,26,9,2575,341,26,22,247,50,139,24,43,11,88,1414,2413,38,0,26,22,8,9,3,0,7,30,90,226,4094,475,222,4633,665,2676,255,673,279,1137,1562,16663
CED312,18,51,3,2984,246,38,41,182,55,128,32,54,40,97,939,1840,19,0,24,17,5,7,0,0,13,10,94,191,5756,1045,312,5790,1338,3827,428,1281,442,1744,1092,23054
CED313,37,70,9,8076,178,20,8,127,30,80,9,24,21,42,521,1063,7,3,11,9,9,4,0,0,0,4,25,78,5323,702,196,5215,1246,2673,282,605,213,826,579,17862
CED314,13,29,4,2451,219,22,24,173,33,94,18,28,19,63,1068,1758,14,0,7,16,0,3,4,0,0,13,36,98,4185,661,133,5183,669,2435,258,750,194,1183,1143,16794
CED315,15,26,0,2653,215,19,20,146,31,69,13,32,15,78,1428,2068,15,4,12,10,4,0,0,0,6,15,56,112,4785,511,171,4391,731,2176,250,694,204,1082,1516,16514
CED316,6,30,8,1331,137,43,33,117,18,71,7,48,19,120,841,1446,7,0,14,9,0,5,0,4,4,23,55,126,2959,696,161,3357,453,1843,210,787,208,1629,942,13239
CED317,9,14,7,1911,330,44,24,217,33,110,20,53,35,142,1197,2214,41,0,23,10,0,5,4,7,3,25,94,209,4301,607,223,4216,600,2161,257,706,272,1378,1347,16067
CED318,17,31,5,2372,251,42,28,210,30,126,32,62,18,134,958,1890,16,0,11,13,3,3,0,6,7,32,101,200,4035,1009,202,4346,684,2101,315,981,254,1469,1116,16524
CED319,38,40,6,5367,171,25,11,122,46,67,13,37,13,62,575,1140,8,0,5,12,4,3,5,0,0,3,42,91,5073,790,194,5423,1320,2760,363,785,246,1070,640,18664
CED320,22,37,5,2252,213,32,30,185,60,120,23,56,36,131,989,1881,13,0,14,14,4,4,0,0,5,20,85,171,4473,830,272,5098,1196,3189,408,977,456,1725,1125,19754
CED321,11,15,0,1346,463,35,20,260,29,85,20,34,19,90,1035,2090,35,0,21,17,6,7,0,3,10,21,58,182,3681,490,177,3967,524,1868,236,596,190,1177,1154,14055
CED322,26,57,3,3745,186,49,29,214,49,81,17,48,21,83,724,1497,18,0,14,19,0,13,4,4,3,12,65,153,4123,1174,241,5925,1116,2376,441,966,278,1192,837,18672
CED323,21,75,3,3282,156,36,29,149,39,87,14,50,26,81,598,1263,15,0,13,12,8,11,0,0,3,11,65,147,3379,1035,243,4391,941,2248,392,1041,322,1384,709,16089
CED324,40,96,12,5404,161,30,22,126,26,90,18,45,25,97,660,1297,5,0,11,5,0,4,5,0,0,12,51,106,4825,1078,248,5254,1110,3310,372,1191,319,1789,767,20267
