CED_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
CED128,183,310,250,174,232,116,51,1316,65,89,56,51,69,48,27,407,18,29,18,7,17,13,4,99,416,760,582,487,693,381,196,3514,32,25,26,27,31,10,3,146,26,42,30,23,23,10,16,163,52,67,53,48,52,22,17,306,469,828,634,531,745,400,212,3816,938,1074,674,439,566,303,179,4181,26,22,20,14,5,10,0,101,1431,1924,1328,986,1324,711,392,8096
CED129,135,274,214,157,217,126,55,1172,43,70,49,23,44,27,8,261,3,19,17,0,10,3,5,55,323,751,652,507,745,462,239,3684,7,16,15,17,22,13,7,95,19,23,16,12,15,5,7,88,24,42,31,31,34,20,12,190,349,792,684,538,777,485,252,3875,233,305,164,136,168,99,65,1171,3,4,0,6,0,0,0,16,586,1099,849,682,945,583,316,5057
CED130,382,667,444,301,310,40,7,2157,54,61,42,26,25,4,0,208,18,33,32,13,13,0,0,112,661,1273,905,656,806,112,32,4448,39,80,55,43,36,4,0,264,48,88,48,38,33,8,0,263,91,171,104,84,66,12,0,528,751,1439,1011,738,875,123,28,4968,1067,911,499,318,284,46,15,3136,29,38,21,13,15,6,0,120,1844,2389,1533,1076,1173,172,41,8226
CED131,289,495,357,277,314,89,56,1881,45,52,22,14,22,13,7,176,11,20,10,8,9,6,6,63,515,1032,811,641,858,302,174,4334,21,25,33,16,20,3,3,121,31,52,38,17,17,10,0,160,45,81,70,30,40,5,4,273,559,1108,879,679,898,310,175,4612,449,454,293,194,196,56,37,1684,12,13,3,8,5,0,0,39,1021,1579,1176,876,1095,366,215,6334
CED132,107,212,185,106,158,117,66,942,29,44,25,16,30,28,13,186,8,14,0,3,5,4,3,32,309,707,552,398,598,428,235,3228,3,18,17,9,20,15,7,99,13,33,20,15,20,4,0,100,13,48,37,25,45,25,10,203,325,760,587,427,638,451,243,3433,118,195,148,111,195,147,90,1002,6,6,7,3,4,0,4,28,449,960,746,542,837,595,334,4462
CED133,392,666,537,372,416,59,14,2458,83,83,74,42,30,10,0,318,12,19,13,8,13,4,0,71,690,1207,1083,747,906,152,47,4823,20,41,39,34,22,3,0,159,53,72,54,31,22,8,0,230,70,112,95,58,46,7,4,392,761,1318,1178,807,948,157,49,5215,885,878,509,356,331,49,14,3017,28,35,31,23,8,0,0,131,1668,2235,1722,1181,1287,207,60,8360
CED134,404,607,387,256,240,19,3,1917,85,62,29,16,24,4,0,220,34,52,41,28,17,0,0,167,765,1326,975,641,664,93,19,4485,24,65,42,20,27,0,0,175,53,67,29,28,17,0,0,199,77,125,74,52,45,4,0,372,845,1453,1050,691,706,99,19,4858,1082,950,517,349,231,23,4,3155,45,53,24,24,10,0,0,159,1965,2450,1589,1068,950,127,24,8170
CED135,160,283,190,150,183,124,80,1155,53,76,44,36,59,40,31,324,16,17,11,12,8,7,6,73,415,775,491,422,584,387,282,3356,25,26,31,19,24,20,4,148,35,31,26,20,19,9,5,152,60,62,53,42,44,24,10,297,477,831,552,464,620,414,289,3650,610,721,371,268,343,213,149,2674,8,22,8,5,4,3,6,60,1094,1572,935,737,972,628,439,6384
CED136,445,804,478,371,400,85,38,2613,121,123,81,46,48,8,10,420,45,51,31,20,13,0,0,159,866,1599,1060,802,955,239,102,5627,36,59,42,38,30,11,4,204,68,88,64,43,35,0,0,295,103,145,102,80,60,10,4,502,966,1746,1164,878,1016,249,104,6134,1045,1081,591,436,334,58,35,3580,12,31,21,16,10,0,0,85,2031,2852,1777,1328,1363,305,134,9793
CED137,127,238,201,114,179,135,79,1073,30,48,34,33,44,29,32,255,9,16,15,0,3,9,6,55,343,644,579,354,548,425,244,3137,7,27,21,19,23,8,13,117,16,30,18,15,14,15,11,108,22,50,43,29,37,24,18,221,367,697,615,378,590,445,268,3361,270,378,215,187,273,190,128,1631,5,11,6,4,3,0,0,40,643,1090,833,564,866,636,396,5033
CED138,317,659,502,389,460,96,40,2461,59,69,39,36,38,14,9,262,24,22,14,14,24,5,3,102,523,1113,940,750,945,215,91,4568,18,28,24,20,16,4,0,108,23,58,39,28,16,8,0,175,46,87,62,46,33,9,0,281,570,1198,1002,794,980,223,93,4852,489,547,335,274,249,45,25,1970,15,26,15,15,9,0,0,79,1075,1770,1352,1085,1233,268,116,6900
CED139,378,712,457,337,297,58,9,2253,61,50,31,11,28,3,0,185,15,37,18,14,12,3,0,98,707,1257,936,728,783,155,37,4605,34,72,46,29,29,11,0,212,55,109,34,22,20,4,0,234,91,181,79,48,44,9,0,451,798,1436,1009,771,831,169,42,5049,934,844,431,281,246,31,11,2776,27,30,23,15,17,0,0,102,1759,2301,1469,1064,1087,200,49,7930
CED140,238,473,365,233,320,91,39,1755,86,116,79,56,66,18,7,421,8,20,15,0,8,3,0,57,490,993,854,601,860,288,140,4221,12,34,28,13,19,6,0,113,25,29,17,11,14,0,0,93,32,60,43,27,35,10,4,207,520,1054,902,632,891,300,138,4433,499,585,303,239,226,58,39,1956,5,12,5,4,7,0,0,48,1028,1646,1211,874,1128,360,174,6430
CED141,327,638,402,299,313,105,30,2113,92,78,50,48,46,13,6,343,19,16,5,6,3,4,0,64,564,1171,897,708,786,301,140,4562,14,28,20,19,29,3,0,115,34,67,33,19,20,3,0,176,48,94,48,41,52,10,0,293,616,1265,950,747,837,315,141,4859,674,668,399,279,252,44,21,2344,9,14,5,0,5,0,0,42,1291,1954,1351,1028,1093,356,160,7239
CED142,114,173,118,67,117,72,56,721,31,41,28,14,19,9,7,155,9,14,8,3,0,0,4,38,339,537,344,222,339,222,153,2161,8,10,14,9,11,10,10,73,12,18,6,10,13,3,9,74,21,22,24,14,31,18,17,142,358,559,367,238,369,239,176,2297,263,238,164,133,171,143,87,1205,6,0,6,0,6,3,6,28,621,801,537,368,543,387,263,3527
CED143,91,203,156,146,213,112,71,993,45,28,25,20,28,20,15,178,0,4,3,4,6,6,0,30,287,616,520,439,619,356,206,3039,5,17,13,9,16,5,3,69,7,8,9,10,14,3,6,56,15,29,22,25,27,10,10,121,298,638,542,458,646,363,213,3165,107,185,123,91,141,73,49,768,5,11,4,0,0,0,0,19,412,836,664,551,782,433,270,3949
CED144,153,281,231,141,225,147,96,1276,70,73,58,59,70,58,45,437,23,25,9,11,16,9,5,98,385,661,497,397,575,384,261,3157,17,22,25,18,24,17,7,134,26,49,26,20,32,22,14,181,42,68,50,39,59,35,23,318,430,726,552,432,639,415,279,3474,766,880,570,388,509,310,192,3612,19,30,23,9,5,3,0,94,1213,1640,1139,827,1156,730,471,7172
CED145,78,216,164,133,149,103,55,896,31,31,32,17,32,9,12,172,0,6,5,0,3,3,0,26,244,593,486,360,515,290,167,2651,4,17,21,10,15,10,3,81,6,13,15,9,6,3,0,51,13,28,34,15,21,13,9,129,256,619,518,380,543,304,176,2785,89,180,120,134,149,82,65,816,0,0,0,0,8,0,0,16,341,798,636,511,696,393,238,3612
CED146,200,385,261,231,278,115,62,1530,103,128,90,70,106,54,41,595,18,25,24,25,24,6,4,128,523,957,711,642,869,386,235,4323,40,62,36,24,31,22,9,217,35,58,53,48,39,20,11,258,80,122,87,68,67,38,17,477,598,1079,799,716,934,427,252,4806,1368,1495,921,584,720,342,162,5593,20,47,28,14,7,8,7,123,1992,2624,1744,1313,1664,772,418,10525
CED147,331,621,452,303,366,85,56,2214,124,137,108,46,52,23,7,498,22,23,11,13,12,3,5,85,634,1212,972,684,885,267,148,4800,19,29,21,19,18,3,0,109,33,39,21,21,22,0,0,137,48,67,47,37,36,9,0,247,684,1280,1012,724,917,275,154,5053,769,805,457,346,330,80,30,2811,18,25,18,12,0,0,0,70,1471,2101,1494,1079,1249,356,181,7930
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,204,390,278,231,303,171,86,1666,34,34,27,18,34,20,9,178,9,19,6,3,7,7,3,53,367,777,659,534,823,455,269,3876,10,22,24,8,20,3,5,94,30,44,20,11,19,10,0,134,33,65,43,14,41,15,6,228,398,838,703,544,869,467,277,4106,342,397,215,153,218,71,60,1458,10,10,3,6,3,0,0,28,749,1244,918,707,1087,543,340,5586
CED202,340,674,445,333,359,85,43,2273,83,71,31,28,37,6,3,259,15,31,14,8,5,0,0,75,569,1109,855,663,844,212,110,4354,25,32,29,26,47,9,6,175,41,60,45,17,28,5,0,200,66,97,78,46,72,10,4,375,629,1211,925,705,913,223,116,4728,659,650,381,272,245,70,29,2311,9,19,16,16,5,0,0,73,1299,1877,1326,999,1171,291,143,7106
CED203,323,680,470,324,356,89,24,2268,73,71,48,17,29,9,12,256,12,28,15,5,4,3,0,80,554,1158,925,672,789,242,86,4425,19,38,21,24,17,9,0,119,25,50,30,26,27,0,3,158,43,91,48,46,47,6,3,280,597,1250,973,715,835,247,90,4707,663,697,364,273,258,58,29,2351,13,22,15,7,8,3,0,73,1272,1968,1356,1001,1100,309,118,7134
CED204,202,448,280,213,294,136,72,1652,56,45,26,26,24,11,9,190,17,40,20,12,17,5,3,111,469,854,622,498,701,390,193,3724,27,49,27,24,55,24,18,224,39,74,34,26,35,24,17,258,67,127,61,57,91,47,33,484,538,985,683,554,785,442,221,4207,631,695,368,273,345,182,132,2622,26,34,22,11,10,3,0,118,1193,1715,1073,835,1149,628,355,6949
CED205,239,446,292,205,288,172,82,1725,50,46,27,27,46,16,6,224,20,30,19,10,14,12,6,115,489,889,603,462,681,409,220,3756,23,49,29,21,31,12,10,177,29,77,49,30,34,16,11,249,53,127,76,51,64,31,22,431,541,1027,680,515,743,440,242,4185,921,1033,612,440,545,275,154,3979,15,49,18,16,6,4,0,115,1484,2106,1312,969,1292,717,400,8277
CED206,212,495,371,269,365,126,66,1904,36,37,34,34,36,16,15,215,10,19,16,5,24,3,0,80,359,838,731,578,849,330,183,3871,7,22,14,15,13,8,3,74,16,22,20,20,15,5,0,93,18,44,38,30,30,13,3,172,383,878,765,607,877,343,189,4039,347,423,253,164,189,76,24,1476,7,4,6,9,3,0,0,28,732,1307,1024,779,1067,422,213,5546
CED207,137,316,271,211,289,222,128,1573,21,25,16,23,25,15,8,135,7,7,7,3,11,10,0,56,284,722,596,502,749,547,334,3733,8,19,10,15,17,14,9,87,17,22,25,10,27,22,13,144,19,48,33,26,50,32,24,229,311,771,625,528,801,579,348,3955,176,274,241,225,352,237,193,1701,16,17,9,6,0,3,0,55,503,1057,874,761,1152,819,548,5711
CED208,159,313,224,166,248,135,58,1302,32,19,15,9,15,12,5,107,11,14,3,3,5,0,0,36,301,641,525,414,612,305,176,2971,15,19,16,9,13,6,12,82,11,35,20,17,21,8,3,118,26,52,33,31,31,18,14,195,326,697,556,438,636,326,189,3171,305,357,211,159,167,99,81,1378,10,10,8,3,0,0,0,34,633,1065,781,607,811,423,269,4582
CED209,245,582,361,273,340,113,41,1954,43,67,38,24,33,11,0,207,6,18,15,4,12,4,0,56,424,1005,725,554,777,292,121,3901,4,20,11,11,14,9,0,79,20,35,18,6,9,4,6,92,25,58,34,23,23,12,5,173,447,1059,763,576,798,302,126,4069,288,348,228,153,165,50,19,1263,8,5,4,7,0,0,0,33,743,1420,993,741,969,357,145,5362
CED210,262,583,414,293,357,105,59,2081,57,49,36,32,34,15,5,223,15,26,15,4,9,3,5,88,501,1053,800,619,878,303,157,4314,11,28,23,18,28,8,3,133,39,80,43,20,21,7,0,217,58,108,78,36,46,19,6,350,557,1163,871,659,929,322,158,4656,599,642,373,287,287,124,57,2369,33,22,7,3,6,0,0,78,1181,1822,1256,952,1218,445,220,7105
CED211,172,432,323,219,330,196,95,1768,24,30,16,22,32,15,8,144,6,11,8,9,10,3,4,53,332,871,710,531,834,529,263,4077,4,14,7,7,15,6,7,61,18,18,18,18,24,10,8,108,21,32,25,23,38,11,9,169,357,900,735,560,873,545,270,4246,265,346,199,157,214,121,60,1368,6,7,4,6,3,6,5,23,622,1251,946,718,1092,670,336,5633
CED212,308,655,450,289,386,140,69,2303,61,57,32,23,34,11,11,237,10,21,13,13,13,5,3,88,561,1199,873,641,935,391,198,4797,14,33,21,29,28,14,0,129,18,57,33,21,23,5,0,161,31,95,55,50,48,20,0,292,598,1286,925,695,984,407,198,5092,596,620,374,273,272,103,37,2281,10,15,19,10,9,0,0,68,1201,1926,1315,975,1263,509,237,7437
CED213,222,521,415,297,426,123,49,2049,46,83,39,27,38,22,6,266,9,12,12,7,21,3,0,65,399,919,745,587,871,296,138,3943,10,25,8,14,18,0,5,67,16,39,17,13,14,0,0,99,24,59,27,21,26,0,0,171,424,982,768,609,897,297,139,4113,373,453,247,201,180,65,22,1545,5,11,14,7,4,0,0,55,803,1449,1033,815,1083,367,160,5712
CED214,230,424,275,199,255,171,92,1650,53,57,24,21,50,25,19,233,11,26,13,13,20,9,8,106,486,928,662,469,718,458,265,3986,19,46,39,26,43,53,20,238,44,96,53,33,47,30,18,324,62,142,99,55,92,77,36,561,552,1069,757,527,810,535,294,4551,603,788,454,351,423,255,164,3038,24,22,22,19,16,5,8,117,1177,1882,1240,895,1243,801,468,7708
CED215,218,445,337,235,283,142,86,1744,47,64,31,32,31,13,8,231,18,20,18,11,17,11,0,91,502,1072,835,611,793,421,238,4474,31,60,46,24,29,17,14,227,36,60,39,25,28,6,9,205,65,124,88,52,58,27,20,428,561,1194,923,662,854,448,259,4903,517,552,282,222,238,119,59,1994,26,20,6,13,3,0,4,64,1103,1765,1211,892,1098,570,325,6956
CED216,324,601,369,269,318,65,18,1971,68,53,46,30,41,4,0,240,5,32,19,7,11,0,0,77,538,1010,779,579,698,152,48,3804,23,60,46,33,39,6,5,209,46,66,32,21,27,11,0,203,70,125,82,51,64,13,6,412,604,1141,862,632,763,168,53,4210,741,749,388,288,256,53,20,2492,21,30,31,17,9,0,0,106,1368,1916,1278,937,1025,219,76,6813
CED217,118,230,243,204,283,166,114,1353,24,24,23,15,27,16,11,140,5,5,5,6,10,5,6,44,251,575,618,490,770,550,306,3556,4,21,20,14,7,8,10,95,0,19,15,5,14,6,0,67,9,37,34,23,20,19,14,158,258,612,657,513,790,568,321,3711,108,186,165,138,178,143,80,1004,7,8,3,5,0,0,0,26,372,801,822,663,965,710,395,4736
CED218,226,401,321,244,369,171,103,1839,46,59,44,28,49,19,13,253,28,35,14,16,18,11,10,117,507,980,774,596,901,490,289,4543,35,55,52,47,35,22,21,263,31,90,43,43,51,24,10,293,69,148,94,89,88,47,32,554,576,1122,865,681,984,542,320,5099,551,725,393,273,301,169,120,2529,28,39,18,17,14,3,4,117,1149,1879,1281,971,1304,718,442,7741
CED219,319,629,430,269,351,106,48,2153,71,77,50,33,30,11,3,283,41,33,29,11,16,7,7,143,680,1265,948,625,855,331,174,4877,36,68,47,35,45,11,3,254,79,114,42,40,30,10,4,317,119,174,91,79,72,29,11,571,797,1442,1041,705,930,352,183,5446,970,1001,539,320,366,106,58,3363,21,18,9,10,3,5,0,62,1783,2461,1592,1037,1299,460,242,8875
CED220,105,231,150,142,172,140,90,1025,24,15,14,11,19,12,0,96,4,11,10,8,6,4,4,35,243,510,409,343,494,374,236,2605,3,11,10,8,11,4,8,66,7,14,10,3,17,4,8,69,13,29,16,14,31,18,12,133,259,540,424,359,522,391,244,2736,111,168,139,111,152,132,102,910,0,4,4,0,3,4,0,14,369,704,571,469,681,521,344,3659
CED221,337,592,376,289,298,137,68,2111,70,67,42,32,39,17,12,282,34,40,11,10,18,4,7,123,725,1256,861,671,829,371,198,4906,13,47,33,26,29,14,9,173,52,77,26,25,34,12,7,233,67,118,59,52,70,28,11,400,790,1374,920,717,903,393,214,5313,817,742,413,274,294,132,107,2781,27,38,16,16,12,6,4,107,1635,2152,1348,1007,1206,530,320,8202
CED222,187,459,342,256,341,220,130,1942,34,30,21,16,24,16,13,154,16,19,13,26,17,12,9,111,418,895,736,566,818,571,330,4341,17,37,16,32,32,18,13,163,22,59,29,21,27,24,13,194,44,98,43,57,56,37,26,356,463,994,776,619,876,609,355,4697,518,579,315,231,342,224,175,2382,19,31,14,8,19,11,10,106,1003,1603,1108,861,1234,835,538,7178
CED223,313,579,422,299,351,64,22,2050,46,63,30,25,30,5,6,195,17,27,25,9,12,3,0,105,512,1084,849,617,798,181,58,4100,16,30,23,10,13,4,0,102,31,41,29,26,17,4,0,145,41,72,48,37,30,7,4,244,556,1157,898,654,830,188,66,4348,551,563,358,229,261,49,18,2016,7,8,9,10,8,0,0,44,1108,1729,1258,893,1092,234,83,6411
CED224,172,410,307,222,291,184,79,1659,44,34,24,14,22,21,10,158,12,12,12,8,11,7,3,66,375,859,710,516,787,495,266,4007,6,12,14,13,21,8,6,78,15,24,17,9,18,5,3,100,25,45,27,19,35,18,9,175,399,904,741,543,822,508,273,4183,231,338,196,147,188,101,57,1252,8,9,10,8,3,0,0,35,640,1250,938,698,1008,607,331,5476
CED225,125,337,268,242,302,151,80,1508,35,24,24,15,23,13,12,145,7,0,4,6,15,0,4,37,311,689,626,553,779,400,263,3623,3,15,13,9,13,6,9,72,14,37,18,14,17,3,6,105,20,51,32,19,31,9,16,174,329,742,653,575,812,412,277,3797,241,282,203,152,174,106,54,1215,6,5,3,6,3,0,4,28,581,1027,860,736,986,520,335,5039
CED226,109,231,230,186,259,223,108,1341,19,14,14,17,19,16,4,96,0,12,6,8,10,3,4,40,246,576,571,470,699,583,329,3478,7,14,16,7,16,11,9,80,10,23,23,13,21,7,5,107,16,36,41,20,35,17,11,183,266,618,614,487,735,602,340,3664,129,230,223,194,318,236,144,1472,5,9,9,7,8,4,3,41,397,848,843,688,1061,839,491,5173
CED227,318,513,344,256,334,123,66,1960,41,65,46,19,32,13,13,230,21,36,24,17,18,3,0,118,583,1110,767,603,838,373,211,4489,20,51,25,12,25,10,4,145,33,56,27,19,21,0,8,172,59,109,54,35,46,8,11,316,636,1219,821,634,886,378,227,4809,648,672,325,202,236,93,43,2214,25,26,13,10,9,0,0,79,1308,1911,1166,844,1131,472,270,7107
CED228,340,562,356,265,342,145,75,2078,69,78,56,36,46,22,14,318,21,40,26,14,20,12,3,134,679,1290,894,640,902,416,228,5055,52,90,44,34,42,9,19,293,77,116,48,46,38,7,6,336,130,203,92,75,78,22,23,627,808,1491,993,709,980,437,250,5680,941,970,527,377,424,174,110,3520,38,41,20,15,13,3,4,137,1785,2507,1545,1101,1417,616,367,9341
CED229,131,238,156,116,159,108,67,971,26,24,13,17,16,15,3,111,8,10,6,8,0,3,0,49,315,572,425,381,480,326,183,2673,19,20,10,5,7,4,7,76,9,31,12,7,18,9,5,88,28,48,22,12,31,14,11,162,348,616,442,387,505,345,193,2833,169,206,160,101,153,117,71,985,5,0,0,0,4,3,0,16,518,826,604,493,659,467,268,3829
CED230,349,592,425,310,317,82,11,2091,63,64,44,17,30,3,0,221,11,32,24,26,14,4,0,112,577,1063,829,636,759,172,37,4068,32,52,41,16,22,3,4,166,27,62,32,20,21,0,0,166,60,116,72,36,44,4,4,330,639,1174,900,672,802,178,40,4400,830,869,465,352,241,64,18,2837,24,27,21,17,10,5,0,105,1496,2073,1385,1039,1050,236,54,7343
CED231,135,277,230,195,237,148,74,1299,23,26,12,21,20,16,8,127,3,9,7,0,7,7,3,35,300,666,553,478,654,422,227,3302,13,15,9,20,17,16,7,98,19,21,15,17,21,7,6,108,36,39,22,30,32,24,11,202,334,707,577,506,688,452,241,3501,298,319,208,122,156,97,68,1267,8,12,8,6,7,0,0,42,640,1039,798,635,853,550,309,4816
CED232,235,480,382,282,352,131,63,1917,54,61,28,25,34,6,0,209,12,14,11,5,11,3,4,60,433,979,796,599,886,329,184,4203,11,22,18,14,19,3,4,100,23,64,22,18,15,12,0,149,37,87,38,26,31,16,8,243,475,1059,833,623,918,349,191,4442,490,540,308,197,206,83,39,1862,16,22,10,10,3,0,0,63,978,1620,1149,829,1131,432,233,6369
CED233,134,210,142,110,143,104,61,905,18,20,12,12,13,14,8,95,12,5,5,6,5,4,7,43,259,513,385,285,378,304,147,2274,12,19,20,16,12,15,6,101,25,36,20,9,21,19,8,140,38,57,42,29,31,29,10,235,302,571,418,313,412,330,159,2512,328,343,193,156,218,174,126,1536,26,24,11,6,0,0,3,74,653,932,630,479,629,509,288,4117
CED234,136,355,267,224,338,179,125,1636,21,22,29,12,24,19,14,134,0,6,14,6,5,3,6,39,280,713,589,504,779,520,316,3697,0,19,10,7,15,24,11,82,16,42,24,11,21,13,5,141,21,64,29,20,34,37,16,221,299,773,617,526,816,557,329,3918,167,312,219,176,275,186,142,1476,9,10,6,5,4,7,0,36,469,1095,840,708,1095,744,471,5427
CED235,275,573,418,307,343,85,22,2026,48,63,32,32,30,6,4,205,20,33,18,8,18,4,0,104,445,971,737,598,736,188,59,3736,4,31,34,26,20,5,0,116,45,58,24,33,18,5,3,178,45,87,54,53,37,10,4,300,490,1060,795,657,771,199,65,4035,625,595,330,231,220,65,30,2096,11,31,27,15,6,0,0,83,1123,1686,1152,898,996,267,90,6210
CED236,320,672,444,318,338,84,20,2203,70,74,26,18,31,5,0,232,17,40,18,18,22,7,3,134,556,1222,850,637,777,183,57,4284,21,31,31,28,19,10,0,139,46,51,42,26,19,5,0,188,70,79,74,54,40,17,3,329,627,1301,918,689,814,200,60,4613,770,766,435,265,292,50,18,2597,20,26,33,13,8,5,0,98,1416,2093,1390,971,1113,249,80,7307
CED237,210,426,311,242,338,163,86,1778,38,34,32,16,27,14,10,167,11,20,11,5,10,3,4,68,406,832,645,497,752,397,225,3751,23,48,33,29,23,20,10,188,31,72,32,19,36,15,3,207,61,115,63,45,61,41,12,396,462,946,710,540,807,438,240,4137,567,693,418,298,369,191,94,2632,27,23,13,8,0,6,5,78,1053,1670,1140,848,1184,630,328,6854
CED238,281,619,432,323,364,73,21,2114,56,58,30,24,16,9,3,196,8,14,14,10,13,0,0,59,443,976,773,625,748,163,45,3784,10,15,14,9,16,3,0,73,22,38,33,18,22,4,0,134,31,57,46,30,31,5,0,205,481,1036,817,655,780,173,50,3992,499,574,299,201,171,42,6,1792,20,24,13,9,5,0,0,64,991,1633,1128,863,955,214,54,5846
CED239,132,257,235,132,191,112,60,1113,38,21,18,13,18,12,8,133,4,10,0,6,3,3,0,37,284,586,493,317,534,333,186,2729,8,18,12,20,18,12,7,90,18,52,24,22,13,11,0,134,29,66,40,37,29,21,7,223,310,646,528,354,562,356,192,2953,275,331,167,138,196,108,74,1292,13,12,6,0,0,0,0,27,592,987,707,492,762,461,268,4270
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,481,868,543,389,431,74,22,2812,149,165,114,76,79,23,4,619,45,48,19,26,19,0,3,168,1018,1854,1300,1063,1223,253,90,6799,63,141,88,70,49,4,0,415,99,165,72,47,44,11,0,432,162,301,161,118,90,15,0,848,1181,2155,1460,1176,1316,267,93,7651,1421,1508,797,546,423,65,34,4794,38,40,32,10,11,4,0,139,2636,3704,2293,1736,1747,333,127,12574
CED302,197,453,300,241,298,95,45,1622,64,75,52,28,42,22,0,278,6,21,14,15,7,10,0,71,452,1119,813,667,909,382,148,4496,18,36,31,17,32,9,0,149,10,40,28,21,12,7,3,120,29,77,61,37,47,13,5,275,484,1196,877,705,955,397,155,4766,352,374,246,198,193,77,36,1471,8,14,4,5,3,0,0,33,848,1586,1126,905,1151,473,185,6276
