CED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED303,77727,81498,159222,4193,3990,8182,10499,9695,20201,5284,4822,10104,4389,3793,8185,7799,8289,16086,9328,10219,19550,10332,11445,21779,10419,11433,21854,9086,9969,19053,4929,5521,10448,1478,2316,3799,74657,79033,153690,3068,2465,5531,2049,2161,4201,107,96,201,132,116,250,2288,2366,4654,57378,59582,116956,17512,19205,36718,69548,72063,141607,5272,6560,11835,69105,72504,141606,1344,1246,2583,9997,9289,19289,3826,3861,7686,1176,1438,2616,1550,3160,4708,33323,37036,70355,5449,5036,10480,15534,16751,32288,3317,3165,6482,2305,2462,4766,161,182,341,73698,77623,151320,2883,3451,6329
CED304,91020,92237,183255,3874,3784,7656,7767,7731,15498,4520,4746,9264,8767,10119,18888,21493,21481,42976,14725,13807,28528,11928,11663,23591,8867,8659,17525,5594,5743,11329,2679,3051,5728,805,1462,2260,87053,88561,175610,3968,3677,7642,1122,1131,2249,107,97,204,67,69,139,1292,1300,2592,60093,60621,120712,26157,27558,53717,70357,69959,140323,15664,17930,33591,72707,73216,145921,1141,1207,2352,7417,7445,14862,3839,4128,7962,4195,5259,9458,6298,8145,14452,61279,63251,124534,3817,3403,7219,6511,6947,13455,1608,1431,3042,1018,1168,2184,264,270,532,82535,84912,167447,10240,8866,19108
CED305,81784,78011,159792,5038,4644,9683,11337,10588,21929,5152,4638,9791,4777,4488,9265,11057,10538,21592,10791,10230,21016,10665,10017,20684,10509,10028,20535,7647,7059,14710,3692,4095,7785,1125,1671,2798,75178,74195,149376,6601,3817,10416,4380,4219,8600,438,384,822,472,424,901,5296,5025,10323,64426,63557,127976,7633,8092,15727,67479,67629,135107,3950,4198,8144,68047,68289,136336,1233,1129,2365,10339,9706,20043,3120,3137,6260,730,1080,1808,1407,3011,4414,25603,29891,55487,5193,4734,9929,17724,15829,33553,3960,3162,7122,3485,3126,6613,269,209,482,68078,70016,138095,22217,10996,33217
CED306,81985,80096,162083,4604,4218,8823,10904,10220,21126,4962,4662,9628,4979,4806,9791,10768,10736,21502,10502,10492,20995,11038,10844,21882,11001,10487,21489,8111,7634,15744,3993,4206,8200,1116,1790,2901,75172,76028,151199,6819,4070,10883,3945,3727,7671,775,737,1510,845,839,1683,5568,5300,10868,63318,61908,125227,10774,12001,22774,67754,67345,135094,5454,6274,11728,68554,68423,136978,1166,1073,2240,9986,9343,19330,3116,3209,6324,766,1088,1853,1488,3129,4614,27567,31868,59435,5813,5212,11019,18222,16255,34481,3823,3365,7181,3295,2898,6193,254,234,483,70080,71641,141726,13093,11423,24520
CED307,78905,80662,159571,4901,4417,9316,11996,11080,23076,5629,5253,10879,4845,4451,9291,9354,9642,18992,10656,11618,22267,11415,12030,23443,9173,9712,18884,6831,7489,14324,3352,3688,7037,759,1294,2050,76144,78483,154629,2762,2187,4949,1940,1987,3926,119,114,230,136,104,236,2184,2201,4389,60881,61668,122552,15490,16650,32140,69722,70680,140402,6518,7488,14003,70966,72454,143417,1517,1403,2927,11511,10590,22100,4250,4278,8526,1485,1711,3198,2004,3775,5783,37076,40233,77313,4988,4409,9400,12849,13363,26206,2671,2490,5164,1753,2014,3758,204,213,413,75501,77625,153126,2055,2344,4404
CED308,94416,100202,194617,5815,5612,11425,12802,11979,24777,5814,5662,11476,6094,6020,12115,12486,13435,25931,12278,13300,25579,12294,13598,25890,10781,11953,22742,9132,10567,19698,5513,5907,11420,1404,2167,3572,90983,97439,188423,3434,2758,6192,2093,2168,4265,84,85,166,87,117,203,2265,2369,4633,60469,62861,123332,28592,31846,60443,76117,79632,155747,12643,14683,27325,75223,79907,155126,1735,1681,3415,11827,11123,22949,4136,4236,8373,1841,2279,4117,2639,4966,7602,40812,46117,86927,6853,6802,13650,16518,17570,34091,4047,3928,7968,2112,2394,4507,291,368,658,87654,93528,181188,5781,6345,12123
CED309,81533,87937,169466,4368,4106,8470,10929,10400,21328,4903,4660,9563,3907,4174,8079,8691,9547,18233,10244,11275,21515,11063,12160,23223,10503,12182,22687,9755,10623,20379,5407,6158,11563,1766,2657,4424,77433,84607,162039,4102,3329,7432,1772,1867,3644,81,94,176,100,93,197,1951,2061,4015,60666,64792,125461,16616,19057,35677,72466,77907,150378,4676,5729,10412,70686,76395,147080,1338,1225,2563,10274,9733,20006,3480,3574,7059,1005,1530,2528,2039,4119,6164,35652,41539,77190,6013,5995,12005,14959,16244,31204,3234,3096,6329,1949,2070,4019,170,168,338,75435,82035,157473,6067,6702,12771
CED310,82661,89519,172185,4359,4075,8433,10838,10276,21112,5219,5209,10432,4509,4680,9190,9292,10218,19509,9797,10997,20791,10726,11840,22567,10397,11950,22349,9632,10980,20618,5937,6629,12565,1954,2670,4625,78341,86153,164494,4327,3366,7696,1985,1997,3979,91,82,174,70,87,159,2143,2168,4312,61792,66562,128350,16343,18553,34894,73355,79521,152874,4810,5731,10537,71576,77963,149541,1326,1249,2574,10121,9656,19776,3573,3982,7558,1300,1747,3045,2081,4242,6321,35118,41055,76172,5802,5915,11719,16166,17833,33999,3494,3404,6898,2320,2387,4705,176,155,329,75774,83259,159030,6377,6914,13288
CED311,80918,77766,158677,4950,4842,9790,11777,11282,23063,4998,4587,9586,4245,3984,8235,9404,9803,19206,9989,10161,20150,10772,10489,21260,11457,10491,21947,8534,7355,15891,3902,3610,7513,894,1144,2038,75194,73933,149123,5724,3825,9560,4743,5005,9743,178,157,334,385,412,793,5305,5572,10875,63919,62257,126176,8643,9025,17666,69195,67635,136827,3707,3992,7697,69055,67503,136554,1142,1130,2267,10619,10222,20845,3002,3026,6031,464,781,1243,1151,2886,4036,23250,27700,50948,5669,5221,10891,18811,16438,35247,4616,3542,8154,3988,2912,6901,267,167,437,70833,70548,141382,15164,9272,24436
CED312,94551,98792,193345,6937,6780,13717,14575,14070,28646,6380,6055,12431,6443,6554,12994,13860,14690,28548,12912,13628,26542,11630,12348,23981,9498,10311,19813,7399,8328,15722,3893,4451,8339,1019,1580,2600,91567,96236,187809,2978,2554,5535,3119,3399,6513,154,182,346,183,198,385,3461,3775,7243,63526,65822,129350,25239,27170,52409,75514,78622,154134,12882,14038,26920,75569,79469,155039,1892,1795,3684,13228,12878,26107,4274,4378,8652,1328,1920,3246,2249,4568,6821,36771,41333,78105,6556,6395,12951,16906,17214,34119,4367,4031,8395,2646,2851,5491,572,666,1241,88043,92306,180345,5697,6053,11754
CED313,86810,90780,177589,4469,4172,8639,9172,8722,17888,4932,4853,9789,7842,9102,16943,18115,18785,36909,13981,14378,28360,11453,11958,23415,8280,8597,16877,5163,5588,10749,2460,3008,5468,941,1617,2557,83385,87598,170982,3424,3182,6609,1157,1235,2395,75,86,163,83,69,155,1317,1393,2707,57764,59676,117440,24805,27010,51817,66036,67950,133983,16316,18485,34803,70811,73531,144340,1291,1259,2549,8736,8330,17069,4098,4142,8239,3867,4797,8667,5421,7156,12576,55384,59305,114687,3603,3254,6857,6829,7644,14474,1699,1631,3325,1221,1604,2821,257,352,611,79839,83967,163808,7488,7498,14984
CED314,77671,83197,160864,4865,4786,9647,11372,10897,22272,5511,5256,10764,5041,5012,10048,10089,10696,20788,9200,10000,19201,9171,10120,19286,8788,9780,18567,7614,8625,16237,4523,5513,10039,1488,2520,4011,73672,79990,153655,4002,3214,7212,3655,3940,7594,98,138,238,108,142,251,3861,4219,8080,62571,67326,129901,10911,11915,22823,66075,71304,137383,7320,7865,15178,68066,73574,141642,1247,1226,2473,10683,10253,20939,3818,3929,7750,1263,1702,2962,2523,4253,6769,29960,35108,65064,4505,4632,9133,15350,16172,31525,3548,3348,6899,3588,3596,7188,473,728,1206,70843,77130,147973,6187,6128,12316
CED315,81309,82738,164046,5214,4720,9934,11459,10831,22289,5443,5604,11045,6838,6215,13050,12071,12089,24159,10340,11068,21406,10089,10631,20722,9148,9552,18699,6724,6913,13640,3167,3685,6854,815,1439,2255,76102,79435,155538,5209,3305,8508,5553,6025,11577,919,971,1887,1180,1246,2423,7650,8236,15885,63653,65295,128942,10697,12161,22857,67704,69749,137454,6323,7423,13748,69978,72416,142399,1438,1268,2705,10460,9946,20403,3425,3979,7411,1436,2246,3687,2292,4235,6525,32233,36384,68614,5619,5292,10913,14249,14584,28827,3308,3175,6479,2392,2501,4892,335,321,661,71535,75782,147310,9582,8365,17945
CED316,75739,80821,156565,3516,3313,6828,9405,8834,18241,4305,4055,8366,3446,3420,6872,7126,7711,14845,7192,8228,15424,8690,9748,18440,10573,12182,22747,12084,12792,24875,7449,7726,15176,1947,2804,4750,71151,77084,148231,4589,3740,8326,3478,3625,7106,177,149,319,214,223,431,3862,3996,7860,59765,63123,122891,10991,12885,23878,67520,71843,139368,3511,4463,7976,67219,71838,139058,919,937,1862,8679,8224,16908,2666,2785,5452,491,761,1248,1310,2806,4117,23272,27791,51063,5491,5587,11073,19176,20846,40015,5124,4896,10020,4528,4292,8813,339,303,641,69441,74817,144261,7553,7745,15297
CED317,87392,84011,171402,5151,4713,9867,12234,11349,23578,5544,4866,10406,4772,4187,8964,10764,10496,21265,9781,10263,20046,10871,11044,21913,11886,11413,23300,9883,9039,18923,5082,4856,9939,1420,1779,3202,81743,79947,161693,5646,4067,9710,10328,10317,20645,1050,906,1951,1398,1309,2707,12773,12529,25308,67682,64589,132278,10187,11212,21401,69824,68281,138101,7251,7891,15147,73369,72027,145398,1128,1025,2145,10658,9990,20645,3091,3068,6159,463,722,1182,1224,2915,4142,26129,30250,56376,6036,5582,11614,19691,17053,36747,4606,3656,8267,4504,3651,8149,476,449,924,75096,75250,150348,21055,15910,36966
CED318,87048,88573,175620,5040,4866,9905,12139,11474,23614,5350,5202,10551,4887,4869,9760,11227,12259,23487,11208,12483,23692,12269,12680,24948,11413,11355,22768,8650,8157,16808,3861,3821,7678,1000,1405,2404,81878,84250,166132,5169,4317,9490,6152,6779,12935,4412,4750,9157,3278,3337,6611,13836,14864,28703,60995,60441,121434,17345,20630,37978,62981,62881,125859,14840,17638,32482,71906,72651,144561,1164,1182,2343,10849,10254,21103,3308,3470,6782,895,1307,2201,2455,4805,7252,34178,39347,73526,6481,6265,12750,14569,13503,28073,3582,3115,6697,2418,2342,4760,472,520,990,75474,79049,154524,17854,15406,33261
CED319,78720,82842,161558,4934,4695,9628,9649,9019,18667,4416,4180,8595,5112,5288,10404,12686,13225,25909,12178,12377,24560,10425,10842,21268,8247,8787,17038,6100,6893,12996,3524,4768,8286,1442,2760,4206,75773,80370,156141,2941,2469,5413,1720,1817,3534,109,150,259,140,155,296,1975,2122,4091,56994,59543,116537,18657,20386,39042,63662,66065,129719,11663,13528,25196,67592,71292,138884,1418,1391,2812,9168,8653,17822,3459,3513,6970,1810,2347,4162,3100,4785,7888,42256,45302,87558,4106,3745,7854,10006,11487,21498,2192,2152,4345,1975,2768,4744,309,365,670,74214,78648,152864,4106,4249,8351
CED320,91490,95091,186589,5548,5402,10948,12937,12193,25133,5813,5641,11459,5633,5335,10965,11590,12167,23749,10777,11607,22386,11198,11937,23135,10593,11660,22253,10239,11153,21392,5725,5998,11724,1435,1998,3434,87604,92127,179726,3889,2965,6855,4101,4212,8319,166,146,316,246,213,464,4519,4574,9095,70824,72465,143288,15763,17818,33582,79970,83841,163809,5118,6435,11554,78744,83176,161917,1571,1484,3058,11977,11309,23283,3697,4017,7716,974,1441,2414,1753,4002,5759,31449,36756,68205,6514,6609,13124,21120,20780,41898,5091,4721,9811,3554,3476,7031,338,297,637,83873,89313,173184,6128,5202,11329
CED321,75547,75875,151422,4413,4090,8500,10259,9802,20063,4389,4071,8459,3866,3746,7609,8325,8573,16902,7697,8518,16212,9231,9764,18996,10715,10783,21498,9919,9174,19090,5301,5291,10596,1440,2054,3494,70530,71792,142326,5014,4079,9095,5220,5464,10687,125,144,270,188,185,369,5534,5789,11322,61696,61820,123521,6177,6862,13038,65593,66191,131789,2716,3005,5725,65870,66469,132339,889,894,1789,9125,8746,17873,2422,2582,5002,406,730,1137,969,2394,3364,21350,26602,47952,4323,4516,8843,18331,16878,35207,4816,3647,8462,4847,3752,8595,321,255,582,66192,67416,133614,13740,10744,24483
CED322,77965,85643,163608,4443,4020,8463,10302,10130,20434,4892,4664,9551,4385,5026,9416,9852,11072,20926,10573,12104,22677,10668,11540,22205,8904,10259,19163,7845,8972,16819,4510,5242,9752,1590,2606,4200,74776,82804,157587,3189,2831,6027,1504,1539,3045,77,90,170,62,62,126,1649,1691,3339,55230,59658,114885,18852,21933,40788,65785,71383,137166,8042,10008,18049,66158,72470,138629,1462,1306,2763,9738,9527,19267,3694,3808,7503,1589,2184,3773,2508,4433,6937,36341,42492,78827,5250,5255,10498,12981,14267,27247,2865,2981,5848,1562,1730,3288,195,203,394,72308,79730,152034,5678,6554,12227
CED323,89128,93016,182143,4051,3747,7800,8929,8296,17221,4729,4637,9368,6175,6704,12878,14285,14862,29150,11704,11977,23681,11562,12124,23688,10694,11584,22277,9461,10155,19614,5739,6378,12122,1792,2549,4339,85608,89837,175437,3520,3182,6706,1549,1590,3130,88,76,166,68,89,154,1697,1760,3453,54631,55315,109951,27657,30931,58593,67349,68740,136093,14901,17520,32419,68490,70899,139387,1241,1128,2371,8176,7701,15881,3468,3629,7094,2328,2957,5282,4130,6172,10306,44517,48278,92799,6058,5838,11899,13345,14467,27811,3294,3130,6427,1882,2070,3952,297,325,626,80216,84589,164802,10759,10688,21450
CED324,83616,84858,168476,5019,4751,9770,10410,9984,20388,4684,4653,9342,6897,6309,13202,14609,14000,28605,12699,13051,25750,10194,10506,20700,8342,8719,17061,6224,6867,13096,3415,3990,7405,1133,2025,3157,80960,82525,163479,2658,2337,4995,1102,1227,2323,85,102,179,79,119,200,1264,1438,2701,47930,48146,96085,32295,33713,66005,50238,50216,100457,29652,31190,60842,65666,67000,132664,1476,1354,2822,9908,9500,19410,3850,4014,7864,3348,3382,6732,4607,5864,10467,49366,50085,99452,3330,2980,6312,7346,8350,15695,2008,1968,3983,1895,2560,4460,760,944,1703,79132,80631,159763,3470,3709,7182
CED325,93316,93200,186519,7075,6417,13496,14420,13507,27932,6326,5985,12307,6338,5791,12131,13925,14009,27936,14116,14208,28322,11781,12022,23804,9339,9604,18939,6229,6777,13004,2946,3504,6448,818,1376,2191,90649,91004,181653,2668,2200,4864,3110,2845,5946,238,157,391,217,214,430,3558,3217,6776,56526,53929,110455,32606,35263,67859,57892,58287,116176,27705,30126,57825,73458,75073,148530,1827,1654,3481,13299,12438,25739,4508,4756,9268,1845,2255,4097,2859,4776,7633,42760,45104,87867,5128,4905,10027,13194,12011,25201,2962,2908,5870,2555,3083,5637,990,1417,2407,85571,88668,174238,6944,4040,10981
CED326,89184,96101,185285,6002,5563,11565,12880,12241,25125,5626,5322,10949,5090,5058,10150,10939,12051,22994,12640,13719,26363,11538,12544,24082,9549,10901,20450,8387,9879,18267,4893,6079,10971,1646,2736,4380,86013,93474,179485,3168,2632,5795,2769,2951,5720,157,160,321,180,217,398,3106,3327,6434,61268,65755,127023,24007,26442,50444,72222,77677,149896,12849,14347,27197,75577,81315,156889,1695,1587,3280,12158,11563,23718,4084,4106,8190,1320,1696,3014,2368,4653,7023,38742,43775,82513,5786,5747,11536,15078,17401,32483,3677,3619,7298,2688,3181,5866,365,360,723,84235,91081,175313,3720,4386,8113
CED327,92452,94401,186856,6800,6560,13363,15062,14245,29305,6685,6180,12869,6252,5807,12056,13077,13514,26595,13563,14398,27962,11020,11583,22607,9132,9901,19038,6882,7575,14458,3210,3343,6551,768,1297,2062,89909,92213,182115,2549,2193,4739,2714,2812,5527,226,212,433,247,284,533,3184,3309,6493,53103,53057,106163,33674,35869,69542,57416,57617,115039,28847,30767,59615,70864,72306,143172,1678,1583,3263,13623,12976,26598,4517,4663,9181,1706,1936,3645,2667,4604,7275,39105,41923,81025,5477,4949,10428,13048,13595,26650,3706,3374,7085,2997,3306,6307,1294,1521,2813,86430,88495,174929,5257,5366,10623
CED328,80434,83367,163797,4132,3864,7994,11531,10826,22354,6490,6228,12718,7518,6997,14515,10141,10248,20394,11040,12080,23113,10989,11618,22608,7721,8381,16107,6059,6971,13032,3630,4178,7811,1179,1975,3151,77282,80593,157879,3145,2773,5927,812,831,1648,80,86,170,63,58,116,956,975,1931,54615,56290,110911,23456,24936,48391,64323,65686,130004,13543,15383,28920,69069,71098,140169,1428,1294,2718,11216,10523,21740,5609,5574,11183,4237,4327,8560,3927,5350,9277,50493,52917,103411,3156,3177,6325,5985,7217,13202,1592,1574,3162,835,1133,1969,155,171,323,74992,78152,153146,4359,4500,8856
CED329,75366,76871,152236,3208,3031,6234,9133,8472,17612,4505,4005,8516,3240,2885,6125,6488,6459,12946,7381,8242,15624,9795,10567,20360,11583,12733,24313,12092,11936,24024,6338,6247,12582,1602,2300,3906,70880,73213,144095,4487,3659,8146,3222,3038,6257,154,135,289,182,177,357,3559,3349,6902,58978,59425,118401,10918,12412,23329,67161,68927,136092,2460,3302,5767,66208,68276,134479,803,796,1592,8349,7784,16128,2809,2863,5674,454,711,1168,1088,2650,3741,25860,29409,55269,5392,5619,11009,18484,18162,36647,4370,3949,8315,3568,3128,6689,211,172,392,67811,70884,138692,8468,7475,15942
CED330,90275,91387,181665,5823,5413,11239,14042,13029,27073,6179,5979,12153,4882,4793,9673,9901,10984,20890,11427,12375,23802,12495,12971,25465,11370,11562,22927,8867,8783,17649,4314,4110,8416,974,1401,2372,86781,88756,175529,3498,2630,6134,3179,3365,6546,130,125,263,172,183,351,3482,3676,7153,69577,69686,139259,15479,16899,32377,79278,79766,159046,5604,6463,12069,78587,79541,158130,1587,1431,3019,13027,12113,25135,4163,4412,8573,1054,1529,2579,1605,3558,5165,31816,37866,69687,6105,5822,11922,19256,17705,36959,4774,3894,8665,3271,2788,6062,348,342,692,83847,85493,169350,5299,5621,10911
CED394,7861,6807,14670,277,229,504,478,457,932,272,291,566,444,493,934,1301,1345,2649,1194,885,2077,1042,887,1929,1297,1170,2468,1253,870,2124,283,160,444,23,25,44,0,0,0,7861,6807,14670,553,471,1025,44,27,72,57,30,84,652,533,1188,4859,4153,9019,1440,1472,2917,5206,4768,9972,551,630,1184,5052,4566,9621,26,37,63,365,357,721,94,120,212,41,70,112,139,233,369,2202,2483,4685,535,494,1026,1513,1272,2785,441,304,752,278,151,428,42,27,64,0,0,0,0,0,0
CED397,149,28,183,0,0,0,0,0,0,0,0,0,4,9,16,37,13,49,55,7,64,42,0,45,3,4,5,3,0,3,0,0,0,0,0,0,108,12,112,45,23,70,0,0,0,0,0,0,0,0,0,0,0,0,27,0,29,19,4,23,27,0,32,18,3,22,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,29,0,0,3,18,0,15,0,0,0,0,0,0,0,0,0,3,0,0,303,54,354
CED401,98241,99379,197621,5059,4715,9775,10012,9411,19424,4911,5143,10053,8821,8690,17512,19041,18114,37156,14528,13855,28378,11750,11439,23185,10366,10790,21154,7967,8901,16862,4070,5142,9215,1727,3182,4903,94782,96150,190933,3458,3226,6686,1292,1295,2584,41,40,85,37,41,75,1368,1377,2743,58322,58909,117228,35894,36788,72675,58842,59636,118480,34891,35834,70728,76456,78857,155313,1437,1295,2734,9532,8965,18496,4084,4464,8551,4876,5172,10044,6012,7411,13413,55988,57477,113460,9025,8504,17535,7261,7132,14391,2396,2757,5150,2983,3916,6893,1271,1546,2822,91072,92333,183408,8487,8441,16924
CED402,86597,85087,171687,4328,4238,8563,10653,10067,20717,5148,4571,9726,4447,3836,8277,9502,9061,18566,9581,9571,19153,11143,11096,22241,12425,12397,24820,11584,10996,22579,5935,6438,12374,1850,2816,4669,81762,80949,162705,4838,4137,8980,2499,2360,4862,53,49,101,58,44,105,2614,2454,5065,71161,69520,140683,9411,9926,19336,74972,74990,149959,4991,5044,10033,76177,76453,152628,1012,1022,2033,9881,9345,19224,3412,3280,6692,596,919,1514,1201,2816,4018,24005,30004,54007,15382,14068,29451,15714,12650,28364,5600,4350,9948,4653,4136,8787,513,370,884,77541,77666,155206,8293,6710,15003
CED403,84355,91268,175626,4305,4137,8442,9594,9067,18662,4849,4703,9555,5490,5724,11214,11363,11686,23054,10996,11856,22857,10660,11261,21919,10235,11454,21689,9258,10741,19999,5390,6624,12010,2220,4008,6231,80829,88064,168896,3531,3200,6734,830,838,1668,21,22,45,29,24,52,881,884,1768,60319,64896,125216,21440,23815,45251,66830,71939,138771,14826,16703,31529,73575,79721,153297,1366,1288,2654,9288,8811,18096,4013,4101,8113,2646,3189,5839,3655,5066,8723,44717,49646,94359,10196,10179,20374,7684,9308,16993,2570,2905,5475,2076,2583,4658,394,459,853,79436,85928,165357,3900,4867,8761
CED404,86860,84624,171485,4645,4485,9134,10636,10057,20696,4750,4291,9035,4286,3905,8187,9754,9536,19299,9229,9182,18412,10870,10880,21755,13271,12531,25800,11519,10889,22406,6135,6321,12455,1757,2549,4309,80641,79728,160373,6221,4901,11115,6023,6238,12258,105,79,186,90,114,203,6215,6433,12647,71534,69357,140896,8265,8989,17254,74972,73898,148871,4606,4985,9597,77051,75987,153034,1043,1042,2082,9674,9189,18862,2935,2907,5840,534,887,1419,1053,2540,3590,22558,28051,50606,16575,14476,31053,15415,13045,28461,5460,4434,9894,4596,3854,8445,271,259,539,76540,76339,152879,16069,10398,26474
CED405,84066,88465,172532,4556,4345,8905,8982,8555,17538,4461,4195,8656,5392,5132,10527,11911,12090,23994,10921,11405,22327,10987,11451,22440,11270,11834,23109,8592,9799,18386,4886,6264,11151,2106,3391,5499,80761,85634,166392,3311,2835,6143,1551,1613,3164,46,50,98,56,54,108,1653,1710,3365,59476,61777,121251,21486,23711,45196,62049,64400,126449,18901,21052,39957,73981,77934,151919,1270,1209,2482,8579,8205,16784,3488,3496,6984,2137,2404,4538,2818,4360,7183,39332,42702,82030,11739,11065,22805,9423,10038,19459,3132,3447,6582,3140,4167,7309,580,924,1506,79502,83795,163297,3497,3948,7453
CED406,81370,84740,166105,4660,4414,9071,10474,9783,20258,4958,4621,9580,4856,4682,9535,10401,10664,21061,10665,11248,21906,10490,10880,21365,10056,11147,21206,8958,10005,18961,4422,5128,9544,1430,2181,3616,77976,82028,160005,3391,2709,6103,1419,1512,2930,44,50,94,50,37,86,1510,1602,3107,60701,62155,122856,17633,19657,37292,71767,74314,146082,6577,7587,14170,73888,76629,150520,1289,1170,2460,10003,9318,19320,3633,3644,7277,1396,1775,3169,2119,3864,5977,31780,36852,68634,13892,12818,26710,11840,12017,23853,3521,3430,6952,1963,2187,4152,195,207,403,76934,80424,157359,2732,3292,6025
CED407,86318,87443,173757,5051,4638,9689,11065,10338,21401,5255,4864,10115,5998,5149,11144,11880,11468,23349,11944,11924,23868,10870,10976,21846,9783,10624,20409,8142,9376,17514,4791,5792,10581,1544,2285,3825,83445,85134,168575,2873,2309,5181,1461,1453,2915,35,39,77,25,26,56,1520,1518,3041,58364,58342,116701,25308,26593,51897,62602,63775,126383,20252,20518,40772,74995,76561,151559,1280,1236,2517,10610,9918,20526,4024,4046,8075,2277,2258,4538,2888,4332,7218,35940,38219,74160,13055,11779,24832,11216,11443,22660,3441,3670,7110,2744,3266,6012,880,1134,2008,82010,83604,165612,3236,3211,6444
CED408,85054,88675,173735,4401,4126,8530,10859,10429,21291,5005,4937,9947,4195,3840,8035,7732,8131,15864,9258,10348,19611,11272,11950,23224,11993,12847,24833,11912,12833,24745,6630,6726,13357,1800,2514,4304,80165,84658,164823,4890,4022,8907,1048,1041,2091,33,37,75,29,18,46,1114,1099,2209,66754,68998,135752,14088,15678,29769,77821,81099,158912,3384,3990,7369,77887,81245,159130,1138,1080,2220,10292,9903,20196,3789,3933,7720,1223,1536,2756,1749,3549,5299,34548,40529,75071,13704,12893,26593,11646,11456,23101,3701,3342,7039,2204,1993,4204,152,112,260,78565,82714,161279,4368,4788,9156
