region_id,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED121,39817,40154,79971,6925,7399,14324,9846,10500,20346,299,288,587,586,630,1216,117,109,226,134,140,274,61,66,127,80,66,146,1772,1844,3616,3,5,8,12898,13648,26546,687,711,1398,264,235,499,20774,21993,42767,4079,3282,7361,64670,65429,130099
CED122,36599,36782,73381,7879,8367,16246,11644,12412,24056,306,272,578,1163,1123,2286,119,115,234,314,267,581,80,72,152,109,92,201,73,68,141,0,0,0,13808,14421,28229,987,1026,2013,330,335,665,23004,24149,47153,4325,3230,7555,63928,64161,128089
CED123,35036,37938,72974,4361,4529,8890,15266,15904,31170,457,487,944,612,620,1232,114,133,247,162,188,350,53,65,118,74,59,133,266,268,534,0,0,0,17004,17724,34728,8979,9184,18163,315,288,603,30659,31725,62384,7145,5515,12660,72840,75178,148018
CED124,41072,42445,83517,4574,4839,9413,14952,16019,30971,165,158,323,409,430,839,59,69,128,73,76,149,34,46,80,41,39,80,45,62,107,0,0,0,15778,16899,32677,1639,1818,3457,276,276,552,22267,23832,46099,4127,3744,7871,67466,70021,137487
CED125,33075,34826,67901,6636,7531,14167,11997,13226,25223,422,442,864,1142,1180,2322,93,97,190,170,190,360,101,115,216,83,111,194,184,199,383,0,3,3,14192,15563,29755,669,779,1448,287,306,593,21784,24179,45963,3269,3249,6518,58128,62254,120382
CED126,38581,39805,78386,4023,4371,8394,15278,16362,31640,155,174,329,349,413,762,44,44,88,53,75,128,39,31,70,19,19,38,58,62,120,0,0,0,15995,17180,33175,1299,1465,2764,240,227,467,21557,23243,44800,3310,3149,6459,63448,66197,129645
CED127,37507,39491,76998,4807,4947,9754,13855,14632,28487,221,255,476,378,415,793,49,50,99,98,106,204,34,31,65,22,24,46,55,75,130,0,0,0,14712,15588,30300,3231,3383,6614,399,515,914,23149,24433,47582,2873,2715,5588,63529,66639,130168
CED128,39291,40834,80125,5543,5864,11407,12596,13542,26138,247,239,486,487,532,1019,90,99,189,133,129,262,52,58,110,61,60,121,107,110,217,0,0,0,13773,14769,28542,843,1060,1903,234,231,465,20393,21924,42317,3525,3298,6823,63209,66056,129265
CED129,44224,45420,89644,3392,3416,6808,11737,12085,23822,111,114,225,160,177,337,43,44,87,28,30,58,9,7,16,11,11,22,20,26,46,0,0,0,12119,12494,24613,3052,3490,6542,250,234,484,18813,19634,38447,2815,2716,5531,65852,67770,133622
CED130,39504,41135,80639,2597,2711,5308,14386,15195,29581,286,288,574,340,387,727,111,102,213,96,98,194,25,32,57,26,10,36,68,89,157,3,0,3,15341,16201,31542,3045,3356,6401,163,144,307,21146,22412,43558,1934,2094,4028,62584,65641,128225
CED131,37680,38798,76478,8318,9199,17517,11948,13025,24973,254,257,511,1953,2125,4078,92,105,197,144,117,261,50,70,120,96,114,210,86,83,169,0,0,0,14623,15896,30519,1056,1033,2089,346,296,642,24343,26424,50767,4186,3857,8043,66209,69079,135288
CED132,32581,33955,66536,3594,3611,7205,16701,17465,34166,411,375,786,733,710,1443,130,111,241,178,174,352,74,79,153,109,113,222,181,186,367,5,0,5,18522,19213,37735,2428,2409,4837,337,316,653,24881,25549,50430,3927,3355,7282,61389,62859,124248
CED133,31374,34946,66320,4005,4160,8165,17046,17638,34684,592,594,1186,604,647,1251,174,181,355,205,209,414,69,63,132,29,19,48,220,228,448,0,3,3,18939,19582,38521,8093,8850,16943,204,244,448,31241,32836,64077,4073,4048,8121,66688,71830,138518
CED134,34990,36699,71689,7452,8309,15761,10454,11371,21825,353,418,771,2247,2460,4707,104,101,205,171,200,371,85,103,188,111,126,237,100,108,208,0,0,0,13625,14887,28512,711,837,1548,348,327,675,22136,24360,46496,3518,3255,6773,60644,64314,124958
CED135,40968,40512,81480,8429,9073,17502,11603,12457,24060,261,284,545,1351,1391,2742,101,136,237,116,123,239,60,68,128,98,87,185,73,91,164,0,0,0,13663,14637,28300,780,824,1604,354,322,676,23226,24856,48082,5543,4355,9898,69737,69723,139460
CED136,37092,38357,75449,3841,3729,7570,16852,16479,33331,337,261,598,361,349,710,160,129,289,94,90,184,36,29,65,25,16,41,82,68,150,0,0,0,17947,17421,35368,10755,10656,21411,316,292,608,32859,32098,64957,6398,5271,11669,76349,75726,152075
CED137,33610,35112,68722,6477,6918,13395,12137,13034,25171,359,351,710,909,965,1874,150,178,328,142,165,307,64,66,130,173,147,320,134,152,286,0,3,3,14068,15061,29129,789,785,1574,263,219,482,21597,22983,44580,3529,3373,6902,58736,61468,120204
CED138,36587,38521,75108,5108,5074,10182,16193,16473,32666,450,419,869,479,461,940,186,155,341,146,158,304,36,39,75,21,24,45,142,159,301,0,0,0,17653,17888,35541,10370,10009,20379,428,354,782,33559,33325,66884,7612,5483,13095,77758,77329,155087
CED139,34197,35424,69621,5876,6470,12346,9505,10917,20422,854,992,1846,4168,4597,8765,159,175,334,236,312,548,116,136,252,127,113,240,133,137,270,0,0,0,15298,17379,32677,1690,1908,3598,345,339,684,23209,26096,49305,3789,3620,7409,61195,65140,126335
CED140,38885,39236,78121,7885,8388,16273,11156,12040,23196,854,890,1744,1047,897,1944,228,208,436,183,170,353,93,85,178,157,142,299,359,376,735,4,0,4,14081,14808,28889,1534,1536,3070,302,260,562,23802,24992,48794,4466,3342,7808,67153,67570,134723
CED141,35168,38060,73228,4678,5256,9934,14294,15665,29959,224,239,463,512,601,1113,59,74,133,130,146,276,42,64,106,31,45,76,103,100,203,0,0,0,15395,16934,32329,1590,1676,3266,354,471,825,22017,24337,46354,3725,3591,7316,60910,65988,126898
CED142,36794,38768,75562,4226,4652,8878,12477,13647,26124,221,218,439,521,551,1072,48,53,101,110,105,215,46,40,86,42,48,90,100,96,196,0,0,0,13565,14758,28323,746,854,1600,266,192,458,18803,20456,39259,2663,2690,5353,58260,61914,120174
CED143,27302,26194,53496,4709,4278,8987,21611,20199,41810,1130,975,2105,1156,1190,2346,371,379,750,526,458,984,109,106,215,81,72,153,511,510,1021,4,0,4,25499,23889,49388,14675,15127,29802,502,450,952,45385,43744,89129,11429,8992,20421,84116,78930,163046
CED144,38851,40715,79566,5579,5877,11456,11384,12638,24022,167,174,341,423,451,874,59,73,132,77,72,149,44,65,109,22,27,49,139,178,317,0,3,3,12315,13681,25996,810,910,1720,283,363,646,18987,20831,39818,2852,2770,5622,60690,64316,125006
CED145,31832,35132,66964,5397,5688,11085,14939,16085,31024,482,504,986,505,586,1091,94,113,207,183,190,373,38,54,92,21,23,44,125,148,273,4,0,4,16391,17703,34094,7283,7799,15082,200,230,430,29271,31420,60691,4434,4331,8765,65537,70883,136420
CED146,43624,45090,88714,4533,4434,8967,13015,12831,25846,174,145,319,157,172,329,81,57,138,46,53,99,32,23,55,12,9,21,43,51,94,0,0,0,13560,13341,26901,7077,6916,13993,336,305,641,25506,24996,50502,5473,4893,10366,74603,74979,149582
CED147,29965,31845,61810,4600,4427,9027,16768,17835,34603,937,878,1815,889,976,1865,242,270,512,361,418,779,67,49,116,41,38,79,330,292,622,3,3,6,19638,20759,40397,9117,9344,18461,337,302,639,33692,34832,68524,9224,8410,17634,72881,75087,147968
CED148,42027,43004,85031,3969,4324,8293,13334,13902,27236,173,154,327,286,266,552,51,59,110,72,67,139,26,18,44,27,28,55,39,39,78,0,0,0,14008,14533,28541,2953,3445,6398,255,218,473,21185,22520,43705,3885,4144,8029,67097,69668,136765
CED194,876,479,1355,298,127,425,2489,2171,4660,199,161,360,331,276,607,71,59,130,79,70,149,38,35,73,25,19,44,43,45,88,0,0,0,3275,2836,6111,645,682,1327,104,51,155,4322,3696,8018,2088,903,2991,7286,5078,12364
CED197,33,36,69,0,0,0,7,4,11,0,4,4,0,0,0,0,0,0,7,8,15,4,0,4,0,0,0,0,0,0,0,0,0,18,16,34,4,0,4,0,0,0,22,16,38,3,3,6,58,55,113
CED201,41891,43636,85527,1758,1886,3644,305,283,588,11049,11718,22767,243,256,499,82,89,171,87,95,182,35,35,70,14,11,25,37,29,66,0,0,0,11852,12516,24368,2671,2947,5618,151,139,290,16432,17488,33920,1759,1778,3537,60082,62902,122984
CED202,35876,37766,73642,5421,5767,11188,592,616,1208,15710,17593,33303,579,639,1218,246,272,518,201,256,457,121,150,271,109,110,219,48,62,110,0,0,0,17606,19698,37304,1273,1225,2498,249,239,488,24549,26929,51478,3405,3393,6798,63830,68088,131918
CED203,35044,37873,72917,2228,2300,4528,632,796,1428,12284,13205,25489,410,496,906,165,228,393,238,284,522,130,158,288,54,77,131,138,188,326,3,0,3,14054,15432,29486,5876,5942,11818,311,300,611,22469,23974,46443,4377,3886,8263,61890,65733,127623
CED204,37159,39023,76182,4741,5241,9982,662,751,1413,15020,16669,31689,568,606,1174,207,216,423,252,272,524,144,140,284,128,145,273,73,85,158,0,5,5,17054,18889,35943,984,1069,2053,272,234,506,23051,25433,48484,3775,3364,7139,63985,67820,131805
CED205,38065,39381,77446,2793,2614,5407,358,328,686,10194,9768,19962,221,231,452,120,90,210,116,111,227,55,69,124,18,15,33,40,32,72,0,0,0,11122,10644,21766,8221,7620,15841,267,216,483,22403,21094,43497,3467,3095,6562,63935,63570,127505
CED206,46670,47677,94347,5325,5726,11051,401,470,871,14411,14912,29323,306,334,640,123,131,254,137,142,279,57,61,118,36,30,66,30,30,60,0,0,0,15501,16110,31611,4430,4438,8868,265,240,505,25521,26514,52035,4329,4262,8591,76520,78453,154973
CED207,39342,40676,80018,2668,2767,5435,309,341,650,13466,14587,28053,276,296,572,88,105,193,128,128,256,44,68,112,45,40,85,30,26,56,0,0,0,14386,15591,29977,1416,1522,2938,188,167,355,18658,20047,38705,2163,2184,4347,60163,62907,123070
CED208,34962,38525,73487,2207,2289,4496,513,534,1047,12190,12411,24601,325,374,699,177,175,352,155,177,332,115,115,230,29,29,58,69,64,133,0,0,0,13573,13879,27452,9863,9863,19726,305,356,661,25948,26387,52335,3458,3050,6508,64368,67962,132330
CED209,37035,38613,75648,6426,6790,13216,488,558,1046,14517,15992,30509,560,596,1156,212,223,435,273,280,553,112,109,221,90,85,175,74,73,147,0,0,0,16326,17916,34242,1700,1709,3409,227,228,455,24679,26643,51322,2831,2677,5508,64545,67933,132478
CED210,35215,37329,72544,5434,6009,11443,445,504,949,12023,13463,25486,436,485,921,130,172,302,171,210,381,94,105,199,66,70,136,40,58,98,0,0,0,13405,15067,28472,1791,1778,3569,285,266,551,20915,23120,44035,3854,2956,6810,59984,63405,123389
CED211,35535,38429,73964,1655,1810,3465,378,412,790,12177,12933,25110,315,329,644,122,152,274,115,119,234,49,59,108,20,33,53,57,58,115,5,0,5,13238,14095,27333,4015,4172,8187,247,310,557,19155,20387,39542,2391,2438,4829,57081,61254,118335
CED212,36478,38761,75239,4472,4905,9377,470,493,963,14479,15848,30327,451,516,967,84,98,182,200,197,397,80,95,175,60,69,129,48,45,93,0,0,0,15872,17361,33233,2250,2479,4729,311,263,574,22905,25008,47913,3398,3614,7012,62781,67383,130164
CED213,36687,37805,74492,6347,6805,13152,725,637,1362,14759,15918,30677,643,609,1252,137,132,269,275,245,520,128,140,268,97,82,179,53,54,107,0,0,0,16817,17817,34634,1173,1273,2446,297,215,512,24634,26110,50744,3654,3704,7358,64975,67619,132594
CED214,37320,38956,76276,3392,3403,6795,823,831,1654,14253,13929,28182,534,526,1060,269,248,517,295,307,602,126,119,245,60,64,124,141,138,279,0,0,0,16501,16162,32663,6229,5737,11966,350,322,672,26472,25624,52096,5470,4428,9898,69262,69008,138270
CED215,36859,37663,74522,8727,9557,18284,766,801,1567,10070,11153,21223,721,726,1447,175,150,325,321,336,657,143,142,285,147,155,302,90,101,191,0,0,0,12433,13564,25997,1058,1134,2192,292,286,578,22510,24541,47051,4510,3412,7922,63879,65616,129495
CED216,35898,39683,75581,3074,3293,6367,646,700,1346,12075,13136,25211,379,424,803,123,130,253,218,228,446,64,68,132,29,32,61,88,97,185,0,0,0,13622,14815,28437,4872,4950,9822,189,191,380,21757,23249,45006,2880,3049,5929,60535,65981,126516
CED217,51770,52817,104587,3298,3349,6647,552,525,1077,18555,19127,37682,375,404,779,159,161,320,160,168,328,77,65,142,43,30,73,53,52,105,0,0,0,19974,20532,40506,5799,5766,11565,294,250,544,29365,29897,59262,5846,5146,10992,86981,87860,174841
CED218,30630,33676,64306,2407,2528,4935,1120,1260,2380,13897,14715,28612,645,825,1470,306,376,682,443,524,967,166,165,331,42,44,86,157,185,342,0,0,0,16776,18094,34870,6233,6843,13076,194,206,400,25610,27671,53281,4076,3639,7715,60316,64986,125302
CED219,48988,49249,98237,3607,3895,7502,623,626,1249,21830,22047,43877,419,480,899,167,158,325,141,162,303,85,85,170,48,44,92,49,60,109,0,0,0,23362,23662,47024,6397,6748,13145,377,355,732,33743,34660,68403,4024,3839,7863,86755,87748,174503
CED220,38137,40403,78540,2367,2467,4834,345,344,689,11058,11154,22212,287,305,592,105,113,218,132,125,257,39,56,95,37,25,62,56,53,109,0,0,0,12059,12175,24234,5794,5511,11305,247,229,476,20467,20382,40849,3146,2759,5905,61750,63544,125294
CED221,35902,36417,72319,6536,7214,13750,2243,2361,4604,8713,9721,18434,958,921,1879,260,234,494,254,239,493,112,109,221,196,219,415,110,122,232,0,0,0,12846,13926,26772,819,898,1717,232,190,422,20433,22228,42661,2886,2508,5394,59221,61153,120374
CED222,41366,43560,84926,3558,3826,7384,448,463,911,16339,17240,33579,338,393,731,110,109,219,186,191,377,59,78,137,35,41,76,46,41,87,0,0,0,17561,18556,36117,4133,4334,8467,321,303,624,25573,27019,52592,3913,3800,7713,70852,74379,145231
CED223,38354,41087,79441,2213,2321,4534,536,536,1072,11341,12322,23663,397,403,800,111,125,236,154,171,325,55,65,120,70,53,123,67,71,138,0,0,0,12731,13746,26477,2736,2754,5490,192,247,439,17872,19068,36940,2381,2446,4827,58607,62601,121208
CED224,33119,36607,69726,2454,2632,5086,785,897,1682,12891,14052,26943,443,470,913,200,238,438,258,316,574,94,135,229,42,48,90,116,141,257,3,0,3,14832,16297,31129,5523,5880,11403,187,171,358,22996,24980,47976,2807,2698,5505,58922,64285,123207
CED225,40191,41208,81399,3832,4003,7835,371,443,814,16108,17156,33264,407,419,826,131,153,284,203,210,413,69,89,158,37,54,91,51,48,99,0,0,0,17377,18572,35949,2233,2399,4632,231,197,428,23673,25171,48844,3006,2749,5755,66870,69128,135998
CED226,47856,48376,96232,5153,5502,10655,1149,1165,2314,26913,27531,54444,949,950,1899,308,351,659,346,369,715,183,193,376,107,106,213,126,145,271,0,0,0,30081,30810,60891,8270,8916,17186,488,437,925,43992,45665,89657,6649,5545,12194,98497,99586,198083
CED227,36496,36981,73477,7652,8405,16057,1273,1389,2662,7134,7660,14794,529,588,1117,794,835,1629,202,216,418,86,92,178,134,133,267,24,21,45,0,0,0,10176,10934,21110,1215,1139,2354,270,233,503,19313,20711,40024,3444,3163,6607,59253,60855,120108
CED228,36478,38928,75406,2498,2645,5143,364,398,762,10581,11028,21609,325,320,645,141,147,288,149,147,296,69,86,155,37,42,79,59,70,129,0,0,0,11725,12238,23963,4615,4288,8903,191,189,380,19029,19360,38389,3964,3656,7620,59471,61944,121415
CED229,46925,46756,93681,6901,7344,14245,774,735,1509,21164,22323,43487,723,720,1443,212,221,433,274,260,534,95,133,228,186,143,329,94,101,195,0,0,0,23522,24636,48158,1993,2145,4138,310,285,595,32726,34410,67136,3761,3587,7348,83412,84753,168165
CED230,34740,35864,70604,7444,8184,15628,474,491,965,14452,15916,30368,549,569,1118,116,128,244,239,233,472,112,117,229,76,82,158,24,33,57,0,0,0,16042,17569,33611,1120,1157,2277,284,263,547,24890,27173,52063,2991,2885,5876,62621,65922,128543
CED231,29498,31248,60746,3350,3606,6956,1928,2083,4011,20499,20978,41477,1242,1495,2737,609,688,1297,932,1089,2021,367,446,813,118,147,265,465,509,974,4,0,4,26164,27435,53599,14224,15864,30088,451,403,854,44189,47308,91497,9212,7693,16905,82899,86249,169148
CED232,28829,30731,59560,3711,3829,7540,1633,1740,3373,17606,18272,35878,1037,1187,2224,386,455,841,654,737,1391,267,276,543,79,82,161,219,229,448,0,0,0,21881,22978,44859,10038,10137,20175,330,294,624,35960,37238,73198,6652,5693,12345,71441,73662,145103
CED233,38533,40893,79426,1796,1910,3706,338,357,695,10150,10713,20863,231,267,498,86,100,186,106,106,212,30,39,69,18,14,32,42,36,78,0,0,0,11001,11632,22633,2992,3299,6291,123,130,253,15912,16971,32883,1910,1968,3878,56355,59832,116187
CED234,36287,36395,72682,7204,7793,14997,1192,1373,2565,8904,9754,18658,587,634,1221,153,171,324,176,188,364,92,99,191,66,70,136,32,36,68,0,0,0,11202,12325,23527,1310,1269,2579,276,252,528,19992,21639,41631,3779,3427,7206,60058,61461,121519
CED235,40401,41458,81859,2073,2062,4135,299,323,622,11276,11877,23153,225,237,462,96,96,192,83,73,156,28,46,74,39,15,54,28,32,60,0,4,4,12074,12703,24777,3393,3493,6886,161,168,329,17701,18426,36127,3064,2883,5947,61166,62767,123933
CED236,36860,37246,74106,6828,7288,14116,420,436,856,8740,9660,18400,493,545,1038,499,547,1046,260,279,539,104,106,210,77,92,169,28,30,58,3,3,6,10624,11698,22322,945,931,1876,258,297,555,18655,20214,38869,3411,2762,6173,58926,60222,119148
CED237,38842,42036,80878,2726,2754,5480,725,843,1568,13711,14362,28073,508,606,1114,241,258,499,319,364,683,160,165,325,60,79,139,173,202,375,0,0,0,15897,16879,32776,6457,5804,12261,312,323,635,25392,25760,51152,4619,4003,8622,68853,71799,140652
CED294,496,309,805,211,106,317,164,135,299,1459,1333,2792,119,120,239,49,44,93,77,51,128,26,46,72,22,14,36,19,20,39,0,0,0,1935,1763,3698,539,571,1110,43,24,67,2728,2464,5192,1215,645,1860,4439,3418,7857
CED297,18,0,18,0,0,0,0,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,4,0,4,0,0,0,14,0,14,4,0,4,36,0,36
CED301,31019,31209,62228,3862,4202,8064,1554,1492,3046,480,440,920,17732,18918,36650,237,216,453,178,171,349,86,73,159,210,193,403,112,103,215,0,0,0,20589,21606,42195,1730,1850,3580,501,421,922,26682,28079,54761,4632,3569,8201,62333,62857,125190
CED302,33839,36474,70313,2627,2762,5389,1306,1388,2694,542,554,1096,16358,17512,33870,208,217,425,202,210,412,88,97,185,74,95,169,123,166,289,0,0,0,18901,20239,39140,4821,4962,9783,384,391,775,26733,28354,55087,3405,2893,6298,63977,67721,131698
CED303,33658,35029,68687,4404,4698,9102,1446,1531,2977,486,538,1024,16364,17751,34115,165,182,347,195,198,393,100,86,186,77,97,174,133,147,280,0,0,0,18966,20530,39496,3243,3390,6633,329,336,665,26942,28954,55896,2843,2621,5464,63443,66604,130047
CED304,26114,27174,53288,2311,2374,4685,2397,2302,4699,1070,1034,2104,20603,21128,41731,294,288,582,361,368,729,137,142,279,164,149,313,309,264,573,0,0,0,25335,25675,51010,8635,8701,17336,463,373,836,36744,37123,73867,5836,4368,10204,68694,68665,137359
CED305,33535,32554,66089,5715,5775,11490,1260,1181,2441,573,512,1085,18409,18617,37026,207,215,422,390,366,756,123,101,224,274,253,527,49,54,103,0,0,0,21285,21299,42584,2012,1912,3924,496,440,936,29508,29426,58934,7189,4424,11613,70232,66404,136636
CED306,35091,34039,69130,5313,5372,10685,2007,1868,3875,964,973,1937,16873,17136,34009,364,337,701,504,484,988,207,191,398,280,272,552,90,92,182,0,0,0,21289,21353,42642,3161,3152,6313,492,530,1022,30255,30407,60662,7106,4302,11408,72452,68748,141200
CED307,35320,35942,71262,3127,3337,6464,1079,1128,2207,501,491,992,16290,17209,33499,154,186,340,202,235,437,108,93,201,161,161,322,116,128,244,0,0,0,18611,19631,38242,2608,2717,5325,316,257,573,24662,25942,50604,2421,2157,4578,62403,64041,126444
CED308,27810,29220,57030,4070,4243,8313,3191,3454,6645,1081,1159,2240,18173,19759,37932,339,335,674,323,359,682,209,208,417,127,128,255,236,204,440,3,0,3,23682,25606,49288,5573,5916,11489,513,498,1011,33838,36263,70101,4604,4323,8927,66252,69806,136058
CED309,29114,31203,60317,4755,4958,9713,1688,1913,3601,981,1116,2097,15603,17441,33044,270,297,567,364,395,759,134,166,300,178,183,361,155,169,324,3,3,6,19376,21683,41059,2776,3010,5786,485,508,993,27392,30159,57551,3224,2824,6048,59730,64186,123916
CED310,26312,27846,54158,3779,4215,7994,1698,1865,3563,791,895,1686,16936,18825,35761,214,237,451,312,333,645,144,166,310,153,193,346,142,162,304,0,0,0,20390,22676,43066,2727,2929,5656,366,322,688,27262,30142,57404,3330,3130,6460,56904,61118,118022
CED311,34684,32027,66711,7005,6851,13856,1436,1265,2701,622,616,1238,17197,16975,34172,250,252,502,479,438,917,147,141,288,331,326,657,29,30,59,3,4,7,20494,20047,40541,2083,2051,4134,479,369,848,30061,29318,59379,6178,4296,10474,70923,65641,136564
CED312,31345,31472,62817,3594,3860,7454,1839,2090,3929,634,653,1287,18864,20370,39234,211,256,467,173,192,365,106,142,248,90,80,170,108,124,232,0,0,0,22025,23907,45932,3810,4093,7903,610,565,1175,30039,32425,62464,4038,3745,7783,65422,67642,133064
CED313,27746,29449,57195,2082,2103,4185,2202,2121,4323,875,865,1740,19490,19894,39384,298,284,582,301,302,603,127,144,271,107,116,223,208,250,458,0,0,0,23608,23976,47584,7712,7812,15524,431,375,806,33833,34266,68099,4905,3765,8670,66484,67480,133964
CED314,30959,32988,63947,3983,4260,8243,1449,1551,3000,396,377,773,19000,20903,39903,129,140,269,172,190,362,86,91,177,193,251,444,114,102,216,3,0,3,21542,23605,45147,2074,2061,4135,382,323,705,27981,30249,58230,3739,3505,7244,62679,66742,129421
CED315,30343,30400,60743,3313,3622,6935,2124,1912,4036,1177,1184,2361,20812,22235,43047,407,404,811,462,495,957,194,221,415,601,594,1195,227,221,448,3,0,3,26007,27266,53273,2749,2964,5713,515,392,907,32584,34244,66828,5728,4630,10358,68655,69274,137929
CED316,29688,31225,60913,3904,4305,8209,1791,1935,3726,761,822,1583,18132,20211,38343,231,247,478,360,391,751,130,151,281,276,295,571,100,114,214,3,3,6,21784,24169,45953,1453,1620,3073,460,475,935,27601,30569,58170,3804,3613,7417,61093,65407,126500
CED317,39816,37494,77310,7961,8180,16141,1176,1074,2250,549,488,1037,13807,14206,28013,236,252,488,432,388,820,107,101,208,454,446,900,62,50,112,5,12,17,16828,17017,33845,1789,1795,3584,457,427,884,27035,27419,54454,7079,5018,12097,73930,69931,143861
CED318,34508,34213,68721,4952,5158,10110,1860,1928,3788,1429,1559,2988,17748,19232,36980,613,645,1258,709,762,1471,183,210,393,654,634,1288,151,167,318,8,3,11,23355,25140,48495,3803,4307,8110,600,507,1107,32710,35112,67822,7322,5822,13144,74540,75147,149687
CED319,34776,37586,72362,2207,2389,4596,1345,1361,2706,536,498,1034,17423,18651,36074,213,197,410,197,188,385,112,128,240,161,128,289,154,173,327,0,0,0,20141,21324,41465,4748,4782,9530,367,361,728,27463,28856,56319,3815,3669,7484,66054,70111,136165
CED320,30849,31820,62669,4792,5272,10064,1585,1735,3320,637,690,1327,18336,19810,38146,217,211,428,220,228,448,126,132,258,141,171,312,91,116,207,0,0,0,21353,23093,44446,2083,2292,4375,545,530,1075,28773,31187,59960,4814,3844,8658,64436,66851,131287
CED321,36853,35828,72681,9157,9577,18734,1611,1647,3258,327,336,663,13391,14478,27869,185,162,347,221,213,434,55,62,117,207,228,435,22,35,57,0,0,0,16019,17161,33180,1277,1216,2493,460,383,843,26913,28337,55250,4933,4018,8951,68699,68183,136882
CED322,29816,32018,61834,4008,4277,8285,3939,4432,8371,986,1156,2142,14950,16460,31410,269,294,563,308,340,648,154,173,327,106,102,208,166,190,356,0,0,0,20878,23147,44025,4145,4536,8681,399,402,801,29430,32362,61792,4362,4441,8803,63608,68821,132429
CED323,29066,31172,60238,3809,3844,7653,3290,3543,6833,1143,1194,2337,16240,16725,32965,295,353,648,271,306,577,225,307,532,107,111,218,171,187,358,0,0,0,21742,22726,44468,6357,6668,13025,545,488,1033,32453,33726,66179,7237,6597,13834,68756,71495,140251
CED324,33600,35690,69290,2637,2622,5259,1210,1185,2395,489,464,953,15575,15849,31424,162,168,330,175,172,347,72,74,146,109,90,199,124,112,236,0,0,0,17916,18114,36030,8572,8728,17300,399,337,736,29524,29801,59325,4277,3695,7972,67401,69186,136587
CED325,31362,32708,64070,3945,4243,8188,1388,1487,2875,548,530,1078,16863,17579,34442,254,285,539,169,178,347,97,93,190,125,138,263,106,118,224,3,0,3,19553,20408,39961,5056,5372,10428,433,422,855,28987,30445,59432,5514,3504,9018,65863,66657,132520
CED326,29175,31696,60871,4005,4375,8380,1853,1934,3787,789,781,1570,17077,19063,36140,208,236,444,248,214,462,111,118,229,138,155,293,154,178,332,0,0,0,20578,22679,43257,4341,4594,8935,478,460,938,29402,32108,61510,3623,3455,7078,62200,67259,129459
CED327,37726,38507,76233,3717,4024,7741,1292,1369,2661,514,524,1038,20158,21325,41483,203,203,406,140,161,301,104,101,205,98,97,195,77,86,163,0,0,0,22586,23866,46452,6134,6392,12526,546,489,1035,32983,34771,67754,5058,4632,9690,75767,77910,153677
