region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
CED408,18406,502,189,157,9,19263,21215,227,123,45,10,21620,3541,269,296,9,4,4119,634,75,96,0,0,805,2888,203,158,45,3,3297,177,121,71,0,0,369,396,38,19,40,0,493,257,19,13,8,0,297,7893,725,653,102,7,9380,561,367,44,6,5,983,840,107,47,16,0,1010,48915,1928,1056,326,31,52256
CED409,14687,1155,750,134,7,16733,19906,1856,915,31,5,22713,3897,1159,1535,11,3,6605,2638,2317,843,0,0,5798,3403,741,916,31,7,5098,280,158,195,0,0,633,503,115,115,41,0,774,211,62,58,3,0,334,10932,4552,3662,86,10,19242,224,199,164,7,0,594,1292,287,249,3,0,1831,47041,8049,5740,261,22,61113
CED410,18347,1713,1126,40,4,21230,14632,1503,1051,9,6,17201,3501,1071,1726,4,0,6302,962,677,886,0,0,2525,2794,683,1117,11,3,4608,216,149,269,0,0,634,242,36,129,13,3,423,190,43,62,3,3,301,7905,2659,4189,31,9,14793,268,360,406,3,0,1037,967,220,253,4,0,1444,42119,6455,7025,87,19,55705
CED411,13771,617,205,121,5,14719,22076,1107,202,39,10,23434,5240,1276,507,6,6,7035,1732,2271,1027,4,3,5037,3373,472,213,14,5,4077,251,186,136,0,0,573,769,100,61,33,0,963,259,55,21,6,0,341,11624,4360,1965,63,14,18026,301,97,39,3,0,440,1085,282,121,10,0,1498,48857,6463,2532,236,29,58117
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,11413,722,463,259,4,12861,23301,552,325,18,9,24205,6625,648,759,5,3,8040,819,395,409,3,6,1632,3701,301,341,10,0,4353,68,44,32,0,0,144,549,42,47,41,0,679,194,13,21,3,0,231,11956,1443,1609,62,9,15079,341,273,195,4,0,813,947,129,104,18,0,1198,47958,3119,2696,361,22,54156
CED502,14288,860,371,403,8,15930,20512,656,295,49,4,21516,5075,923,714,8,3,6723,683,417,332,3,0,1435,3573,457,232,20,3,4285,69,116,85,0,0,270,421,97,32,124,3,677,260,48,21,5,0,334,10081,2058,1416,160,9,13724,376,272,57,9,0,714,960,187,84,42,0,1273,46217,4033,2223,663,21,53157
CED503,12141,644,326,257,0,13368,23376,984,248,9,0,24617,3283,345,91,0,3,3722,539,409,159,0,0,1107,2604,255,90,8,0,2957,55,41,34,0,0,130,286,20,9,59,0,374,147,17,6,0,0,170,6914,1087,389,67,3,8460,265,106,104,4,0,479,734,84,71,15,0,904,43430,2905,1138,352,3,47828
CED504,14135,2325,1786,8,11,18265,11259,1920,2001,12,6,15198,3384,1960,4678,8,7,10037,217,508,653,0,0,1378,2447,1053,2008,10,7,5525,30,58,117,0,6,211,249,83,189,3,3,527,154,73,94,0,6,327,6481,3735,7739,21,29,18005,179,229,410,3,0,821,516,205,305,0,0,1026,32570,8414,12241,44,46,53315
CED505,10761,216,222,1429,72,12700,10788,262,160,236,34,11480,3526,608,556,70,6,4766,4128,910,481,14,30,5563,3029,203,206,167,14,3619,1075,46,99,47,5,1272,6660,895,545,428,57,8585,738,45,48,75,12,918,19156,2707,1935,801,124,24723,422,21,25,80,13,561,1131,173,115,311,18,1748,42258,3379,2457,2857,261,51212
CED506,14036,754,235,348,15,15388,17964,344,125,61,8,18502,5352,746,433,5,5,6541,1088,605,269,0,0,1962,3940,349,236,39,3,4567,58,121,48,3,0,230,567,47,65,136,5,820,361,20,18,11,0,410,11366,1888,1069,194,13,14530,246,211,56,13,0,526,885,147,59,130,0,1221,44497,3344,1544,746,36,50167
CED507,13629,1584,655,165,8,16041,19353,1733,804,23,7,21920,3882,1305,1205,15,5,6412,1182,1070,716,0,0,2968,3081,794,524,12,4,4415,81,94,57,0,0,232,304,89,34,31,0,458,182,44,28,3,0,257,8712,3396,2564,61,9,14742,168,164,27,3,0,362,836,217,142,20,0,1215,42698,7094,4192,272,24,54280
CED508,14481,794,388,303,11,15977,22403,583,370,31,0,23387,3844,668,474,13,0,4999,864,376,409,0,3,1652,3651,343,251,16,3,4264,70,53,98,0,0,221,344,37,31,70,3,485,193,19,24,0,0,236,8966,1496,1287,99,9,11857,296,230,100,5,4,635,975,118,111,19,0,1223,47121,3221,2256,457,24,53079
CED509,13377,650,340,68,3,14438,22789,693,226,3,3,23714,4237,599,594,4,4,5438,331,91,113,0,0,535,3030,371,234,8,0,3643,33,17,10,0,0,60,211,18,15,7,0,251,125,16,5,0,0,146,7967,1112,971,19,4,10073,124,56,3,0,0,183,577,65,50,4,0,696,44834,2576,1590,94,10,49104
CED510,16658,425,208,412,26,17729,15408,358,164,92,11,16033,4408,582,552,12,9,5563,2015,611,358,3,5,2992,3997,187,185,59,9,4437,344,196,195,3,0,738,1984,162,164,233,11,2554,728,55,42,23,10,858,13476,1793,1496,333,44,17142,401,89,44,15,0,549,1094,125,90,109,7,1425,47037,2790,2002,961,88,52878
CED511,13644,288,179,101,10,14222,24667,447,49,51,8,25222,4200,225,56,5,3,4489,876,204,151,0,3,1234,3239,113,49,18,4,3423,106,56,15,0,0,177,471,31,12,21,8,543,271,12,5,9,0,297,9163,641,288,53,18,10163,359,330,3,8,0,700,998,64,31,65,0,1158,48831,1770,550,278,36,51465
CED512,12901,1984,1328,12,8,16233,13750,2724,2621,35,6,19136,3566,2094,4855,31,14,10560,601,768,949,0,0,2318,3354,1272,1819,19,5,6469,64,140,212,0,0,416,325,99,219,3,6,652,187,63,112,6,0,368,8097,4436,8166,59,25,20783,142,133,101,0,0,376,775,254,321,3,0,1353,35665,9531,12537,109,39,57881
CED513,13071,2889,726,80,3,16769,12197,4939,1080,5,8,18229,3454,3389,1534,3,5,8385,1082,1319,548,0,0,2949,2970,2038,742,4,0,5754,30,176,137,3,0,346,323,198,101,14,3,639,156,87,33,0,0,276,8015,7207,3095,24,8,18349,203,245,229,0,0,677,811,426,235,4,0,1476,34297,15706,5365,113,19,55500
CED514,12012,2308,1335,22,4,15681,13756,3018,1734,10,14,18532,5236,3175,3602,0,9,12022,1655,1082,1053,0,3,3793,4178,1753,1343,7,8,7289,85,102,297,0,0,484,382,161,147,14,0,704,235,102,69,3,0,409,11771,6375,6511,24,20,24701,224,268,326,3,3,824,984,421,303,3,4,1715,38747,12390,10209,62,45,61453
CED515,17253,1318,445,6,3,19025,17482,873,284,0,3,18642,3860,779,451,0,4,5094,141,183,29,3,0,356,2721,488,251,0,0,3460,28,36,72,3,0,139,145,34,60,0,0,239,162,27,19,0,0,208,7057,1547,882,6,4,9496,186,182,290,0,0,658,631,141,89,0,0,861,42609,4061,1990,12,10,48682
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,12221,407,494,46,11,13179,12381,255,279,28,0,12943,3052,622,954,29,0,4657,1372,477,461,0,0,2310,2511,331,524,36,0,3402,104,99,93,3,6,305,308,66,100,27,0,501,223,26,44,4,3,300,7570,1621,2176,99,9,11475,182,44,102,0,0,328,743,97,123,10,3,976,33097,2424,3174,183,23,38901
CED602,13468,366,407,137,4,14382,12040,110,115,51,5,12321,2608,252,557,16,3,3436,1586,556,458,0,0,2600,2574,230,265,38,3,3110,117,58,112,6,0,293,520,60,100,57,0,737,242,26,45,11,0,324,7647,1182,1537,128,6,10500,203,23,42,6,0,274,759,104,117,51,0,1031,34117,1785,2218,373,15,38508
CED603,11411,650,1002,42,10,13115,11335,592,653,29,10,12619,2380,848,1787,35,14,5064,980,381,836,3,0,2200,2395,656,1345,69,8,4473,124,65,245,0,0,434,236,48,183,17,0,484,130,26,73,6,0,235,6245,2024,4469,130,22,12890,151,98,116,3,3,371,645,86,204,5,0,940,29787,3450,6444,209,45,39935
CED604,13240,353,306,106,0,14005,13746,330,254,44,0,14374,2076,280,329,13,0,2698,994,239,335,0,0,1568,2161,230,297,27,0,2715,86,81,41,0,0,208,252,22,31,17,0,322,159,12,14,4,0,189,5728,864,1047,61,0,7700,183,28,31,3,0,245,635,74,53,10,3,775,33532,1649,1691,224,3,37099
CED605,14451,293,178,157,10,15089,13276,180,117,83,7,13663,2110,158,137,14,0,2419,1285,138,216,0,0,1639,2713,118,133,56,4,3024,84,30,96,0,0,210,595,41,40,23,3,702,346,28,16,9,0,399,7133,513,638,102,7,8393,252,10,7,7,0,276,869,26,47,20,0,962,35981,1022,987,369,24,38383
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,3269,183,156,619,43,4270,6247,438,332,193,24,7234,1016,410,541,42,6,2015,4096,280,549,40,12,4977,1185,205,255,180,10,1835,1408,21,69,47,10,1555,2642,462,539,219,36,3898,455,61,68,80,6,670,10802,1439,2021,608,80,14950,297,23,38,72,9,439,694,96,167,277,14,1248,21309,2179,2714,1769,170,28141
CED702,4001,551,570,292,10,5424,8535,1282,1558,47,27,11449,2593,1272,2800,21,15,6701,1378,472,792,6,3,2651,1614,678,1121,39,17,3469,119,36,50,5,3,213,1333,241,363,87,4,2028,114,33,62,6,3,218,7151,2732,5188,164,45,15280,72,33,18,39,6,168,446,169,247,163,5,1030,20205,4767,7581,705,93,33351
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
CED801,16732,1796,917,114,4,19563,21027,1904,1283,10,5,24229,3368,1437,2558,4,3,7370,2643,982,808,7,0,4440,2574,755,985,17,7,4338,99,83,70,0,0,252,318,93,98,25,0,534,161,34,34,3,0,232,9163,3384,4553,56,10,17166,148,146,81,4,0,379,598,147,131,9,0,885,47668,7377,6965,193,19,62222
CED802,14506,2015,641,8,4,17174,20737,3607,1811,3,6,26164,3750,2539,3291,10,0,9590,2476,1149,1342,0,3,4970,3028,1390,1488,7,7,5920,123,120,92,0,3,338,1032,207,114,3,5,1361,150,51,41,3,0,245,10559,5456,6368,23,18,22424,199,142,95,0,0,436,598,211,190,3,3,1005,46599,11431,9105,37,31,67203
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
