CED_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED101,60464,64160,124632,1450,1512,2960,6148,6346,12497,92,75,171,111,110,217,34,38,67,51,52,99,6,3,14,12,11,25,30,27,59,0,0,0,6484,6659,13147,1652,1926,3578,133,124,250,9716,10218,19934,4688,4801,9492,74870,79178,154051
CED102,64263,65968,130226,2138,2089,4218,7723,7581,15309,137,136,275,157,169,327,56,46,98,98,80,185,17,17,36,26,20,45,55,80,136,3,0,5,8283,8127,16408,3291,3514,6808,225,187,408,13930,13910,27842,6446,6260,12704,84631,86144,170775
CED103,62669,66256,128926,2342,2413,4753,7654,7855,15505,200,213,412,231,210,444,81,86,172,126,103,233,24,13,37,13,16,34,66,68,129,0,0,0,8401,8560,16965,3155,3557,6714,139,112,252,14036,14647,28686,4748,4769,9519,81453,85679,167130
CED104,60016,62332,122343,1051,1131,2180,4671,4805,9475,79,62,142,107,88,197,28,28,54,59,52,119,3,5,8,7,5,19,33,33,69,0,0,0,4996,5088,10082,859,991,1845,93,98,184,6992,7299,14297,3657,3637,7294,70667,73267,143933
CED105,68391,67706,136094,2072,1771,3846,7034,6179,13215,198,86,283,171,92,262,139,40,179,141,55,195,9,19,31,25,9,34,21,11,29,0,0,0,7736,6493,14234,2412,2102,4517,223,159,381,12456,10521,22981,6947,6112,13059,87787,84338,172130
CED106,60579,65626,126202,1950,2105,4051,6511,6968,13486,151,158,307,185,175,362,59,70,128,99,88,187,17,15,32,16,11,28,63,57,120,3,0,3,7105,7541,14641,2301,2682,4984,103,104,208,11455,12426,23886,4159,4504,8660,76193,82552,158746
CED107,59381,60695,120075,4035,4349,8383,5531,5843,11377,95,101,196,280,289,570,44,38,82,89,64,151,13,23,39,25,26,48,52,51,107,0,0,0,6135,6432,12565,291,347,637,173,134,310,10639,11261,21897,9589,7760,17354,79605,79713,159323
CED108,66409,68432,134841,1720,1755,3474,7029,7083,14116,78,84,166,136,133,271,35,42,81,71,62,130,10,4,8,27,16,41,19,15,31,0,0,0,7404,7447,14856,1231,1444,2673,165,119,283,10524,10757,21281,6318,6318,12637,83253,85514,168765
CED109,53846,57480,111326,1547,1606,3152,5339,5662,10999,82,76,163,152,152,305,17,12,31,60,54,111,6,10,13,8,8,17,31,34,64,0,3,0,5701,6006,11709,617,653,1266,114,125,238,7981,8381,16367,4853,4938,9792,66681,70801,137478
CED110,57993,62042,120036,3491,3966,7459,5641,6169,11811,206,212,421,631,653,1283,44,53,95,106,107,213,39,33,72,50,49,98,52,64,119,3,0,0,6768,7342,14109,382,492,874,228,221,446,10873,12026,22897,7428,7460,14892,76294,81530,157824
CED111,59718,61371,121091,2134,2141,4277,6450,6811,13262,120,111,234,162,153,319,31,17,48,91,70,157,17,18,37,27,26,52,90,94,184,0,0,0,6995,7300,14295,1368,1165,2528,153,136,289,10652,10734,21387,5630,5557,11185,75998,77665,153666
CED112,57812,61526,119335,2008,2236,4242,6964,7617,14584,60,61,123,208,224,426,31,41,74,73,61,134,5,9,19,22,25,50,29,41,74,0,0,0,7387,8091,15476,301,365,669,212,221,426,9907,10907,20813,5862,6339,12197,73583,78773,152349
CED113,56431,56595,113030,2877,3089,5970,3619,3731,7353,418,388,805,350,356,706,76,59,135,99,116,212,29,28,53,61,64,131,1445,1487,2929,0,3,7,6097,6243,12338,468,441,909,163,147,318,9608,9921,19531,6925,6478,13406,72965,73000,145962
CED114,61474,62293,123766,3828,4140,7968,3493,3730,7220,1732,1916,3652,340,347,687,136,122,260,110,98,202,26,31,61,58,62,122,56,67,126,0,0,3,5960,6375,12330,520,546,1063,230,195,427,10534,11258,21795,8204,8308,16508,80217,81854,162067
CED115,64402,66774,131175,1777,1760,3533,5630,5676,11302,106,92,205,97,99,200,37,32,66,37,30,67,0,0,7,4,6,11,18,17,42,3,0,3,5934,5958,11894,1412,1628,3041,175,128,301,9295,9467,18766,6222,6104,12324,79917,82351,162271
CED116,56619,58670,115289,3075,3378,6451,5214,5543,10759,150,174,324,295,310,604,40,39,81,97,83,179,45,43,93,44,37,81,256,283,539,10,10,27,6158,6536,12689,313,352,667,167,180,350,9716,10441,20154,7137,6504,13640,73465,75609,149082
CED117,51961,55125,107085,1972,2073,4041,8011,8416,16430,259,250,504,238,264,509,83,57,142,131,123,257,20,20,36,20,21,41,90,107,196,0,0,0,8853,9261,18114,1812,2052,3865,187,195,380,12822,13578,26400,7090,7082,14175,71869,75791,147664
CED118,66396,67096,133492,1628,1553,3178,7926,7489,15421,121,80,198,202,148,353,63,48,109,73,54,126,12,6,16,16,17,37,43,49,88,0,0,4,8465,7892,16353,1507,1741,3249,120,113,230,11722,11296,23017,6077,4989,11062,84188,83386,167575
CED119,59512,61705,121213,1298,1362,2657,4458,4576,9036,100,63,159,233,178,408,18,21,42,38,35,66,10,3,14,38,28,66,52,33,84,0,0,0,4950,4932,9878,449,542,988,84,110,197,6780,6937,13724,3891,3672,7565,70187,72314,142496
CED120,58940,60150,119087,2445,2597,5044,5736,6042,11778,80,81,160,163,168,329,16,12,24,47,39,81,12,16,22,11,17,22,122,137,260,0,0,0,6184,6505,12689,298,314,609,156,119,270,9073,9538,18611,5785,5303,11090,73797,74985,148785
CED121,59506,61302,120808,3203,3498,6698,5906,6356,12256,123,88,204,401,340,743,50,34,89,118,91,209,26,20,48,36,34,69,27,25,56,0,0,0,6687,6989,13671,222,276,504,160,155,309,10268,10913,21182,6962,5961,12924,76738,78174,154912
CED122,60897,64056,124951,2369,2381,4750,8224,8397,16623,255,289,545,284,313,598,68,71,135,153,130,286,18,22,42,42,29,76,95,105,204,0,0,0,9148,9357,18505,4168,4376,8540,172,152,325,15858,16268,32121,9425,7763,17184,86176,88081,174260
CED123,62927,65167,128097,1849,1976,3826,7950,8284,16232,68,68,135,178,189,362,32,43,73,71,67,135,10,10,17,13,20,31,23,34,55,0,0,3,8346,8705,17051,566,617,1181,186,155,344,10945,11450,22400,6923,6619,13543,80795,83245,164038
CED124,55510,57746,113260,3123,3518,6639,5139,5366,10506,84,97,187,340,332,681,24,28,54,53,63,117,26,30,56,32,24,52,20,23,41,0,3,7,5720,5968,11690,172,197,370,187,186,370,9199,9874,19070,5921,6019,11942,70632,73644,144274
CED125,61084,63003,124087,1751,1926,3678,8600,8799,17404,71,74,144,151,162,312,29,40,74,73,62,131,14,5,22,29,25,53,30,24,52,0,0,0,9001,9195,18191,697,860,1555,163,142,306,11605,12125,23734,5865,5975,11845,78559,81106,159666
CED126,58013,60913,118926,1931,2045,3981,5286,5546,10829,98,81,176,144,125,270,18,14,37,50,39,94,11,6,15,20,15,34,24,25,49,0,0,0,5654,5852,11505,979,991,1970,129,138,274,8693,9029,17724,5002,5357,10362,71707,75304,147010
CED127,55451,58289,113733,2111,2155,4271,4899,5122,10024,76,109,179,137,144,281,26,27,51,47,46,98,9,19,30,19,22,43,28,23,51,0,0,0,5242,5509,10753,341,359,700,117,114,237,7816,8147,15961,5016,5183,10203,68279,71620,139902
CED128,65979,67583,133567,1788,1924,3711,5857,5653,11502,126,94,218,131,106,235,41,16,51,84,41,127,0,3,3,18,7,28,17,7,20,0,0,0,6267,5923,12190,1412,1546,2962,132,106,238,9600,9502,19102,5509,5276,10785,81087,82363,163453
CED129,61506,64439,125954,1203,1222,2416,6366,6613,12976,143,120,265,157,154,313,48,50,101,82,73,158,7,13,16,14,10,24,49,39,85,4,0,3,6878,7066,13944,1132,1322,2450,98,84,185,9308,9688,18991,3461,3433,6895,74276,77561,151841
CED130,56516,58933,115446,4118,4646,8763,4662,5138,9802,119,118,241,640,665,1306,52,48,96,54,54,107,26,16,44,46,45,92,51,41,97,3,3,5,5661,6126,11788,521,524,1043,197,171,375,10506,11461,21971,7522,7551,15076,74540,77947,152489
CED131,56707,58253,114963,2205,2231,4432,8379,8983,17366,157,176,330,334,293,627,68,62,131,83,93,175,23,31,57,46,53,98,66,55,122,0,3,3,9160,9747,18907,1149,1163,2307,206,186,396,12723,13326,26044,5138,5041,10176,74565,76617,151185
CED132,56699,61354,118056,2166,2240,4403,8405,8847,17254,227,230,457,251,297,545,86,89,172,142,138,277,8,24,35,33,21,55,89,109,190,3,0,3,9241,9751,18995,2581,2918,5495,105,125,223,14086,15031,29117,5944,6339,12277,76732,82722,159448
CED133,60127,62111,122233,3450,3820,7267,4559,4765,9324,196,197,394,1031,1057,2087,54,48,97,124,117,236,27,30,56,68,67,141,26,27,58,4,4,7,6090,6302,12396,305,345,647,216,194,410,10056,10658,20718,7429,7171,14602,77611,79941,157550
CED134,57634,58075,115710,3755,4233,7986,3955,4233,8188,150,169,315,482,504,985,121,92,219,83,103,189,10,14,23,41,33,75,26,30,55,3,0,4,4869,5176,10042,267,293,558,225,175,405,9119,9880,18994,8567,8417,16982,75320,76374,151688
CED135,68010,67667,135675,3091,2665,5755,8711,7704,16418,337,234,572,276,208,486,137,97,237,182,126,301,21,14,38,32,12,45,67,66,133,10,3,10,9764,8470,18236,4286,4515,8800,215,183,393,17352,15835,33186,7555,6976,14530,92918,90481,183395
CED136,58690,60490,119179,3332,3554,6890,6149,6574,12717,122,137,258,333,376,711,54,47,101,78,86,159,21,16,39,65,62,125,44,45,86,3,0,3,6863,7333,14199,282,315,599,184,185,370,10666,11393,22060,6135,6404,12535,75485,78290,153772
CED137,62959,66488,129450,3229,3055,6282,8631,8766,17393,310,230,537,294,301,591,103,73,177,147,111,259,20,28,47,35,19,55,71,96,165,0,3,4,9604,9618,19223,3937,3974,7912,219,190,406,16980,16847,33833,8574,7303,15870,88518,90633,179153
CED138,54856,58522,113379,3025,3355,6377,4528,5169,9694,327,378,708,1833,2034,3861,49,55,110,108,126,234,51,50,95,62,66,129,51,47,97,0,4,7,7006,7926,14938,550,595,1150,217,260,472,10795,12137,22937,7401,7798,15199,73047,78458,151508
CED139,58309,59741,118042,3779,4167,7944,4733,5191,9919,300,301,599,483,474,962,114,104,216,108,100,212,35,42,70,63,59,125,155,169,320,0,0,3,5985,6440,12427,327,364,694,155,134,287,10252,11097,21350,7651,6879,14536,76208,77722,153927
CED140,54009,57546,111558,2026,2295,4322,6077,6478,12554,88,90,176,182,188,367,19,24,43,48,50,97,19,11,30,22,22,42,28,32,64,0,0,0,6481,6897,13373,456,530,989,114,115,230,9084,9836,18919,5404,5711,11119,68498,73093,141590
CED141,56914,59715,116632,1876,1960,3838,5518,5855,11366,83,71,160,173,213,387,25,11,38,68,64,134,11,11,22,20,23,43,36,42,72,0,0,0,5927,6299,12229,229,312,545,142,137,279,8184,8703,16889,4611,4789,9397,69711,73209,142921
CED142,60323,55199,115519,4129,4137,8260,12470,12283,24753,680,666,1350,598,616,1215,148,153,298,355,298,653,65,44,109,54,49,104,235,270,511,3,3,3,14610,14391,28998,7841,8962,16805,344,291,636,26919,27782,54700,15590,12604,28194,102830,95587,198419
CED143,53551,57406,110954,2460,2518,4977,5918,6541,12457,140,168,303,143,162,306,33,46,81,89,99,193,9,12,21,20,26,45,51,54,101,0,4,4,6406,7103,13515,1838,2094,3933,119,123,245,10826,11848,22669,5750,6132,11874,70119,75381,145503
CED144,68322,68899,137218,2490,2137,4630,6296,6078,12374,112,101,215,123,94,218,65,47,107,74,56,133,6,6,8,16,22,42,26,28,50,0,0,0,6709,6433,13143,2383,2386,4770,148,105,255,11736,11064,22802,6381,6086,12463,86434,86050,172485
CED145,48070,52097,100168,2311,2432,4742,6887,7769,14655,284,329,607,249,305,555,52,64,119,166,173,335,8,10,18,20,19,42,90,79,172,19,4,19,7771,8756,16527,2492,2900,5385,165,138,301,12741,14219,26959,8119,8927,17047,68926,75247,144171
CED146,68183,70117,138299,1195,1195,2392,6340,6485,12827,85,74,155,113,113,231,26,16,43,43,27,71,0,0,3,20,25,41,20,9,32,0,0,0,6654,6751,13406,783,989,1773,139,130,267,8767,9064,17835,6214,6281,12498,83171,85462,168634
CED147,58684,62397,121076,2180,2345,4525,5795,6245,12036,83,82,164,209,205,416,26,26,49,49,41,91,8,19,28,27,13,41,54,45,101,0,0,0,6245,6681,12927,400,402,797,153,131,282,8973,9552,18532,5421,5593,11018,73081,77542,150624
CED194,1571,849,2420,430,257,688,1715,1489,3200,142,134,269,234,218,450,41,40,80,79,59,140,18,18,38,12,20,32,32,22,54,3,0,4,2271,1994,4263,508,493,1001,151,96,243,3356,2845,6200,2379,1210,3591,7308,4904,12213
CED197,138,182,322,0,0,0,6,19,29,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,31,7,3,6,0,0,0,14,21,43,22,32,52,171,239,412
CED201,54569,57302,111871,755,821,1577,112,113,225,5240,5659,10901,99,107,205,69,55,119,51,51,103,17,15,24,11,5,18,18,6,20,4,4,8,5616,6016,11630,696,834,1528,88,70,167,7155,7743,14898,3863,3870,7731,65594,68915,134506
CED202,57959,61094,119058,2473,2772,5252,173,185,365,6356,7068,13422,185,215,405,86,90,182,102,88,194,40,46,83,41,45,94,21,19,35,0,0,0,7009,7766,14776,371,421,792,123,128,255,9977,11089,21070,6019,6538,12556,73956,78725,152686
CED203,58029,61800,119825,1614,1709,3327,354,405,760,7786,8404,16185,221,241,467,114,117,229,150,125,276,53,54,108,38,51,90,45,59,106,0,3,3,8765,9460,18219,2061,2247,4311,205,222,425,12648,13632,26279,6838,7110,13946,77510,82540,160052
CED204,56337,59036,115369,2129,2387,4513,273,284,550,5907,6716,12624,183,175,360,102,115,211,98,99,197,51,61,111,57,54,113,16,20,36,0,0,0,6685,7522,14205,344,410,749,135,114,245,9284,10436,19717,6980,6700,13676,72601,76173,148766
CED205,60491,60714,121208,2066,1794,3860,245,214,466,6551,5790,12341,169,132,298,114,114,231,117,106,225,27,38,63,33,23,58,24,44,72,0,0,0,7293,6458,13753,2476,2724,5199,142,74,218,11978,11048,23028,5681,5363,11042,78151,77121,155279
CED206,66444,67126,133569,1561,1488,3049,221,209,427,5435,5297,10734,123,109,238,65,69,134,47,39,85,15,16,28,19,18,40,11,15,28,5,0,5,5935,5781,11712,1386,1514,2901,104,104,207,8987,8883,17869,6095,5881,11970,81519,81889,163410
CED207,57516,59179,116689,1262,1368,2630,100,108,209,5167,5630,10801,104,118,224,31,33,63,64,52,111,11,19,26,17,19,41,10,8,18,0,3,3,5508,5994,11503,336,367,706,117,96,208,7221,7825,15045,4612,4729,9342,69347,71734,141077
CED208,58260,62660,120920,2115,2110,4226,309,290,598,8077,7994,16071,189,202,391,135,127,261,146,138,279,67,79,145,28,31,60,67,61,127,4,0,3,9017,8920,17938,4336,4599,8938,147,117,264,15621,15743,31364,5250,5398,10649,79130,83796,162934
CED209,57532,59872,117407,3213,3375,6592,207,242,448,6226,6566,12796,204,214,421,83,65,150,103,107,214,39,50,91,69,73,141,21,34,59,0,0,0,6945,7361,14305,627,541,1166,106,95,205,10902,11370,22268,5564,5741,11308,73995,76986,150980
CED210,55359,59045,114396,2639,2975,5613,189,195,384,5597,6328,11924,200,191,393,73,84,161,105,101,207,35,28,64,35,41,80,27,29,64,0,0,0,6266,7000,13270,653,697,1355,149,156,309,9710,10834,20544,6902,6427,13324,71967,76298,148269
CED211,56311,60692,117002,962,1048,2012,162,180,336,6510,6752,13261,128,135,269,59,77,135,80,101,177,22,27,52,14,13,27,34,29,65,0,0,0,7007,7312,14320,1244,1371,2609,145,110,258,9358,9841,19198,4206,4681,8884,69868,75217,145087
CED212,55145,59009,114154,1778,1955,3728,135,123,257,6106,6582,12689,174,173,344,31,40,65,80,74,149,19,30,52,24,26,50,13,21,35,0,0,3,6577,7066,13649,466,541,1008,148,137,287,8966,9702,18675,5665,6222,11889,69782,74939,144712
CED213,58134,60722,118863,2679,3038,5718,409,258,669,5822,6157,11976,358,278,628,51,27,81,143,112,258,40,36,80,57,51,102,27,17,40,0,0,0,6911,6937,13847,310,323,632,139,137,280,10030,10440,20471,6121,6535,12663,74289,77703,151997
CED214,62053,63051,125099,2221,2129,4349,305,325,630,7499,7219,14722,257,252,513,113,111,222,156,151,309,37,45,76,42,39,84,42,38,80,0,3,3,8453,8180,16633,1715,1765,3482,160,162,318,12547,12235,24782,6864,6735,13602,81460,82014,163480
CED215,54008,55528,109536,3496,4013,7506,295,294,590,3514,3747,7255,253,254,509,77,72,151,121,123,243,36,30,65,60,57,121,38,33,69,0,0,0,4394,4610,9004,258,302,563,146,132,281,8297,9055,17353,7586,7046,14629,69889,71627,141514
CED216,54909,60189,115092,1648,1687,3338,263,257,518,6255,6687,12943,155,171,325,62,72,138,109,104,214,17,26,38,13,21,36,26,34,60,4,0,4,6904,7377,14283,1415,1588,3006,91,117,204,10061,10770,20823,4970,5358,10330,69935,76313,146251
CED217,75498,77597,153095,1803,1956,3753,303,288,587,7501,7821,15319,181,204,383,118,92,207,103,93,193,39,38,75,37,36,73,27,26,53,0,0,0,8300,8588,16884,1142,1303,2441,138,137,276,11372,11982,23357,7775,7428,15210,94654,97011,191667
CED218,52577,56955,109534,1736,2019,3759,491,548,1036,8370,9110,17480,333,376,714,128,148,276,249,238,483,63,65,120,27,18,45,68,91,159,0,3,5,9727,10588,20317,2513,3040,5556,156,124,277,14130,15776,29906,6310,6700,13008,73009,79437,152447
CED219,77455,77739,155193,1767,1719,3485,263,254,514,9567,9414,18982,198,170,372,135,106,240,120,112,233,30,39,74,27,26,48,31,30,58,0,0,0,10366,10160,20525,1458,1790,3250,185,161,348,13785,13828,27613,7039,6754,13801,98273,98331,196602
CED220,58528,60998,119530,1456,1480,2941,208,181,384,6269,6050,12321,151,143,295,64,61,120,94,74,170,23,32,58,21,11,39,22,24,47,0,0,0,6853,6579,13431,1749,1983,3732,154,112,262,10213,10157,20368,4839,4792,9631,73579,75947,149526
CED221,53305,54966,108274,3217,3451,6663,968,1052,2013,3522,3741,7264,386,340,727,83,79,160,129,137,264,44,52,92,54,62,118,53,45,97,0,0,0,5237,5499,10741,262,347,610,104,108,209,8826,9402,18228,6124,6133,12258,68254,70503,138756
CED222,60880,63785,124668,1876,1806,3682,189,182,363,6590,6774,13364,151,145,305,67,44,116,79,74,153,21,32,58,20,22,45,11,14,22,3,0,3,7138,7289,14426,1110,1222,2329,151,159,310,10274,10472,20741,5620,5582,11202,76773,79836,156611
CED223,55339,58632,113969,1193,1241,2434,204,167,374,5223,5581,10799,196,181,376,50,53,106,77,85,158,16,36,50,26,34,61,42,35,73,0,0,0,5836,6162,12001,819,894,1712,84,75,157,7938,8371,16303,4523,4818,9333,67790,71820,139609
CED224,52566,57818,110387,1671,1820,3495,230,256,485,6753,7314,14068,202,232,436,101,97,201,151,146,293,47,45,89,16,26,45,69,76,145,0,0,0,7575,8193,15767,1950,2333,4278,97,96,202,11295,12442,23738,4946,5143,10094,68808,75407,144213
CED225,62603,63443,126044,1243,1371,2612,158,168,325,6812,7111,13931,142,155,295,48,44,96,76,75,155,27,23,53,20,26,51,21,19,34,0,3,4,7313,7623,14942,701,759,1454,105,96,202,9367,9847,19209,4911,4933,9845,76880,78220,155100
CED226,86675,87428,174102,2940,3056,5992,678,665,1344,10804,10563,21360,383,377,760,224,225,448,226,227,458,74,69,150,57,68,127,70,69,140,0,0,0,12520,12264,24785,2704,3097,5798,176,151,324,18334,18570,36904,9092,7700,16794,114095,113700,227795
CED227,53275,54058,107328,3100,3449,6546,415,435,847,3106,3430,6536,179,166,339,281,271,553,101,108,208,20,22,42,71,67,139,11,20,27,0,0,3,4185,4515,8694,442,421,867,158,140,301,7881,8524,16404,6702,6629,13322,67856,69208,137058
CED228,62620,65485,128107,2002,1907,3910,282,279,563,7028,6953,13980,186,206,392,110,126,234,101,94,198,40,37,80,31,22,49,45,40,87,4,0,5,7827,7767,15585,1679,1813,3494,163,128,291,11667,11616,23285,6596,6487,13085,80882,83593,164476
CED229,79928,81321,161255,3092,3259,6352,409,401,805,9598,10016,19612,444,377,824,106,80,183,123,117,240,42,49,90,72,58,135,38,35,70,0,0,3,10833,11133,21964,1101,1226,2333,154,125,282,15178,15745,30924,7356,7588,14943,102463,104657,207122
CED230,62610,65669,128286,3452,3882,7328,190,203,398,6251,6944,13204,235,239,479,47,51,101,82,91,172,23,28,54,44,42,90,11,19,31,3,0,3,6893,7627,14521,378,440,822,142,127,265,10865,12078,22942,6786,7124,13908,80262,84871,165134
CED231,59389,62996,122392,3875,4276,8148,933,1021,1956,12897,13982,26877,672,747,1420,282,303,580,501,494,993,128,157,282,73,87,160,204,241,446,0,4,4,15695,17028,32722,8410,9728,18145,261,279,539,28239,31313,59553,12442,12164,24599,100071,106469,206540
CED232,51018,53537,104550,2522,2615,5135,659,670,1328,9167,9825,18993,509,549,1056,158,150,309,324,303,633,95,92,186,58,52,108,90,76,168,0,0,0,11057,11720,22776,3444,3835,7280,180,146,332,17203,18319,35521,9301,9515,18813,77522,81366,158890
CED233,54682,58060,112740,903,971,1867,117,121,245,5080,5314,10393,112,131,240,75,103,177,72,83,158,16,18,29,8,9,19,16,23,42,0,0,0,5506,5800,11302,1170,1337,2509,78,79,153,7650,8181,15833,3816,3975,7794,66146,70219,136365
CED234,55859,56599,112454,3242,3461,6708,467,508,971,3584,3852,7437,245,259,496,55,61,115,104,83,185,42,49,89,54,38,93,10,8,22,0,0,0,4559,4854,9411,399,496,893,160,155,316,8368,8966,17330,7065,6909,13975,71285,72476,143762
CED235,66777,68207,134985,1247,1186,2436,216,211,425,6805,6688,13500,141,127,268,98,90,190,93,78,174,20,23,43,45,32,75,17,23,41,0,0,0,7439,7274,14713,1360,1535,2896,112,87,199,10166,10073,20237,5178,5261,10438,82119,83546,165663
CED236,51722,52895,104616,2905,3094,6000,170,185,352,3370,3640,7009,172,198,373,137,162,301,106,115,221,35,39,73,46,51,97,8,14,23,0,0,0,4045,4402,8453,351,330,679,104,109,212,7412,7937,15347,6709,5743,12458,65842,66578,132421
CED237,60593,64034,124634,2206,2078,4286,461,421,887,8576,8877,17455,347,346,694,154,158,314,214,191,411,58,62,118,39,42,83,68,106,171,0,0,0,9933,10211,20142,2280,2418,4698,194,188,384,14609,14891,29504,6597,6710,13307,81801,85642,167442
CED294,810,544,1354,300,188,486,94,89,185,1046,961,2005,103,111,216,28,24,54,57,42,106,16,15,31,10,15,28,5,11,18,0,3,3,1368,1270,2645,331,340,666,94,64,159,2095,1859,3954,1374,795,2164,4279,3200,7480
CED297,13,0,12,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,12,0,11,3,0,3,28,4,29
CED301,56371,57643,114012,2371,2488,4856,540,553,1092,184,182,368,8724,9393,18113,104,89,192,102,106,207,45,44,89,140,118,260,43,33,82,3,0,6,9879,10525,20406,424,481,900,280,216,499,12945,13708,26656,6915,6564,13476,76237,77918,154148
CED302,55410,58839,114252,1384,1539,2923,400,399,795,153,167,323,7904,8390,16291,65,78,140,104,138,242,11,18,32,48,43,90,40,33,79,0,0,3,8734,9269,18002,1086,1302,2388,160,147,313,11367,12255,23618,5018,4924,9944,71794,76012,147812
CED303,55901,58192,114090,1924,2067,3988,426,471,902,167,194,359,7110,7545,14653,70,50,126,97,94,189,20,22,48,48,42,90,30,24,57,3,0,3,7978,8445,16420,486,538,1026,176,166,342,10562,11216,21779,4785,4906,9688,71243,74313,145561
CED304,51496,51652,103151,2329,2435,4762,857,865,1717,487,489,975,12777,12993,25772,112,100,216,208,180,391,43,48,96,101,80,181,110,93,200,0,0,0,14694,14850,29542,3573,3922,7492,258,231,491,20850,21437,42290,8625,8141,16769,80981,81234,162210
CED305,55919,54516,110431,2954,3217,6175,266,282,553,137,168,309,6627,7034,13659,43,39,78,102,101,206,32,34,62,61,60,121,7,11,20,0,0,0,7277,7735,15012,337,419,757,214,206,417,10782,11575,22357,9290,6775,16066,75991,72870,148860
CED306,57175,56127,113303,3062,3236,6292,498,512,1002,265,295,564,6897,7499,14393,103,98,198,174,179,355,66,65,132,77,86,163,48,49,103,0,0,0,8137,8777,16917,586,683,1266,206,193,401,11989,12881,24871,9216,7074,16288,78383,76083,154461
CED307,57211,58609,115813,1520,1597,3119,317,343,661,148,168,313,6685,7104,13790,49,51,97,96,94,185,33,25,56,61,55,121,38,34,76,0,0,0,7434,7870,15301,467,546,1014,165,152,314,9584,10167,19752,4480,4376,8850,71268,73145,144418
CED308,57564,60824,118389,2496,2744,5244,1250,1424,2675,435,459,892,9805,10789,20593,110,95,209,167,168,332,76,94,163,73,86,152,60,66,124,0,0,4,11974,13171,25146,1209,1310,2527,280,219,496,15958,17452,33409,7802,8115,15911,81321,86387,167706
CED309,53459,58018,111476,2503,2752,5258,630,705,1333,405,429,837,8481,9300,17782,85,87,167,174,175,349,68,74,141,80,72,156,53,49,98,3,3,4,9973,10903,20872,700,849,1554,236,197,432,13410,14708,28117,6138,6189,12331,73009,78916,151929
CED310,49470,52763,102237,2213,2416,4630,532,583,1112,261,297,556,8037,8810,16849,97,86,187,109,113,222,60,66,124,55,66,127,47,70,119,0,0,0,9201,10096,19299,681,788,1470,181,171,349,12288,13466,25754,5379,5556,10944,67137,71790,138928
CED311,58579,55055,113633,3896,4114,8007,360,367,729,165,153,314,6504,6679,13180,80,68,148,124,139,261,44,40,82,90,83,173,7,12,21,0,0,0,7368,7542,14911,426,522,944,222,213,432,11903,12392,24294,8378,7132,15507,78859,74576,153431
