CED_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED328,3,45,4907,4958,73,519,6155,6744,2739,1807,4448,8992,6323,1139,1751,9214,6511,837,1502,8851,5003,474,1205,6686,4062,238,848,5144,1829,48,464,2342,444,7,274,725,26982,5122,21553,53658,4,51,4776,4830,165,740,6217,7122,3676,1878,3650,9205,7134,1163,2134,10426,6585,788,2386,9755,5046,412,2104,7563,3548,161,1975,5681,1292,23,1465,2779,222,3,991,1219,27665,5218,25701,58585,3,94,9689,9788,235,1258,12371,13868,6414,3683,8101,18204,13456,2300,3884,19639,13099,1625,3891,18611,10048,890,3311,14248,7608,402,2820,10827,3121,69,1925,5117,663,13,1265,1947,54651,10341,47252,112244
CED329,4,54,3778,3834,96,392,2129,2613,1492,1165,2216,4872,3355,1139,1990,6478,4605,1168,2559,8328,5808,985,2688,9479,6158,618,2225,9000,2812,152,1115,4079,613,17,430,1057,24944,5673,19125,49739,4,97,3415,3516,176,586,1700,2462,2187,1328,2050,5565,4101,1226,2252,7579,5366,1249,3144,9766,6193,883,3158,10240,5440,441,2887,8770,1857,87,2087,4035,284,14,1084,1374,25611,5900,21783,53297,8,149,7190,7347,270,975,3828,5080,3678,2490,4267,10438,7459,2364,4245,14063,9972,2410,5703,18087,12007,1866,5847,19720,11598,1055,5112,17770,4672,233,3204,8107,897,30,1508,2431,50555,11575,40908,103039
CED330,0,50,4973,5022,115,543,3066,3720,2609,1575,2775,6959,5633,1403,1895,8932,6693,1393,2205,10287,6017,823,1834,8671,4770,375,1476,6622,1875,95,714,2682,337,10,287,629,28063,6264,19208,53531,8,115,4624,4744,272,805,2679,3758,3530,1732,2530,7791,6486,1441,2120,10050,7111,1379,2420,10912,5819,707,2061,8589,4083,260,1974,6319,1196,46,1367,2608,149,5,653,814,28656,6497,20436,55587,5,164,9598,9769,386,1346,5745,7477,6143,3306,5302,14755,12122,2846,4011,18982,13809,2767,4624,21199,11844,1526,3895,17266,8854,640,3456,12943,3071,147,2076,5292,493,11,939,1445,56712,12754,39645,109117
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,4,40,3988,4030,126,541,5794,6462,3741,2341,6534,12615,5605,1164,3087,9852,4954,904,3035,8886,4628,712,2710,8059,3513,349,1615,5478,1797,88,816,2702,608,10,476,1096,24979,6144,28059,59183,8,58,3687,3753,319,764,5209,6295,4920,2390,5218,12529,5721,1092,2849,9669,5084,896,3280,9263,4566,668,3397,8632,3152,249,2790,6184,1310,32,2144,3488,284,10,1455,1755,25366,6162,30030,61560,16,96,7674,7788,448,1302,11002,12750,8657,4731,11758,25143,11326,2253,5941,19523,10033,1800,6314,18146,9196,1384,6110,16688,6666,595,4407,11668,3112,117,2965,6195,898,16,1935,2851,50345,12306,58091,120748
CED402,6,60,4089,4154,117,577,2683,3378,2343,1600,2938,6886,4138,1092,2209,7448,5297,1118,2866,9279,5901,780,2694,9370,5217,375,1819,7408,2691,96,931,3717,697,22,466,1179,26408,5719,20697,52825,9,148,3710,3863,256,867,1941,3064,3132,1579,2322,7032,4690,1143,1996,7826,5664,1115,2585,9363,5967,686,2448,9106,4695,284,2324,7304,2013,68,2120,4198,307,10,1314,1635,26729,5908,20756,53393,14,204,7805,8018,377,1444,4617,6441,5477,3186,5260,13923,8828,2236,4208,15274,10957,2238,5447,18645,11870,1466,5143,18474,9909,667,4137,14714,4707,163,3050,7913,1003,29,1779,2815,53133,11628,41452,106215
CED403,0,18,4260,4282,58,287,3963,4309,2589,1404,3459,7449,5375,1095,1799,8269,5673,860,2047,8580,5687,709,1812,8207,4843,327,1214,6383,2448,89,728,3267,776,15,506,1299,27452,4812,19786,52043,12,34,4208,4258,142,431,3611,4186,3524,1532,3011,8064,5897,1084,2041,9022,6083,910,2692,9686,5660,634,2881,9182,4355,288,2414,7060,1900,38,2138,4079,378,10,1647,2032,27956,4962,24652,57570,15,55,8468,8539,199,717,7576,8495,6112,2936,6473,15513,11270,2184,3834,17292,11752,1769,4735,18263,11351,1343,4695,17384,9200,619,3627,13436,4346,131,2872,7352,1155,21,2157,3331,55400,9777,44439,109615
CED404,7,61,3572,3638,109,611,2294,3004,2020,1758,2674,6454,3346,1126,2020,6489,4440,1140,2977,8556,5412,791,2897,9109,4878,374,2079,7329,2408,117,1134,3662,512,16,457,984,23127,5989,20108,49224,14,134,3087,3231,211,911,1733,2855,2768,1780,2354,6901,3870,1178,1928,6975,4855,1145,2598,8597,5531,744,2440,8718,4413,274,2372,7054,1721,70,2067,3851,222,17,1124,1361,23595,6262,19693,49554,25,190,6653,6875,317,1522,4027,5861,4787,3538,5024,13353,7214,2306,3949,13468,9289,2289,5577,17154,10942,1538,5343,17821,9288,647,4447,14384,4127,187,3200,7517,735,36,1583,2345,46726,12247,39801,98774
CED405,0,27,3722,3749,82,404,4410,4893,3133,1832,4758,9722,5136,1087,2483,8709,5103,902,3037,9037,4802,648,2555,8012,4278,342,1609,6236,2805,81,935,3819,889,20,649,1563,26234,5343,24157,55735,8,49,3597,3654,246,610,4021,4870,4208,1967,4012,10197,5281,1106,2543,8934,5296,915,3125,9339,4895,607,3492,8996,4095,214,2971,7283,2146,60,2747,4954,445,17,2035,2497,26623,5553,28542,60715,7,75,7317,7401,324,1010,8426,9762,7339,3804,8769,19915,10420,2197,5024,17638,10403,1813,6161,18382,9700,1254,6049,17004,8377,556,4583,13519,4953,142,3684,8775,1336,42,2689,4058,52853,10900,52699,116451
CED406,3,34,4227,4269,124,563,3442,4138,2904,2184,3659,8742,4668,1455,2487,8614,4988,1117,2628,8729,5240,674,2039,7956,4540,278,1327,6152,2001,65,642,2715,495,12,303,802,24965,6381,20761,52102,5,89,4029,4128,264,892,2887,4043,3822,2325,3068,9219,5026,1412,2805,9245,5254,1079,3113,9442,5319,611,3117,9048,4021,231,2590,6843,1428,54,1600,3078,277,8,849,1129,25404,6707,24063,56178,3,130,8256,8390,391,1456,6328,8177,6727,4506,6726,17962,9689,2867,5298,17859,10238,2193,5741,18172,10564,1285,5158,17006,8562,512,3922,12990,3430,122,2245,5791,770,15,1152,1935,50369,13088,44818,108279
CED407,3,24,4478,4505,117,440,4108,4667,3227,1682,3985,8895,5698,1143,2392,9232,5687,991,2362,9037,5498,556,1701,7755,4956,224,1080,6260,2337,78,717,3127,527,11,312,855,28036,5149,21144,54327,10,50,4104,4164,288,639,3190,4123,4461,1757,3158,9374,5838,1165,2469,9460,5816,957,2903,9666,5610,472,2661,8745,4529,192,2378,7100,1641,53,1839,3538,241,6,876,1127,28432,5298,23582,57306,12,73,8590,8671,400,1084,7299,8790,7680,3442,7141,18270,11528,2301,4860,18695,11500,1947,5265,18705,11114,1026,4358,16498,9488,416,3460,13362,3975,133,2561,6671,767,22,1185,1974,56468,10443,44722,111632
CED408,0,27,4015,4041,87,304,2565,2953,1898,1157,2011,5060,4345,1114,1446,6909,5648,1158,1905,8714,6109,954,1983,9045,6044,460,1463,7969,2833,116,768,3713,648,25,400,1066,27612,5317,16555,49481,3,57,3718,3779,178,446,2120,2743,2646,1311,1627,5581,5091,1187,1655,7932,6046,1235,2276,9552,6283,890,2531,9701,5566,369,2420,8357,2011,67,1795,3871,316,15,1076,1404,28134,5581,19221,52934,3,85,7735,7821,266,748,4683,5705,4544,2470,3635,10643,9439,2299,3107,14842,11686,2394,4184,18269,12389,1845,4517,18748,11613,835,3879,16330,4839,189,2563,7590,963,37,1472,2475,55739,10902,35773,102417
CED409,4,27,4845,4875,166,467,4514,5142,3489,2093,5356,10938,5378,1321,3241,9942,5511,1197,3652,10368,5100,758,3089,8950,3515,293,1739,5547,1934,77,827,2842,507,16,461,982,25604,6258,27721,59586,14,68,4524,4603,396,753,3971,5125,4884,2198,4446,11530,5663,1316,3279,10257,5478,1233,4218,10925,4850,704,3853,9407,3027,216,2790,6031,1442,48,2306,3801,216,14,1279,1509,25959,6549,30671,63186,22,95,9364,9486,557,1221,8492,10264,8368,4298,9800,22471,11038,2634,6522,20195,10993,2424,7875,21293,9948,1470,6942,18356,6537,505,4529,11578,3381,123,3135,6638,718,33,1741,2491,51567,12809,58392,122768
CED410,0,14,4306,4317,67,264,4084,4410,3163,1312,4014,8479,5751,824,2039,8618,5967,711,2331,9004,4984,524,1806,7310,4581,247,1252,6082,3088,63,866,4015,860,17,529,1403,28455,3986,21213,53652,6,29,4196,4230,203,389,3607,4195,4216,1408,3335,8964,6264,765,2347,9377,5995,715,2980,9686,5055,460,3063,8583,4553,185,2835,7574,2200,49,2754,4998,409,3,1878,2293,28902,4003,26994,59903,7,44,8499,8550,269,646,7692,8614,7378,2718,7350,17443,12022,1591,4384,17994,11959,1427,5304,18688,10036,986,4870,15894,9138,430,4086,13649,5286,112,3620,9021,1271,22,2408,3695,57364,7985,48210,113554
CED411,4,70,5145,5213,208,777,4044,5034,3247,2217,4212,9674,4699,1319,2923,8943,5498,1301,3373,10176,5456,731,2807,8992,4078,331,1513,5925,2195,76,847,3121,495,20,369,878,25875,6836,25239,57949,14,148,4731,4885,424,1157,3414,4997,4341,2259,3943,10541,5015,1360,2968,9339,5812,1265,3555,10634,5220,649,3055,8918,3725,224,2325,6276,1588,51,1958,3595,245,15,964,1218,26378,7118,26902,60403,16,213,9871,10100,631,1938,7464,10030,7586,4472,8155,20215,9711,2678,5891,18281,11307,2564,6929,20807,10675,1373,5860,17911,7805,560,3840,12197,3784,128,2807,6713,735,31,1331,2096,52257,13957,52145,118349
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,0,61,4839,4904,151,879,3635,4660,3889,2706,3484,10081,5819,1470,2222,9517,5762,1168,2262,9191,4405,574,1691,6674,3301,254,1058,4610,1692,77,626,2395,360,14,261,640,25383,7201,20084,52664,10,134,4559,4698,374,1406,3034,4813,5496,2915,3269,11687,6566,1536,2553,10658,6038,1122,2754,9919,4333,523,2270,7124,2950,199,1782,4935,1216,32,1420,2667,181,10,640,824,27163,7886,22282,57332,9,192,9402,9605,523,2285,6666,9478,9390,5621,6755,21765,12383,3011,4780,20175,11799,2289,5016,19107,8737,1095,3960,13799,6251,451,2844,9544,2906,112,2045,5065,536,27,901,1468,52538,15088,42364,109998
CED502,0,53,5193,5247,187,587,4553,5326,4939,2085,5182,12204,7312,1223,2585,11121,6179,971,2319,9470,5084,553,1703,7339,3653,218,1049,4917,1604,53,518,2174,313,13,236,566,29269,5743,23344,58364,13,121,4866,4997,478,935,3734,5152,6841,2207,4022,13074,7521,1256,2780,11556,6284,935,2806,10017,4991,469,2605,8065,2962,163,2042,5168,1069,30,1423,2530,149,5,606,760,30304,6123,24883,61313,11,173,10061,10240,660,1521,8288,10478,11787,4290,9198,25280,14836,2475,5362,22673,12458,1907,5125,19492,10073,1021,4306,15405,6618,375,3088,10084,2667,86,1946,4704,462,18,847,1326,59577,11871,48228,119676
CED503,0,58,4067,4125,143,571,2811,3520,2552,1757,2477,6791,4197,1156,1768,7118,5189,1123,1910,8228,5002,678,1759,7442,5011,393,1469,6872,2767,128,816,3703,591,13,359,967,25451,5889,17432,48767,4,131,3925,4059,299,897,2321,3518,3622,1970,2287,7883,5072,1277,1976,8326,5600,1208,2321,9134,5407,679,2328,8414,4591,310,2095,6997,2012,93,1792,3896,272,10,890,1176,26875,6582,19940,53400,3,189,7999,8192,437,1470,5129,7038,6174,3729,4766,14667,9264,2441,3740,15442,10788,2337,4229,17357,10406,1360,4092,15857,9600,705,3560,13867,4775,219,2609,7602,868,27,1245,2140,52323,12475,37370,102168
CED504,0,23,5064,5085,132,352,4135,4622,3578,1779,4161,9518,6235,1093,2325,9656,6197,929,2009,9133,5066,468,1490,7023,3528,215,927,4671,1477,58,447,1979,304,9,183,500,26523,4928,20736,52188,8,58,4604,4664,322,590,3358,4264,5096,1940,3013,10057,6869,1128,2211,10213,6228,899,2525,9652,4683,438,2364,7493,2920,165,1895,4977,1058,31,1342,2432,120,6,550,681,27307,5267,21860,54435,5,76,9666,9753,452,942,7490,8889,8671,3724,7176,19575,13107,2224,4530,19865,12423,1833,4527,18786,9753,908,3856,14518,6450,378,2820,9647,2535,86,1788,4409,428,17,738,1179,53831,10193,42598,106623
CED505,0,15,3828,3842,52,291,3847,4195,2347,2086,4335,8762,5258,1020,1676,7962,5723,716,1653,8095,4673,609,1608,6886,3644,285,1133,5059,2050,110,661,2819,632,15,363,1017,24389,5147,19106,48640,3,23,3667,3692,110,469,3377,3959,3324,2331,3816,9471,6028,972,1908,8906,6104,755,2316,9179,4520,482,2471,7476,3272,197,2201,5676,1528,52,2043,3629,297,6,1403,1714,25191,5295,23211,53696,4,33,7496,7531,168,761,7221,8156,5670,4416,8152,18234,11288,1993,3587,16863,11831,1474,3970,17276,9193,1089,4080,14365,6913,480,3337,10732,3577,163,2708,6448,934,28,1770,2730,49579,10434,42323,102338
CED506,20,82,3863,3956,125,870,2709,3706,3173,2970,3535,9681,5079,1971,2504,9555,5039,1603,2919,9566,4486,1034,2826,8351,2957,355,1737,5042,1303,90,685,2074,260,14,259,533,22446,8987,21033,52468,33,185,3404,3626,281,1304,2154,3734,4334,3234,3328,10894,5634,1999,2394,10026,5117,1600,2596,9312,4257,870,2409,7543,2481,216,1612,4312,881,65,1066,2013,110,0,466,580,23123,9473,19436,52038,54,263,7264,7580,407,2170,4861,7441,7508,6202,6864,20572,10713,3973,4899,19588,10161,3199,5521,18873,8743,1906,5237,15891,5436,574,3348,9355,2178,157,1756,4092,378,11,725,1116,45573,18460,40474,104500
CED507,0,56,4166,4227,97,510,2251,2860,2274,1786,2694,6755,4880,1343,1825,8054,5285,1163,1982,8430,5165,760,1744,7667,4450,326,1230,6008,2020,74,603,2702,508,12,272,790,24698,6034,16767,47498,7,97,3781,3886,230,803,1785,2812,3559,2018,2344,7923,5678,1443,2126,9244,5728,1195,2443,9366,5388,681,2369,8440,3899,253,1921,6067,1429,54,1629,3112,223,13,870,1100,26134,6553,19260,51945,7,151,7948,8112,330,1310,4040,5677,5838,3810,5038,14678,10560,2790,3951,17301,11017,2356,4422,17794,10555,1445,4109,16110,8349,575,3148,12070,3448,128,2233,5813,727,26,1140,1891,50828,12583,36027,99441
CED508,3,23,3952,3979,77,444,3380,3896,3141,2319,4158,9615,6066,1449,2352,9869,5522,1086,2339,8949,4450,667,1945,7055,3274,280,1186,4742,1777,65,605,2448,350,10,288,651,24658,6333,20210,51206,3,50,3840,3895,178,717,3196,4092,4618,2614,3544,10777,6512,1456,2439,10413,5690,1107,2809,9606,4465,592,2747,7807,2885,187,2119,5192,1180,49,1658,2881,170,6,916,1091,25703,6781,23273,55754,3,75,7793,7869,252,1161,6574,7984,7760,4930,7702,20393,12584,2906,4798,20277,11217,2187,5147,18558,8917,1263,4685,14862,6163,462,3308,9939,2957,110,2264,5329,517,19,1208,1744,50362,13112,43478,106959
CED509,0,35,4385,4425,112,432,3547,4099,2960,1571,3649,8181,4914,1131,2232,8274,5341,1064,2340,8742,4868,670,1939,7473,4167,314,1209,5689,1915,75,672,2664,440,18,249,705,24713,5316,20222,50255,9,66,3947,4022,320,675,2732,3725,4150,1737,2623,8516,5462,1261,2160,8892,5675,1075,2513,9264,4920,605,2361,7881,3598,237,2098,5932,1411,45,1579,3038,167,14,831,1012,25706,5708,20861,52274,9,103,8333,8452,432,1109,6281,7824,7110,3306,6273,16695,10373,2393,4396,17160,11011,2137,4855,18004,9784,1274,4297,15359,7759,554,3305,11621,3326,124,2254,5704,603,29,1079,1715,50424,11023,41079,102530
CED510,0,16,4865,4885,48,274,4068,4391,2107,1513,3308,6930,5678,1003,1472,8161,7221,902,1448,9568,6721,544,1225,8489,4557,226,723,5509,1523,42,384,1956,405,9,205,613,28256,4536,17700,50492,6,38,4530,4579,123,481,3360,3967,3092,1647,2318,7057,6732,1061,1498,9299,7807,937,2011,10757,6602,478,2073,9161,3696,159,1622,5480,1130,34,1249,2408,188,4,698,894,29388,4844,19358,53588,11,56,9395,9457,173,755,7434,8359,5203,3162,5619,13987,12413,2062,2976,17456,15027,1842,3456,20322,13324,1030,3300,17651,8254,385,2343,10988,2651,75,1636,4357,595,14,905,1507,57643,9381,37059,104076
CED511,4,63,3935,4007,131,698,2526,3355,2567,1952,2854,7369,4443,1388,1926,7758,5190,1324,2779,9294,5469,901,2563,8932,4302,407,1804,6510,2029,103,843,2973,492,18,324,836,24615,6856,19549,51021,15,174,3447,3635,261,963,1750,2974,3574,2146,2309,8034,5079,1421,2006,8508,5601,1320,2507,9435,5462,814,2423,8699,3655,294,2061,6011,1396,71,1756,3220,218,8,840,1063,25257,7210,19107,51575,18,235,7384,7645,399,1659,4270,6324,6142,4102,5160,15403,9516,2808,3932,16264,10792,2647,5284,18727,10930,1717,4980,17627,7954,701,3868,12528,3419,172,2602,6189,707,28,1166,1897,49876,14065,38655,102595
CED512,0,47,5729,5774,181,838,4024,5041,4665,3014,3721,11395,7125,1656,2096,10872,7143,1277,2071,10487,4948,655,1533,7144,3900,279,1043,5221,1789,73,537,2399,299,17,176,489,30057,7852,20924,58828,9,115,5312,5438,489,1367,3305,5154,6425,3269,3519,13210,7865,1697,2756,12314,7269,1223,3041,11535,4963,594,2279,7840,3410,215,1725,5351,1200,48,1154,2400,135,9,469,609,31766,8534,23560,63860,9,163,11042,11214,667,2197,7325,10199,11091,6276,7235,24604,14992,3352,4846,23189,14415,2500,5112,22024,9910,1249,3815,14980,7305,495,2768,10574,2988,123,1692,4803,431,23,643,1096,61817,16381,44484,122685
CED513,3,37,2987,3024,105,503,3925,4534,3666,3369,6778,13810,5314,1551,3013,9884,4731,1026,2753,8513,4188,656,2250,7088,3047,275,1491,4812,1583,57,753,2394,454,5,345,809,23096,7477,24296,54864,8,62,2953,3024,280,823,3662,4766,4901,3511,5601,14017,5687,1414,2839,9937,4753,919,2652,8319,4091,516,2710,7323,2552,193,2183,4936,1157,35,1734,2919,200,8,1092,1300,23630,7477,25428,56533,5,94,5943,6049,382,1330,7588,9300,8567,6875,12381,27828,11006,2968,5855,19820,9486,1943,5405,16827,8281,1170,4960,14408,5598,468,3677,9741,2738,89,2485,5318,653,12,1437,2103,46724,14953,49723,111400
CED514,0,16,3408,3424,128,357,3778,4268,4007,2502,5802,12308,5584,1183,2733,9499,4872,738,2575,8183,4228,471,2019,6713,3568,223,1277,5073,2286,55,744,3088,580,17,337,940,25258,5571,22659,53486,9,53,3394,3461,391,636,3169,4194,5312,2677,4348,12339,5930,1080,2758,9767,4800,682,2914,8401,4188,421,2921,7525,3295,165,2538,5994,1626,44,2180,3846,240,4,1182,1423,25796,5757,25394,56952,11,69,6800,6881,525,992,6946,8463,9317,5179,10145,24646,11513,2268,5485,19266,9679,1420,5489,16586,8413,890,4942,14239,6870,389,3810,11066,3905,97,2922,6933,821,18,1521,2363,51059,11330,48056,110440
CED515,3,36,3783,3821,157,655,6258,7067,4616,2916,7645,15185,5833,1235,3118,10190,4513,910,2706,8131,3980,528,2286,6794,2924,282,1478,4689,1552,65,720,2335,475,14,402,887,24052,6646,28401,59097,7,86,3405,3501,458,981,4828,6261,6083,3104,5488,14674,5900,1173,2725,9797,4561,853,2849,8264,3902,494,3111,7508,2495,199,2389,5080,1107,41,1969,3121,246,6,1284,1535,24765,6937,28053,59754,14,120,7187,7323,611,1634,11087,13328,10700,6023,13135,29856,11736,2412,5844,19987,9074,1763,5560,16398,7884,1018,5402,14306,5417,483,3869,9764,2662,105,2695,5459,717,22,1684,2421,48817,13584,56448,118844
CED516,0,17,4755,4767,29,236,4084,4348,2060,1019,3748,6831,5385,631,1465,7477,6091,593,1416,8103,5897,472,1284,7651,4635,240,886,5760,2222,65,536,2817,697,6,413,1120,27005,3281,18587,48871,5,18,4329,4354,104,362,3488,3957,2952,1137,2760,6857,6306,715,1696,8710,6632,614,2181,9432,6056,427,2206,8689,3874,165,2003,6045,1698,37,1868,3606,340,3,1378,1724,27966,3487,21913,53370,5,35,9086,9127,136,596,7570,8303,5011,2159,6511,13685,11684,1344,3157,16189,12727,1213,3596,17533,11946,896,3492,16341,8510,409,2886,11809,3922,100,2403,6421,1034,12,1794,2841,54975,6768,40496,102241
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,4,53,2944,2998,110,475,2459,3042,1590,1267,2150,5004,2761,829,1406,4990,3335,739,1754,5830,3551,450,1553,5554,2979,220,1117,4311,1474,52,617,2133,369,13,285,662,16159,4093,14281,34541,5,92,2668,2768,194,666,1956,2815,2100,1288,2000,5392,3114,830,1767,5711,3559,713,2144,6410,3541,376,2116,6034,2586,160,1924,4670,1043,37,1627,2703,179,9,821,1013,16327,4155,17034,37514,8,138,5620,5771,301,1137,4412,5853,3686,2554,4155,10393,5875,1658,3172,10704,6899,1451,3899,12248,7084,829,3676,11588,5564,378,3034,8981,2516,84,2240,4839,545,20,1106,1674,32484,8248,31317,72047
