CED_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
CED145,22,404,18,4457,78,10,4,15,8,26,4,21,11,40,1070,1282,28,10,12,12,7,14,0,13,3,62,53,207,5810,818,153,2039,213,1456,77,1022,114,2679,1180,15569
CED146,0,22,0,264,23,3,4,15,6,28,0,23,9,85,340,544,14,3,9,8,0,15,0,6,4,100,89,241,2215,227,67,932,130,1303,39,563,136,3438,495,9541
CED147,3,93,6,556,22,4,0,23,4,51,0,17,6,165,721,1009,19,5,3,13,0,3,0,8,11,141,119,322,2325,562,94,1733,179,1406,98,1113,160,7214,961,15834
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,6,22,0,426,26,3,0,14,8,33,0,22,14,69,506,699,19,7,13,14,8,9,0,3,6,112,72,254,2771,455,75,1674,152,1329,61,873,120,4228,639,12383
CED202,12,43,3,527,33,3,4,22,3,34,6,23,10,115,662,925,17,7,10,22,3,14,7,11,5,162,87,347,2884,722,147,2244,226,1508,129,1190,201,5470,841,15549
CED203,3,33,0,1042,45,10,8,25,5,31,5,15,5,101,738,980,15,0,9,10,0,5,0,3,4,140,102,293,4165,723,100,2074,197,1406,86,805,115,4243,919,14843
CED204,10,68,4,557,32,13,9,35,5,36,5,26,8,131,699,984,26,7,3,20,5,9,4,15,4,167,101,365,2670,840,150,2307,227,1399,137,1278,207,5800,899,15913
CED205,3,67,3,468,21,7,4,11,0,27,4,14,6,88,631,818,13,3,5,5,0,3,0,7,12,144,89,281,2058,515,78,1291,115,1464,73,1037,164,5911,810,13520
CED206,3,17,3,232,25,3,3,31,3,40,4,15,13,98,424,669,15,0,9,10,3,17,0,6,10,145,115,333,1972,330,85,1224,133,1384,63,790,163,4385,618,11143
CED207,7,30,0,421,36,7,7,13,9,37,3,12,6,114,541,785,27,9,16,20,6,11,3,9,6,159,91,351,3097,644,119,2077,232,1373,118,1059,165,4440,709,14033
CED208,3,92,3,849,22,7,8,18,4,27,8,10,3,103,712,912,9,5,3,7,4,3,0,4,4,115,72,227,2823,643,70,1435,140,1415,74,1078,141,5455,852,14117
CED209,3,110,3,699,40,5,0,23,8,30,6,33,10,135,727,1019,7,9,9,23,6,13,0,17,6,147,79,309,2862,909,142,2345,204,1249,135,1373,170,5849,901,16135
CED210,4,63,0,542,34,9,4,18,11,45,4,12,6,158,663,958,18,4,8,13,5,13,0,9,4,202,128,410,2666,620,109,2001,187,1371,123,1120,153,5929,889,15154
CED211,3,61,3,720,29,7,5,16,7,20,3,17,3,93,596,790,11,4,16,4,0,7,4,9,7,105,77,240,3124,537,85,1720,151,1400,65,1024,151,4935,738,13927
CED212,5,69,4,645,48,9,0,27,4,34,3,18,3,128,652,929,22,3,12,14,7,16,7,11,3,180,85,355,2981,579,98,1808,199,1318,106,1040,174,5248,823,14363
CED213,13,165,3,696,26,11,5,20,3,33,0,28,9,183,820,1147,28,14,12,17,7,16,3,17,11,264,160,550,2534,913,181,2151,193,1417,137,1463,212,7511,1123,17834
CED214,5,28,0,1227,46,9,6,19,17,24,0,32,5,101,743,1000,20,3,13,9,3,8,0,6,5,138,121,328,4574,625,122,1997,230,1624,83,830,141,4065,945,15245
CED215,9,49,0,514,29,10,3,27,9,39,0,25,14,164,846,1172,29,5,6,29,7,15,0,12,11,207,142,463,2402,761,165,2248,216,1457,145,1327,273,6735,1136,16872
CED216,6,251,0,2050,28,9,3,21,7,23,0,12,7,75,707,886,24,5,8,9,3,14,3,4,5,109,70,253,2988,713,102,1649,166,1357,87,1179,124,4273,824,13464
CED217,0,12,0,316,32,5,5,25,12,49,3,28,7,83,503,756,21,3,7,22,3,3,0,7,10,150,109,335,3221,412,113,1644,214,1774,69,815,156,4140,692,13256
CED218,24,334,3,2891,58,7,3,34,6,26,0,12,3,82,998,1225,14,0,5,13,3,12,0,11,3,76,57,188,5440,819,94,2176,211,1735,92,1177,111,3615,1083,16559
CED219,0,16,3,246,61,4,4,31,7,44,3,27,9,101,543,839,30,0,15,13,5,14,4,4,13,140,107,343,3568,422,97,1915,203,1880,82,931,171,4224,756,14249
CED220,10,21,0,560,33,7,3,22,4,25,3,22,10,101,550,783,15,7,4,8,4,10,0,6,3,137,87,289,2745,550,79,1435,140,1318,55,881,118,4835,710,12866
CED221,0,63,0,445,28,9,7,33,12,40,0,15,7,149,853,1156,39,10,7,22,3,16,3,12,17,186,114,427,2997,935,186,2477,223,1385,143,1265,228,5834,1078,16741
CED222,3,40,3,669,45,10,5,22,12,17,3,11,5,62,630,826,18,3,7,13,3,7,0,8,6,116,89,272,3569,497,100,1739,200,1565,75,881,146,4176,788,13738
CED223,3,82,0,990,42,4,3,19,3,28,3,13,4,91,594,805,17,0,0,10,0,5,0,3,0,108,52,212,2911,579,87,1726,183,1292,82,1009,104,4458,706,13136
CED224,20,342,8,2132,25,15,3,14,3,14,3,13,3,75,708,880,22,6,6,10,3,6,0,12,0,83,51,208,3207,650,74,1528,158,1291,75,1125,131,3946,805,12986
CED225,6,50,0,612,27,6,3,22,7,31,0,13,8,80,501,699,16,0,14,20,8,6,3,9,9,98,52,228,3155,517,104,2030,197,1439,77,870,162,3899,636,13090
CED226,4,11,3,574,66,10,3,22,7,47,3,22,12,77,751,1020,29,0,11,10,3,10,3,0,8,109,96,296,4631,555,133,2266,284,2478,103,973,189,4269,941,16827
CED227,3,43,4,367,53,10,3,27,4,40,4,30,7,171,699,1047,37,10,22,29,5,8,0,11,12,219,178,527,2941,733,172,2380,220,1282,137,997,226,5739,1030,15861
CED228,0,35,0,756,39,8,6,18,3,34,0,18,3,120,634,886,23,10,15,12,3,8,0,10,12,162,144,389,3194,528,107,1553,163,1519,88,934,138,5125,874,14234
CED229,3,38,3,620,56,10,4,31,7,51,3,21,3,105,698,986,34,6,14,26,3,17,4,13,13,143,98,358,4407,612,136,2522,298,1977,142,1126,212,4854,906,17194
CED230,10,59,3,506,43,19,5,26,8,56,0,32,4,166,772,1133,40,9,18,24,4,21,3,19,10,203,133,485,3010,838,165,2449,255,1613,144,1324,216,6649,1042,17712
CED231,14,131,0,3467,80,14,8,27,12,30,0,12,0,35,1446,1662,33,4,8,7,4,7,0,3,3,47,52,172,8474,1154,161,3112,338,2441,128,1280,159,3199,1542,21985
CED232,17,253,6,3621,83,11,9,27,14,23,3,20,3,41,1355,1590,34,4,18,15,4,12,0,15,7,61,54,216,7629,908,151,2883,312,2222,94,1130,136,2875,1465,19812
CED233,12,101,3,960,19,6,3,13,7,31,3,29,6,116,614,842,27,4,8,10,0,3,3,9,5,151,71,292,2163,567,76,1335,124,1280,71,1112,131,5769,770,13402
CED234,5,47,4,398,32,13,6,25,6,46,5,28,18,157,713,1041,41,10,24,22,0,7,0,7,6,224,147,485,2838,734,188,2279,228,1331,138,1124,219,6170,1032,16285
CED235,3,21,0,331,37,7,3,23,7,38,3,21,10,116,517,766,23,3,9,9,5,12,0,10,6,148,96,327,2649,458,103,1708,166,1507,79,882,144,5257,696,13651
CED236,6,47,6,448,39,14,3,31,3,22,4,22,4,174,620,945,40,8,12,23,4,11,3,3,6,208,144,449,2678,778,181,2307,217,1303,141,1157,188,5581,929,15466
CED237,3,32,3,1122,50,10,3,20,5,22,3,10,13,89,792,1027,26,9,13,12,10,10,3,3,10,122,117,319,5007,684,125,2294,229,1562,75,842,147,4213,991,16176
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,3,21,0,311,34,4,3,25,8,33,6,31,7,109,701,959,19,4,6,7,0,6,0,9,3,99,77,228,3232,494,111,1851,206,1591,106,954,180,4599,856,14186
CED302,0,65,3,941,35,3,0,17,4,23,3,15,7,85,723,909,16,0,11,19,0,4,0,10,0,88,60,206,3530,467,86,1801,214,1427,79,911,141,4571,852,14074
CED303,15,92,0,742,31,7,3,26,11,41,3,12,6,94,766,1002,22,6,6,10,0,8,0,3,12,134,77,285,3254,609,116,1958,212,1583,95,1060,199,6299,925,16302
CED304,16,155,6,2621,59,3,3,24,14,24,4,13,10,34,1220,1410,14,3,11,9,0,5,0,5,4,36,39,136,6431,969,134,2793,261,1887,115,956,148,2528,1301,17509
CED305,9,42,4,829,37,7,7,26,8,39,3,24,6,120,1194,1475,36,7,19,35,0,19,4,16,12,138,111,394,3413,487,135,2048,251,1727,110,898,208,4619,1391,15281
CED306,9,47,0,739,49,4,10,36,4,39,3,23,10,104,1333,1610,36,6,14,21,7,20,4,12,5,146,110,371,3729,508,160,2332,248,1792,124,1001,204,4739,1554,16392
CED307,4,34,0,679,35,8,0,18,7,24,0,13,3,87,700,891,16,3,3,4,3,4,0,9,8,60,41,157,3475,491,81,1994,231,1526,108,904,182,4459,804,14254
CED308,7,151,4,862,32,11,3,25,3,27,6,19,6,95,859,1083,21,6,10,15,7,7,3,6,10,130,108,321,3721,771,95,2495,215,1805,131,1226,165,6212,1043,17883
CED309,9,100,0,713,36,15,0,31,4,31,3,12,11,139,960,1234,24,6,9,9,3,12,0,9,8,120,85,282,2950,914,115,2397,178,1478,132,1353,189,7288,1119,18111
CED310,9,108,3,659,24,16,0,23,9,27,3,23,7,131,867,1119,22,7,8,5,3,5,0,8,3,153,82,298,2472,797,108,2122,204,1283,113,1197,189,7724,1037,17246
CED311,8,43,3,938,62,5,3,35,11,51,0,24,9,120,1101,1413,58,7,12,22,7,16,0,6,11,144,117,401,3770,573,169,2334,256,1984,113,964,211,4743,1327,16453
CED312,0,23,0,373,46,9,8,25,15,35,3,10,3,107,650,914,32,0,9,11,4,12,4,5,4,104,63,246,3480,527,101,2144,195,1645,81,862,147,4668,784,14634
CED313,10,99,4,1990,71,8,8,16,4,20,6,13,0,46,973,1165,19,0,3,15,3,6,0,7,0,45,44,139,5838,769,117,2511,288,1697,98,894,123,2614,1055,15988
CED314,3,60,3,604,43,3,0,21,10,31,0,21,12,126,815,1080,28,3,7,19,0,13,0,7,5,124,82,286,3468,628,135,2228,234,1561,96,1004,215,5299,995,15863
CED315,7,46,0,548,38,4,0,25,3,27,3,15,4,88,1319,1534,23,0,13,12,4,11,0,4,9,91,69,245,3883,495,122,2175,256,1690,104,926,167,4061,1453,15323
CED316,3,55,0,375,24,7,0,21,3,29,3,17,8,195,893,1196,19,7,7,14,0,13,0,3,5,270,174,515,2119,586,103,1721,146,1465,109,1320,201,10093,1213,19080
CED317,3,46,3,584,48,18,5,27,8,57,6,33,11,132,982,1327,43,3,21,20,9,27,3,16,5,163,129,440,3673,659,159,2107,277,1624,132,1091,232,5450,1254,16657
CED318,9,56,3,780,51,9,3,29,10,41,4,17,8,83,1175,1438,30,7,13,17,3,14,7,3,6,88,104,291,4219,783,125,2476,301,1651,161,1117,184,3881,1362,16266
CED319,3,58,4,1035,52,3,4,30,8,17,3,13,4,116,801,1044,21,0,3,8,3,5,0,4,0,96,74,213,4588,609,109,2265,242,1497,88,915,160,4429,947,15845
CED320,0,49,0,331,34,8,0,24,7,39,7,18,4,134,731,1000,23,5,10,9,4,8,0,11,5,163,101,335,2866,579,126,2051,201,1707,107,1083,195,7308,926,17149
CED321,3,50,3,521,46,11,9,29,5,59,3,17,4,157,892,1225,55,7,22,23,9,16,0,12,3,184,141,458,3861,716,192,2434,251,1547,146,1028,230,5830,1188,17421
CED322,10,66,0,650,28,10,4,25,9,29,0,23,3,118,799,1045,17,3,12,7,6,7,3,3,0,122,92,280,3115,809,101,2213,197,1316,101,1134,131,5472,967,15552
CED323,6,151,0,986,46,14,7,28,16,31,5,27,3,117,892,1179,21,10,7,16,5,14,0,7,3,138,95,300,3746,1106,123,2586,244,1639,119,1347,151,5642,1074,17777
CED324,3,86,0,937,37,7,3,22,9,26,4,24,5,74,680,894,15,5,9,7,0,5,0,0,0,71,64,174,3264,727,84,1869,204,1559,75,1094,129,4218,801,14024
CED325,0,26,3,498,44,9,5,16,3,31,5,4,5,58,601,781,10,3,9,9,3,4,3,3,3,63,69,172,3234,437,94,1713,178,1533,68,752,102,3531,721,12364
CED326,8,46,3,565,42,3,0,15,0,27,5,17,6,107,780,1016,22,0,5,12,3,5,0,5,5,139,90,289,3522,558,104,2004,239,1769,93,1021,183,6029,952,16472
CED327,3,17,3,328,36,7,10,23,7,33,0,22,9,78,635,845,15,3,10,5,3,10,0,4,3,95,66,215,3355,536,103,1946,216,1768,94,899,161,4144,760,13978
CED328,12,201,5,1781,32,3,0,15,3,12,0,7,3,68,884,1039,13,0,8,8,0,7,3,3,0,48,36,127,3478,620,97,1869,164,1601,92,1089,130,4323,956,14411
CED329,4,128,4,536,26,14,10,18,3,26,6,25,8,165,964,1257,19,10,13,12,6,13,0,20,3,228,143,469,2217,884,133,1906,187,1473,129,1441,222,8954,1228,18761
CED330,4,45,3,504,39,8,3,28,11,50,3,13,5,138,817,1117,35,10,24,13,5,12,0,7,4,126,85,327,3354,697,153,2354,268,1724,123,1093,191,5231,1003,16183
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,6,212,3,1604,40,15,5,25,0,18,3,18,6,74,902,1108,18,4,8,14,0,3,3,4,0,69,41,162,3736,825,119,2245,212,1643,93,1275,149,4478,1001,15784
CED402,8,67,0,457,38,17,8,25,3,40,6,23,3,178,850,1189,32,9,14,22,9,7,0,15,12,158,112,393,3202,915,185,2890,238,1423,138,1259,202,6687,1140,18285
CED403,4,91,0,811,17,12,0,14,4,17,5,25,4,127,756,993,9,4,3,5,3,0,0,3,0,87,55,169,2666,686,85,1987,205,1382,105,1306,129,6180,884,15608
CED404,0,44,4,489,30,3,3,29,7,34,3,31,11,180,960,1290,24,10,7,20,3,9,3,16,16,191,152,450,2701,719,143,2360,212,1371,157,1230,232,6926,1240,17289
CED405,5,76,0,806,35,4,0,24,0,16,3,16,3,130,883,1121,7,3,10,6,3,3,6,5,0,106,68,219,3234,754,110,2089,202,1434,105,1200,142,6184,1051,16496
CED406,4,13,3,184,30,3,4,21,4,22,5,13,4,112,701,924,14,5,9,11,6,14,0,5,3,93,71,223,2679,640,102,2129,232,1472,110,1134,182,5930,849,15461
CED407,0,15,0,282,32,9,3,24,5,31,3,11,6,129,658,900,9,4,3,16,0,9,3,4,4,119,68,236,3027,523,78,2170,208,1613,92,1084,158,6277,781,16024
CED408,9,77,4,663,29,16,8,31,3,40,3,27,6,163,891,1217,14,8,10,22,0,5,4,7,3,156,71,301,2534,1056,134,2326,200,1443,150,1491,203,7553,1083,18167
CED409,4,23,0,271,31,3,3,20,4,39,0,11,8,100,685,908,9,4,4,8,0,7,0,3,0,143,103,281,2979,544,89,1943,201,1537,106,965,143,4970,866,14338
CED410,7,144,3,900,20,3,0,13,4,19,0,13,3,125,730,942,13,4,7,3,3,0,0,5,0,120,68,222,2618,659,95,1859,164,1402,102,1267,142,6203,891,15393
CED411,3,30,0,242,30,7,6,23,10,39,3,12,4,129,709,971,17,6,4,12,3,5,0,4,6,134,102,290,2801,650,133,2219,220,1613,134,1066,177,5807,915,15741
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,8,44,3,631,34,3,6,21,9,33,0,21,3,119,1290,1544,13,0,7,11,6,6,0,3,5,121,71,247,3251,459,117,1955,270,1786,122,881,173,4680,1437,15126
CED502,3,23,0,512,34,10,0,23,5,33,5,13,10,85,883,1110,16,7,9,7,6,8,0,4,6,106,83,246,3250,539,88,1984,220,1854,109,951,173,4093,1040,14306
CED503,8,88,3,831,31,7,6,24,7,32,0,27,12,150,1319,1608,12,7,5,4,0,16,0,8,5,171,98,335,2509,609,131,2031,221,1664,141,1199,262,7231,1510,17503
CED504,6,20,0,517,37,13,6,21,4,30,3,7,0,69,763,947,11,3,7,11,3,5,0,5,0,90,66,213,2864,513,107,1671,190,1475,81,822,142,3809,885,12558
CED505,11,355,0,2766,27,10,7,21,7,18,4,11,9,70,1213,1383,11,4,10,0,5,3,3,3,3,61,50,154,3304,833,87,1947,178,1407,75,1224,113,4065,1306,14533
CED506,13,56,5,1630,42,10,8,33,9,60,5,21,12,90,1310,1605,57,11,16,16,5,13,0,6,5,132,128,398,4628,576,247,2345,318,1736,152,801,227,3497,1554,16072
CED507,7,59,3,739,30,10,3,26,5,40,3,28,4,132,1227,1500,20,9,4,18,3,7,0,7,7,136,109,319,2720,895,176,2404,244,1404,207,1251,226,5636,1425,16580
CED508,10,56,5,1244,46,3,4,30,9,39,0,23,13,94,1132,1386,14,3,3,5,0,4,0,3,0,80,80,213,3680,607,97,2125,227,1593,106,971,165,3874,1278,14721
